,TIME_PERIOD,A5M,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHL,CHN,COL,CRI,CZE,DEU,DNK,EA19,ESP,EST,EU27_2020,FIN,FRA,G20,G7,GBR,GRC,HRV,HUN,IDN,IND,IRL,ISR,ITA,JPN,KOR,LTU,LUX,LVA,MEX,NLD,NOR,NZL,OECD,OECDE,OECDXEA,POL,PRT,ROU,RUS,SVK,SVN,SWE,TUR,USA,ZAF
0,1950-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.134,
1,1950-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6815,
2,1950-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4113,
3,1950-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4512,
4,1950-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4995,
5,1950-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1162,
6,1950-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1395,
7,1950-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.49,
8,1950-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3476,
9,1950-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4232,
10,1950-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3937,
11,1950-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.851,
12,1951-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1972,
13,1951-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0744,
14,1951-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1741,
15,1951-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.693,
16,1951-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3895,
17,1951-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.40314,
18,1951-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.93658,
19,1951-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.08825,
20,1951-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.56467,
21,1951-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.86156,
22,1951-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.78574,
23,1951-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.49107,
24,1952-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.02186,
25,1952-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4521,
26,1952-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.95547,
27,1952-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.73158,
28,1952-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1033,
29,1952-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00848,
30,1952-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.24947,
31,1952-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.431,
32,1952-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8285,
33,1952-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8911,
34,1952-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8904,
35,1952-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8795,
36,1953-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8272,
37,1953-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.407,
38,1953-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84824,
39,1953-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.46851,
40,1953-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1455,
41,1953-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8298,
42,1953-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.37979,
43,1953-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.78864,
44,1953-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14617,
45,1953-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6088,
46,1953-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.30984,
47,1953-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.27571,
48,1954-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.61395,
49,1954-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25884,
50,1954-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.03268,
51,1954-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73286,
52,1954-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.24564,
53,1954-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.51146,
54,1954-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54462,
55,1954-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.61128,
56,1954-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1075,
57,1954-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8047,
58,1954-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4409,
59,1954-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0658,
60,1955-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5382,
61,1955-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0099,
62,1955-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2763,
63,1955-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3694,
64,1955-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.225,
65,1955-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8555,
66,1955-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6722,
67,1955-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4788,
68,1955-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2984,
69,1955-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2565,
70,1955-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2281,
71,1955-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1692,
72,1956-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7669,
73,1956-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.298,
74,1956-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8324,
75,1956-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2587,
76,1956-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52793,
77,1956-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.93875,
78,1956-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.82546,
79,1956-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37069,
80,1956-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94213,
81,1956-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.167,
82,1956-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2478,
83,1956-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1167,
84,1957-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.86458,
85,1957-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.36221,
86,1957-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.71173,
87,1957-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.17233,
88,1957-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.03413,
89,1957-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.18146,
90,1957-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.29752,
91,1957-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.27182,
92,1957-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.03964,
93,1957-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.51906,
94,1957-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.95403,
95,1957-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.39221,
96,1958-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0947,
97,1958-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.29913,
98,1958-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.76286,
99,1958-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.40163,
100,1958-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.40262,
101,1958-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.43047,
102,1958-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2902,
103,1958-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9643,
104,1958-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4852,
105,1958-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.838,
106,1958-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9943,
107,1958-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1138,
108,1959-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4768,
109,1959-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8771,
110,1959-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1236,
111,1959-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1951,
112,1959-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.038,
113,1959-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4502,
114,1959-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5273,
115,1959-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4064,
116,1959-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.54639,
117,1959-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.42869,
118,1959-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.90842,
119,1959-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6428,
120,1960-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8113,
121,1960-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0668,
122,1960-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09998,
123,1960-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.34238,
124,1960-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.93471,
125,1960-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.92993,
126,1960-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.10188,
127,1960-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.34938,
128,1960-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.36896,
129,1960-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.27267,
130,1960-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.08038,
131,1960-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94922,
132,1961-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98863,
133,1961-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.39158,
134,1961-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.30639,
135,1961-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3672,
136,1961-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9996,
137,1961-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1956,,,,,,,,,,,,101.2452,
138,1961-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.10591,,,,,,,,,,,,101.4181,
139,1961-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.02604,,,,,,,,,,,,101.6819,
140,1961-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.98262,,,,,,,,,,,,101.8983,
141,1961-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.01638,,,,,,,,,,,,101.9188,
142,1961-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.14286,,,,,,,,,,,,101.8778,
143,1961-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.41352,,,,,,,,,,,,101.9952,
144,1962-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.88422,,,,,,,,,,,,101.9074,
145,1962-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1307,,,,,,,,,98.43935,,,,,,,,,,,,101.703,
146,1962-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7666,,,,,,,,,98.93803,,,,,,,,,,,,101.2794,
147,1962-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6775,,,,,,,,,99.27568,,,,,,,,,,,,100.5907,
148,1962-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6395,,,,,,,,,99.50219,,,,,,,,,,,,99.96066,
149,1962-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5891,,,,,,,,,99.682,,,,,,,,,,,,99.55127,
150,1962-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5564,,,,,,,,,99.86543,,,,,,,,,,,,99.34934,
151,1962-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5098,,,,,,,,,100.1066,,,,,,,,,,,,99.26521,
152,1962-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4925,,,,,,,,,100.4842,,,,,,,,,,,,99.37913,
153,1962-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.4095,,,,,,,,,101.0644,,,,,,,,,,,,99.69252,
154,1962-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3559,,,,,,,,,101.7273,,,,,,,,,,,,100.125,
155,1962-12,,,,,,,,,,,,,,100.1996,,,,,,,,,100.9591,,,,,,,,,102.2851,,,,,,,,,102.32,,,,,,,,,,,,100.4675,
156,1963-01,,,,,,,,,,,,,,100.0701,,,,,,,,,100.9745,,,,,,,,,102.3217,,,,,,,,,102.7256,,,,,,,,,,,,100.5259,
157,1963-02,,,,,,,,,,,,,,100.0378,,,,,,,,,100.982,,,,,,,,,102.4181,,,,,,,,,103.0041,,,,,,,,,,,,100.5337,
158,1963-03,,,,,,,,,,,,,,100.075,,,,,,,,,101.0676,,,,,,,,,102.4725,,,,,,,,,103.2186,,,,,,,,,,,,100.6496,
159,1963-04,,,,,,,,,,,,,,100.1402,,,,,,,,,101.258,,,,,,,,,102.4926,,,,,,,,,103.389,,,,,,,,,,,,100.9273,
160,1963-05,,,,,,,,,,,,,,100.2579,,,,,,,,,101.3919,,,,,,,,,102.4364,,,,,,,,,103.5098,,,,,,,,,,,,101.1109,
161,1963-06,,,,,,,,,,,,,,100.4146,,,,,,,,,101.3302,,,,,,,,,102.1926,,,,,,,102.1183,,103.5351,,,,,,,,,,,,101.0009,
162,1963-07,,,,,,,,,,,,,,100.5199,,,,,,,,,101.1744,,,,,,,,,101.9469,,,,,,,102.1637,,103.4121,,,,,,,,,,,,100.7585,
163,1963-08,,,,,,,,,,,,,,100.6009,,,,,,,,,101.1055,,,,,,,,,101.7014,,,,,,,102.1812,,103.2117,,,,,,,,,,,,100.6604,
164,1963-09,,,,,,,,,,,,,,100.6587,,,,,,,,,101.1425,,,,,,,,,101.4158,,,,,,,102.1753,,103.0122,,,,,,,,,,,,100.7426,
165,1963-10,,,,,,,,,,,,,,100.7041,,,101.9246,,,,,,101.1598,,,,,,,,,101.0468,,,,,,,102.1645,,102.8617,,,,,,,,,,,,100.8093,
166,1963-11,,,,,,,,,,,,,,100.8171,,,102.5391,,,,,,101.0965,,,,,,,,,100.5228,,,,,,,102.1362,,102.7389,,,,,,,,,,,,100.7507,
167,1963-12,,,,,,,,,,,,,,101.0631,,,102.7821,,,,,,101.0209,,,,,,,,,99.8544,,,,,,,102.1091,,102.6082,,,,,,,,,,,,100.6529,
168,1964-01,,,,,,,,,,,,,,101.3407,,,102.7348,,,,,,101.087,,,,,,,,,98.8818,,,,,,,102.1095,,102.4479,,,,,,,,,,,,100.8131,
169,1964-02,,,,,,,,,,,,,,101.5663,,,102.6232,,,,,,101.1868,,,,,,,,,97.78814,,,,,,,102.1468,,102.2852,,,,,,,,,,,,101.06,
170,1964-03,,,,,,,,,,,,,,101.7472,,,102.6683,,,,,,101.2937,,,,,,,,,97.03683,,,,,,,102.2127,,102.1694,,,,,,,,,,,,101.2821,
171,1964-04,,,,,,,,,,,,,,101.9128,,,102.8716,,,,,,101.315,,,,,,,,,96.39614,,,,,,,102.2448,,102.1457,,,,,,,,,,,,101.3578,
172,1964-05,,,,,,,,,,,,,,102.0113,,,103.1656,,,,,,101.3429,,,,,,,,,95.89697,,,,,,,102.2166,,102.1836,,,,,,,,,,,,101.4439,
173,1964-06,,,,,,,,,,,,,,102.0572,,,103.4724,,,,,,101.477,,,,,,,,,95.64621,,,,,,,102.1061,,102.2507,,,,,,,,,,,,101.6778,
174,1964-07,,,,,,,,,,,,,,102.1115,,,103.5405,,,,,,101.6611,,,,,,,,,95.44592,,,,,,,101.9754,,102.3249,,,,,,,,,,,,101.9807,
175,1964-08,,,,,,,,,,,,,,102.197,,,103.4229,,,,,,101.7616,,,,,,,,,95.30322,,,,,,,101.8727,,102.3777,,,,,,,,,,,,102.134,
176,1964-09,,,,,,,,,,,,,,102.2439,,,103.2778,,,,,,101.7399,,,,,,,,,95.21616,,,,,,,101.8062,,102.3691,,,,,,,,,,,,102.0979,
177,1964-10,,,,,,,,,,,,,,102.239,,,103.0944,,,,,,101.6287,,,,,,,,,95.05728,,,,,,,101.7945,,102.2643,,,,,,,,,,,,101.9469,
178,1964-11,,,,,,,,,,,,,,102.2168,,,102.9026,,,,,,101.5761,,,,,,,,,94.8158,,,,,,,101.7767,,102.1116,,,,,,,,,,,,101.9055,
179,1964-12,,,,,,,,,,,,,,102.1864,,,102.8266,,,,,,101.5711,,,,,,,,,94.70531,,,,,,,101.7289,,101.965,,,,,,,,,,,,101.9229,
180,1965-01,,,,,,,,,,,,,,102.1151,,,102.7525,,,,,,101.6152,,,,,,,,,95.09484,,,,,,,101.6303,,101.8549,,,,,,,,,,,,101.9579,
181,1965-02,,,,,,,,,,,,,,101.9969,,,102.8626,,,,,,101.7478,,,,,,,,,95.84325,,,,,,,101.4592,,101.7524,,,,,,,,,,,,102.0951,
182,1965-03,,,,,,,,,,,,,,101.8459,,,102.8592,,,,,,101.8472,,,,,,,,,96.53058,,,,,,,101.1866,,101.6045,,,,,,,,,,,,102.1987,
183,1965-04,,,,,,,,,,,,,,101.6583,,,102.77,,,,,,101.7362,,,,,,,,,96.95132,,,,,,,100.8417,,101.3603,,,,,,,,,,,,102.02,
184,1965-05,,,,,,,,,,,,,,101.4464,,,102.6248,,,,,,101.5249,,,,,,,,,97.2032,,,,,,,100.523,,101.0438,,,,,,,,,,,,101.7146,
185,1965-06,,,,,,,,,,,,,,101.2704,,,102.4788,,,,,,101.3073,,,,,,,,,97.52568,,,,,,,100.3772,,100.6742,,,,,,,,,,,,101.3782,
186,1965-07,,,,,,,,,,,,,,101.1772,,,102.3623,,,,,,101.2026,,,,,,,,,97.84158,,,,,,,100.3953,,100.2588,,,,,,,,,,,,101.1957,
187,1965-08,,,,,,,,,,,,,,101.1034,,,102.3606,,,,,,101.2166,,,,,,,,,98.10671,,,,,,,100.5066,,99.83873,,,,,,,,,,,,101.202,
188,1965-09,,,,,,,,,,,,,,100.969,,,102.4693,,,,,,101.2899,,,,,,,,,98.30439,,,,,,,100.7176,,99.47062,,,,,,,,,,,,101.3302,
189,1965-10,,,,,,,,,,,,,,100.7505,,,102.5962,,,,,,101.3176,,,,,,,,,98.54197,,,,,,,101.0004,,99.21283,,,,,,,,,,,,101.4061,
190,1965-11,,,,,,,,,,,,,,100.5372,,,102.7134,,,,,,101.4725,,,,,,,,,98.9044,,,,,,,101.2393,,99.0598,,,,,,,,,,,,101.6632,
191,1965-12,,,,,,,,,,,,,,100.3596,,,102.7311,,,,,,101.7747,,,,,,,,,99.32063,,,,,,,101.3663,,99.0291,,,,,,,,,,,,102.1342,
192,1966-01,,,,,,,,99.84339,,,,,,100.2466,,,102.7074,,,,,,102.0758,,,,,,,,,99.82199,,,,,,,101.2798,,99.14376,,,,,,,,,,,,102.5714,
193,1966-02,,100.2006,,,,,,99.84637,,,,,,100.1305,,,102.6994,,,,,,102.196,,,,,,,,,100.2813,,,,,,,101.0828,,99.29225,,,,,,,,,,,,102.7303,
194,1966-03,,100.2702,,,,,,99.93755,,,,,,99.95971,,,102.7216,,,,,,102.1161,,,,,,,,,100.6874,,,,,,,101.0126,,99.3306,,,,,,,,,,,,102.5975,
195,1966-04,,100.3207,,,,,,100.1019,,,,,,99.73672,,,102.6235,,,,,,101.8182,,,,,,,,,100.8926,,,,,,,101.01,,99.15065,,,,,,,,,,,,102.1656,
