,TIME_PERIOD,AUS,AUT,BEL,BRA,CAN,CHE,CHL,CHN,COL,CRI,CZE,DEU,DNK,EA19,ESP,EST,FIN,FRA,GBR,GRC,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LUX,LVA,MEX,NLD,NOR,NZL,POL,PRT,RUS,SVK,SVN,SWE,TUR,USA,ZAF
0,1970-01,,85.17433,103.6868,2673.564,129.5987,58.47663,,548.8714,,,,108.756,84.62898,109.8394,73.87298,,119.8313,115.767,,112.5244,,328.1651,215.1532,90.33179,112.1217,,116.6621,69.78425,161.9356,104.8619,,118.6566,92.8091,103.4451,89.2795,,81.92427,,,,157.3528,157.2665,125.3809,
1,1970-02,,84.8569,103.6523,2629.175,128.9966,58.50583,,559.0031,,,,108.4976,84.82346,109.6723,73.38818,,119.5232,115.8579,,112.1297,,328.2191,214.3646,90.4806,113.3711,,117.1953,69.59448,165.085,105.2847,,118.132,93.03007,103.572,89.24721,,80.56126,,,,158.5885,157.4357,126.1862,
2,1970-03,,84.34484,103.5222,2596.092,128.2422,58.05972,,545.5818,,,,108.7715,84.77258,109.7192,73.53056,,119.0896,115.473,,113.1464,,322.5548,215.493,91.16827,114.3176,,116.936,69.82706,167.0108,104.7146,,117.8038,93.36811,103.5735,88.62973,,81.70211,,,,158.0394,156.8106,125.7646,
3,1970-04,,83.75986,102.9856,2543.109,127.8397,57.61852,,543.8101,,,,109.5924,84.26855,109.9124,73.34896,,118.4808,115.3699,,113.9601,,292.5416,215.9266,91.2758,114.8359,,116.4107,69.92384,167.0517,104.3616,,117.0491,93.0738,103.4127,89.10301,,80.39581,,,,157.0576,155.7701,125.965,
4,1970-05,,83.78423,102.7484,2522.158,127.512,57.91378,,546.1589,,,,109.4867,84.81277,109.9048,72.69481,,118.1514,115.7659,,113.798,,272.1107,217.9209,92.19668,114.5763,,116.6062,69.32381,165.6171,104.704,,117.0161,93.0494,103.0127,88.87955,,79.33276,,,,157.1647,156.2725,126.1307,
5,1970-06,,84.46247,102.4716,2488.399,131.2868,57.94696,,546.4682,,,,109.4191,84.65551,109.8916,72.79823,,118.2054,115.9634,,113.5103,,275.9629,219.451,92.3548,115.9068,,116.4869,69.1208,161.8828,104.7815,,117.2503,93.17749,103.2639,88.54115,,79.26386,,,,157.7277,157.3358,125.6343,
6,1970-07,,84.84698,102.6755,2448.343,132.7001,58.05246,,546.9857,,,,108.8947,85.91573,109.4531,73.92623,,117.7849,115.8497,,111.424,,274.7155,219.5232,92.18177,116.9711,,116.2834,68.63069,161.7452,104.7994,,117.2628,93.48769,104.1787,89.41994,,79.38579,,,,158.2266,156.1669,125.3331,
7,1970-08,,84.62324,102.6807,2430.392,134.1045,58.27348,,547.194,,,,108.6527,85.95937,109.6675,75.01585,,117.9137,116.0683,,109.541,,274.1514,220.6037,92.61082,118.3988,,116.6722,68.52904,162.7935,104.47,,117.683,94.22243,103.777,89.30827,,79.87216,,,,158.8739,95.34206,124.7713,
8,1970-09,,84.64425,102.2436,2403.191,133.3957,58.36104,,541.7222,,,,108.09,86.49035,109.3642,75.00238,,117.6671,116.1431,,110.6174,,266.2748,220.538,92.84462,121.2465,,117.5957,69.41183,164.9018,104.6445,,117.3968,94.75056,104.5692,88.88164,,80.35452,,,,158.0067,95.83483,124.7866,
9,1970-10,,84.61733,101.9038,2359.494,131.927,57.99044,,536.8556,,,,107.9608,86.17472,108.9898,75.32658,,117.0036,115.9674,,111.5393,,263.7874,220.3626,92.76427,122.8766,,117.8735,70.16271,164.5636,104.5054,,116.7946,94.63303,104.4312,91.46772,,80.31873,,,,158.3569,97.13129,124.7116,
10,1970-11,,84.32375,101.7027,2293.091,131.4236,58.63113,,534.6097,,,,107.9305,86.25672,108.8018,75.09754,,116.7373,115.8954,,110.9989,,273.2539,219.3096,92.90702,122.0783,,118.2893,69.90182,163.9635,104.2726,,116.8412,94.47916,104.3748,91.23466,,80.35992,,,,159.0179,97.87132,125.138,
11,1970-12,,84.45958,101.499,2253.562,130.4881,58.73063,,532.1461,,,,107.8193,85.88495,108.3799,75.00829,,116.0998,115.7848,,112.2616,,273.7659,214.8912,92.86815,119.1802,,118.0764,70.00829,168.7021,104.1363,,117.2581,94.24365,105.2084,90.80814,,80.55999,,,,159.438,98.47253,125.2835,
12,1971-01,,83.72775,101.0497,2213.106,131.3986,58.61021,,525.4617,,,,108.4121,84.70474,108.3711,75.13058,,115.7496,115.4777,,111.1884,,278.808,210.8113,92.51332,119.3015,,117.3783,70.17017,169.7597,103.976,,117.9413,94.51085,104.0959,92.47099,,81.37479,,,,162.9,98.66675,124.0161,
13,1971-02,,83.13817,101.0668,2176.0,132.1938,58.59129,,532.4446,,,,109.2425,84.22122,108.9999,74.58718,,115.9803,115.1655,,108.8206,,286.6049,209.5922,92.64188,118.3707,,116.8946,70.05496,172.9435,103.9995,,117.9762,95.01974,103.5661,92.53118,,81.24807,,,,161.8135,100.3466,123.9813,
14,1971-03,,82.89575,101.0136,2144.065,131.9808,58.63506,,521.0967,,,,108.8676,83.89981,108.732,75.04939,,116.0029,115.1817,,110.0599,,284.977,208.7786,92.8859,118.5077,,117.0799,69.92096,175.3739,104.4134,,118.0311,95.2461,103.6853,91.99477,,82.85709,,,,161.6856,100.8734,123.4471,
15,1971-04,,82.93131,100.8402,2108.359,132.4602,58.32869,,515.6985,,,,108.8342,84.14283,108.5855,75.34405,,116.0542,115.1391,,110.9164,,279.8362,207.2029,92.27175,117.3913,,116.7419,70.59717,168.8776,103.9265,,118.1478,95.74974,103.1504,92.98703,,83.23057,,,,160.1371,102.4235,122.9595,
16,1971-05,,84.86201,99.88435,2055.141,131.5365,60.67421,,512.0925,,,,110.621,84.60566,109.5648,74.93737,,115.3676,114.1792,,111.446,,270.0689,205.4374,92.37897,116.2764,,115.6937,70.24393,164.9081,103.6287,,117.5111,95.70453,99.23467,92.45045,,82.60471,,,,157.7587,102.001,122.7737,
17,1971-06,,84.92384,99.02938,2021.151,129.7156,60.63602,,508.8296,,,,111.9596,84.13996,109.9752,74.72118,,116.636,113.7802,,108.936,,265.3966,207.5649,92.30514,115.2356,,114.4765,70.05264,163.9381,102.955,,117.2689,95.44003,102.7812,92.09489,,82.49446,,,,156.6392,103.0357,123.6206,
18,1971-07,,84.80735,99.02631,2001.449,130.5392,60.44936,,506.6165,,,,112.7953,83.60686,110.5191,74.25446,,116.4281,113.7579,,106.6163,,264.0065,209.7317,92.3438,114.4307,,114.2214,69.80392,146.677,102.3549,,116.7247,94.94933,102.7734,92.87103,,82.52174,,,,156.3515,107.9798,123.1732,
19,1971-08,,84.08749,99.15573,1945.29,132.2836,60.8218,,500.6976,,,,113.8093,83.43465,111.2773,73.85538,,115.8939,112.6047,,103.8482,,248.0615,212.1645,92.77209,112.7051,,113.8652,69.61987,147.1472,102.3051,,117.1305,96.34177,102.6474,92.80917,,82.55666,,,,157.7906,109.539,122.0382,
20,1971-09,,84.19286,101.0452,1891.29,130.9864,61.07477,,484.3227,,,,114.0044,84.0634,111.7248,74.05992,,115.3671,110.9031,,103.1732,,230.014,211.2853,93.25087,111.3242,,113.9216,72.86012,144.8799,103.6592,,116.7451,97.46704,103.188,92.85061,,85.43566,,,,156.8757,109.2087,120.11,
21,1971-10,,84.03204,102.1522,1860.329,131.9284,60.65049,,470.6249,,,,114.189,83.8226,111.7304,74.21841,,113.6662,109.7193,,101.4177,,228.2604,208.4769,93.4005,110.6707,,113.2729,75.22939,139.9133,104.9723,,116.0122,98.40554,103.3897,93.8633,,86.4581,,,,157.8667,109.9324,117.9956,
22,1971-11,,83.78845,103.1813,1827.058,131.8056,61.16017,,468.1033,,,,113.5613,84.13377,111.7182,75.32693,,113.5023,109.7221,,102.5728,,234.2255,209.0246,93.59389,110.7486,,113.2898,75.46596,139.7608,105.9463,,116.0052,98.95359,103.3284,93.75701,,88.31752,,,,157.7766,110.6171,117.7682,
23,1971-12,,83.74664,103.2867,1777.854,131.9142,61.34722,,456.8745,,,,113.7473,83.80956,112.472,76.3069,,111.6423,110.7282,,101.8777,,228.3966,206.3313,93.83479,109.1403,,113.5908,76.4755,138.1871,106.0006,,115.1796,98.93452,102.7404,94.64114,,85.64805,,,,159.6748,113.7172,116.1301,
24,1972-01,110.774,83.68417,103.5335,1747.021,130.7147,60.47749,,479.0883,,,,113.6932,83.40228,114.1467,76.3452,,109.0808,113.2453,99.92184,99.36674,,225.84,202.0265,94.17825,105.5637,,113.1104,78.56172,133.5185,106.3043,,114.5843,99.36616,102.6561,94.18519,,84.16284,,,,160.241,111.2651,113.8663,
25,1972-02,109.6227,83.81094,103.7827,1686.845,130.5639,60.39749,,481.4009,,,,114.1749,79.34703,115.1028,75.22824,,108.7581,114.0888,100.5819,96.54716,,228.3036,201.187,94.61829,105.4841,,112.7059,78.25256,136.6956,106.337,,114.0368,99.80489,102.976,93.27256,,84.9558,,,,160.0887,111.1874,113.2725,
26,1972-03,108.9004,83.82607,102.6704,1664.735,131.5675,60.03015,,468.8687,,,,114.5568,83.28957,115.4719,76.24699,,108.3059,114.8166,100.7198,97.06036,,227.089,202.0475,94.82092,107.7188,,112.7512,78.54831,139.4945,105.5414,,114.0204,99.63052,103.1127,92.73961,,85.53268,,,,159.5179,110.2827,112.522,
27,1972-04,109.3931,83.48191,102.2839,1649.632,132.0436,59.84174,,464.8172,,,,114.405,83.23406,115.3221,76.60905,,109.6622,115.0443,100.9429,99.58144,,226.0348,201.4144,94.48656,110.5908,,112.5116,79.36863,134.0234,105.1353,,114.3778,99.95841,103.2519,93.34267,,84.90653,,,,158.9588,110.3176,112.2296,
28,1972-05,108.8853,83.41344,102.3404,1619.675,132.5608,60.1364,,463.3531,,,,113.5365,83.81286,114.9531,76.60129,,109.7488,115.7905,100.8601,99.12769,,223.6205,201.6605,94.53651,112.0414,,113.3698,79.27454,134.0446,105.387,,114.2193,99.74442,103.5416,92.89735,,87.40131,,,,159.842,111.2163,111.8417,
29,1972-06,108.7057,84.59446,102.8644,1611.916,133.5918,60.76611,,461.8909,,,,113.5296,84.20346,115.3545,76.50417,,109.8831,115.6604,99.47825,98.65734,,218.4165,203.5236,94.32292,114.5245,,113.484,78.93792,134.5231,105.9262,,114.6183,99.84819,104.6518,92.87399,,84.8698,,,,160.2852,114.2827,111.4295,
30,1972-07,111.6985,84.97388,103.5431,1599.802,134.5837,61.56897,,471.7599,,,,114.461,84.23189,117.6085,78.68971,,110.6361,116.3487,94.23598,97.00993,,216.7349,198.1703,92.95823,116.1719,,113.4575,78.82459,134.3146,106.429,,114.5129,99.58437,106.2384,95.0675,,85.88557,,,,161.7551,115.5804,111.8669,
31,1972-08,111.0339,85.35863,103.5855,1588.604,135.6171,61.46947,,468.9944,,,,113.1377,84.81171,116.5806,79.34744,,110.6297,116.9573,94.9447,95.40321,,216.7258,199.7301,93.39733,116.2673,,114.0613,79.19433,135.5244,106.6211,,114.9939,99.52026,105.6984,94.46069,,85.32027,,,,162.1772,115.6815,111.2513,
32,1972-09,110.602,84.97825,103.4853,1565.949,135.691,61.55563,,466.6139,,,,113.4087,85.36585,116.955,80.03168,,110.6957,116.9724,94.63003,96.24605,,218.6497,199.2203,93.21914,116.3986,,114.5407,79.3727,134.9756,106.2731,,115.0703,99.22153,105.2727,94.19581,,86.30159,,,,161.9567,116.2338,110.979,
33,1972-10,111.4461,85.2059,103.2474,1552.879,135.2063,61.81699,,463.752,,,,112.8498,85.82217,117.062,80.33181,,108.9338,117.2719,94.01653,97.40295,,227.0777,196.0076,92.12433,116.5508,,115.5224,79.7177,132.8681,106.0815,,114.6916,100.0512,105.2214,95.22375,,86.33912,,,,161.8522,116.9681,111.4733,
34,1972-11,111.7619,85.2046,103.8726,1534.826,134.5232,62.20678,,462.8953,,,,113.2528,86.612,117.9802,80.31227,,111.8389,117.0236,92.32509,97.2038,,251.9348,193.7002,91.59434,116.845,,115.4203,79.43111,130.5493,106.3626,,115.1587,100.3469,105.5246,95.67137,,86.95618,,,,161.4725,117.3638,111.9463,
35,1972-12,112.7802,85.33379,104.1679,1505.302,133.3268,62.61723,,456.8548,,,,113.3717,86.90861,117.8051,80.57931,,111.1659,115.9829,92.01933,99.50804,,265.7178,192.3315,92.22053,111.0051,,115.9198,79.75372,129.8326,106.2314,,115.0981,100.0952,105.054,95.05141,,87.96253,,,,163.0123,117.1957,111.7868,
36,1973-01,120.1594,85.49178,104.1836,1483.698,133.5205,63.37291,,446.1985,,,,113.8353,86.07297,117.7245,80.49911,,111.1179,114.8342,92.07587,98.40364,,256.6065,190.8314,92.89202,102.2066,,115.4943,81.45538,127.7057,105.6788,,116.0391,100.3008,104.1926,95.18586,,89.04384,,,,162.4567,119.0235,110.5111,
37,1973-02,121.3614,85.32193,104.2467,1448.313,132.5041,66.12407,,445.9802,,,,115.4008,87.25684,119.5484,80.21207,,109.0732,116.5432,90.56052,93.08833,,242.5436,190.2927,92.98376,100.1682,,112.3047,85.56139,120.2563,105.7538,,113.9442,101.1197,106.0591,95.85828,,90.7182,,,,161.4572,114.0066,105.973,
38,1973-03,121.7439,85.77282,105.098,1404.56,129.5728,67.07602,,436.6854,,,,118.6115,88.32199,123.3166,81.04291,,108.7351,117.4538,88.66152,90.22636,,230.2963,188.07,92.48967,100.3901,,108.5352,91.17589,112.6546,106.7089,,111.7611,102.0679,108.1677,96.99803,,89.98462,,,,157.3114,108.7204,102.2923,
39,1973-04,125.1602,85.79741,103.82,1395.066,129.8724,66.8261,,432.77,,,,118.9454,88.48598,121.7371,81.89777,,110.9685,117.7291,90.71604,91.69434,,235.4445,191.8197,92.55407,107.2334,,105.5665,91.04085,112.7797,106.0397,,113.0344,101.2029,108.2205,97.88686,,87.04997,,,,155.8455,110.0107,102.5982,
40,1973-05,122.9475,85.50408,103.766,1359.084,129.1188,67.36413,,430.1113,,,,119.3411,88.65504,122.2244,81.53483,,109.7588,118.3742,91.39755,92.21001,,231.0807,197.8515,93.07397,108.5925,,104.8821,91.41804,111.4946,106.9674,,112.8522,101.465,108.3538,96.43101,,88.22308,,,,155.8744,109.5527,101.6301,
41,1973-06,120.015,86.92876,103.9459,1319.132,128.8579,67.00335,,435.1124,,,,125.016,89.5691,127.4455,79.33147,,108.8352,119.7307,89.65899,90.7066,,237.5068,199.6088,92.48968,104.885,,98.91383,89.37828,109.7783,106.7433,,111.5334,102.2591,110.0707,94.48671,,90.68567,,,,157.7683,108.0196,99.79444,
42,1973-07,122.0432,89.73034,104.1559,1269.211,129.2051,68.64449,,429.8015,,,,133.0656,90.14659,135.4303,77.19873,,109.8652,119.5107,84.82806,83.99413,,242.744,199.5688,90.5668,99.67626,,96.22326,87.62634,108.7532,106.1435,,112.1554,101.5628,110.2706,96.96951,,92.432,,,,157.0201,103.2376,97.1624,
43,1973-08,122.3241,89.57513,102.7787,1277.182,128.9285,66.79187,,424.5372,,,,130.0004,90.19354,132.6527,80.78651,,114.3375,117.1925,84.09026,86.65012,,242.7109,200.0151,90.75431,103.5856,,100.6235,88.22286,109.5819,104.5234,,113.4759,101.8365,106.831,97.67397,,92.03226,,,,156.2257,106.2219,99.2831,
44,1973-09,125.9091,89.00137,102.6641,1269.637,128.4822,66.05361,,418.0348,,,,128.7251,90.85699,133.4099,81.99131,,112.7426,117.1946,82.35317,90.45592,,246.7961,195.5015,90.03674,112.8223,,102.4337,90.15088,108.8717,104.3,,115.7325,104.6383,107.3015,103.1694,,93.39516,,,,154.6725,110.5427,98.50502,
45,1973-10,129.6171,89.55545,102.1989,1248.563,128.5132,66.17545,,417.3984,,,,127.8265,91.39626,133.6842,81.91353,,111.583,117.7855,83.03087,97.05922,,249.965,197.7904,89.37086,122.9315,,101.2918,88.98116,108.3947,104.2805,,115.9689,108.4133,107.5146,105.5889,,93.95708,,,,154.4767,111.5462,98.14854,
46,1973-11,131.9959,88.78921,101.4088,1274.23,130.1246,66.91212,,418.7709,,,,125.0611,90.79156,129.2507,83.98531,,114.1707,117.8538,84.41454,109.6154,,260.626,202.9256,90.21779,127.555,,101.5782,86.82057,112.5926,103.3944,,118.3121,105.1538,109.1048,106.1149,,93.29119,,,,154.8124,116.1679,100.5818,
47,1973-12,132.5442,88.05608,100.2508,1274.12,130.1787,68.36701,,410.7735,,,,124.7027,90.22688,126.7796,86.74911,,115.7377,115.7033,83.54796,112.5875,,268.6522,199.4294,90.66063,133.5702,,102.3472,89.18977,114.4502,101.8403,,122.9039,103.1019,110.8824,104.7494,,94.45065,,,,151.1519,119.8515,101.2254,
48,1974-01,138.2415,88.00918,99.78175,1294.191,132.0584,68.2014,,412.5876,,,,123.3116,89.00462,121.9099,88.71457,,116.5599,111.8218,83.97502,113.7544,,297.9423,198.658,90.71776,137.0458,,101.7688,88.00343,120.4241,100.9758,,128.0448,103.1693,110.9996,104.8919,,93.68268,,,,149.791,125.2634,102.8631,
49,1974-02,133.5757,88.26124,101.8541,1224.32,132.5602,69.08405,,407.3673,,,,124.4916,88.71132,122.1597,84.72526,,116.8811,110.5339,84.24255,108.6023,,295.6479,198.4654,90.72073,132.7455,,98.92215,89.24554,121.8738,103.2366,,128.2844,104.0605,111.0906,101.8441,,99.66879,,,,151.3276,120.9764,100.2397,
50,1974-03,129.621,88.31692,101.9841,1174.524,132.3827,69.07837,,391.304,,,,124.6607,89.09171,123.2323,83.45343,,116.838,110.8081,84.64996,107.9708,,291.1612,203.1976,91.77502,138.6464,,100.6089,90.76086,122.2065,102.8783,,126.6786,104.6174,110.664,102.2192,,102.0009,,,,151.1272,123.0986,98.51835,
51,1974-04,130.9032,89.18195,102.9669,1137.22,132.5958,67.63197,,385.0492,,,,126.8735,90.00451,124.0326,83.83223,,117.9519,108.0762,87.09881,105.7625,,294.9901,206.6094,91.39169,143.7571,,99.12915,92.90578,120.6636,103.6457,,126.6403,105.5258,110.7075,102.3782,,99.82431,,,,150.466,121.1538,96.4353,
52,1974-05,128.9556,90.71535,105.4982,1110.65,134.0877,69.62617,,391.5155,,,,127.4618,91.51348,124.7759,84.48576,,117.9055,106.1131,87.17459,105.4881,,292.1542,212.9183,91.71939,139.3412,,98.58579,91.34498,120.5059,105.0823,,125.5982,106.1246,110.9791,101.6867,,100.9161,,,,149.9356,120.0713,95.96195,
53,1974-06,129.2435,92.09452,107.146,1090.563,133.8758,68.8773,,385.733,,,,125.1606,92.51299,123.4937,85.65659,,120.1513,107.3832,87.69365,107.4743,,296.6301,216.7881,92.24431,132.8108,,97.94078,90.75517,120.0585,104.9971,,126.5676,105.1401,110.3795,101.4051,,98.89027,,,,149.0336,123.1484,97.08584,
54,1974-07,135.1296,91.67015,107.5778,1053.071,132.6091,69.15652,,384.0682,,,,122.1072,93.83704,123.4844,86.08462,,121.4321,111.0539,87.599,106.5992,,296.4681,222.5988,92.57265,135.7356,,99.84566,89.06557,122.8651,105.1583,,127.524,105.3262,111.9662,103.3317,,98.14016,,,,147.972,123.6339,97.505,
55,1974-08,136.3882,91.44521,107.5664,1044.581,132.6631,70.08978,,385.1084,,,,119.5257,93.45422,122.5706,87.71745,,122.0456,112.8014,86.4177,104.5278,,299.9599,228.203,93.1519,140.0188,,101.2193,86.19361,128.9118,104.0421,,128.3673,105.8476,111.6305,103.3192,,101.7996,,,,149.2927,125.8097,99.39623,
56,1974-09,132.1927,90.51765,107.2512,1021.074,131.3686,71.02482,,374.0754,,,,117.1316,92.67073,120.99,88.16012,,123.04,113.6445,86.12405,107.4113,,302.6943,233.1995,93.49478,114.1863,,103.1785,87.91737,128.7049,103.0678,,128.7131,106.1027,111.0793,100.5604,,103.1578,,,,149.0345,128.7983,99.89603,
57,1974-10,121.6354,90.84762,107.6148,987.6303,131.6192,72.05093,,371.9364,,,,118.1967,93.89469,121.6485,87.2822,,120.4063,113.6764,86.43447,105.8247,,306.2095,230.2437,93.12369,120.5615,,101.4712,88.68116,125.1458,103.5699,,129.2516,106.7647,110.0588,96.88117,,99.77277,,,,152.568,128.0509,99.00749,
58,1974-11,119.8039,91.20357,108.2564,953.5713,130.6762,74.85781,,372.9195,,,,119.8031,95.02062,123.056,88.02544,,120.1518,112.8447,85.74254,105.3408,,307.6344,224.9537,92.48052,119.3102,,100.7337,87.62669,125.6169,104.1309,,131.0326,106.7918,109.0827,95.75201,,97.80238,,,,152.6152,127.4317,98.21779,
59,1974-12,119.0177,91.73225,108.6819,920.6835,130.7859,77.41207,,376.2894,,,,119.9931,94.92484,124.3382,88.44076,,120.5518,114.9435,85.22319,104.018,,312.389,217.8898,93.29217,120.0864,,99.49735,87.52592,108.337,104.6958,,130.288,106.8921,110.0869,95.27116,,97.169,,,,154.5111,127.1786,97.93042,
60,1975-01,122.1933,92.6972,109.8663,903.9399,128.703,77.50586,,379.6574,,,,121.3661,94.0918,128.1077,86.82039,,122.5462,115.9932,86.21612,102.3281,,309.0646,217.2019,93.87257,117.4288,,99.73127,87.2747,106.592,105.2804,,130.7542,107.4143,113.5134,96.12682,,98.86239,,,,153.2204,123.8112,96.7784,
61,1975-02,121.4681,93.00608,110.7947,873.9158,127.8307,77.57625,,381.9211,,,,121.117,93.51772,128.5075,85.73096,,123.3728,116.507,86.82738,99.98377,,305.2475,213.2439,94.99897,103.6253,,100.0803,88.38626,106.0553,106.3835,,129.8063,107.5697,113.8038,95.28473,,95.89832,,,,153.8194,126.4562,95.7549,
62,1975-03,121.2564,92.69353,110.9455,860.9691,127.4719,76.63259,,373.9092,,,,120.0877,94.32483,128.8417,85.63918,,122.7318,118.2449,88.18001,102.1134,,307.0583,209.643,95.69179,100.0142,,99.76684,89.78629,106.3008,106.7739,,129.9288,109.2008,115.3426,94.62681,,99.38407,,,,154.2859,127.1766,95.10577,
63,1975-04,123.4713,91.98592,110.0182,842.158,126.6007,74.78278,,367.5551,,,,118.3472,93.67957,127.8481,86.54145,,123.9571,120.0092,90.25668,102.1449,,312.9814,206.6668,94.86918,104.3886,,101.1803,89.88427,109.4573,106.3246,,130.8649,108.88,114.9494,96.55286,,97.02118,,,,153.1883,128.1179,95.58191,
64,1975-05,121.7625,91.58739,109.5155,819.6552,124.7823,75.43238,,365.7423,,,,117.9031,94.22359,128.6046,86.59041,,123.3258,123.3639,90.71386,101.1638,,312.4063,201.9754,92.93214,103.8483,,101.0651,89.51519,112.3679,105.8118,,131.3952,108.4276,114.2512,94.98727,,96.42343,,,,154.6636,126.8627,95.24082,
65,1975-06,121.0066,92.19432,108.8253,816.8895,125.5863,75.50566,,366.5281,,,,118.475,94.29498,129.6116,86.23363,,123.41,124.9277,90.18172,101.3313,,312.0101,198.9613,90.6916,104.7652,,101.2336,88.37237,114.0551,105.596,,133.0665,107.6053,115.6772,94.41166,,98.87991,,,,154.9442,125.5158,95.48717,
66,1975-07,121.3632,92.16544,108.4936,814.4933,126.4756,74.62801,,356.07,,,,116.1037,93.51913,125.8462,88.13548,,125.2747,123.7183,90.25166,98.50948,,320.0302,193.8182,89.60033,108.8398,,101.8461,88.87411,116.9559,105.0866,,134.6273,106.0658,115.0977,96.95467,,98.4864,,,,154.1875,127.96,98.00436,
67,1975-08,120.7023,91.70525,108.182,810.3134,127.7355,75.1422,,346.3344,,,,113.9321,93.03601,123.7451,90.22033,,127.0409,123.6356,89.60922,95.10311,,327.8829,189.259,88.56625,112.5467,,102.456,89.23071,120.7284,104.5008,,136.8453,106.6481,112.2659,85.97672,,95.62814,,,,153.6535,130.8817,99.53741,
68,1975-09,119.5279,91.17424,107.3665,804.9479,128.7703,75.23322,,340.6099,,,,113.349,92.98843,122.8314,91.06659,,127.8031,122.9725,89.50496,98.15228,,338.7852,186.641,88.55875,114.8491,,102.707,90.70886,123.6347,103.7616,,137.8409,107.25,112.154,81.85767,,98.99295,,,,150.6596,129.8746,99.78133,
69,1975-10,124.652,91.09526,107.7775,783.205,129.0356,75.65599,,340.4605,,,,113.605,90.18552,123.8943,89.77652,,128.0916,124.1647,88.48445,97.51498,,338.4902,182.7072,87.57721,114.5503,,102.3197,90.36983,124.4931,104.5605,,137.5771,107.8955,112.8557,83.2026,,97.51588,,,,152.5555,131.3653,99.41041,
70,1975-11,124.2975,90.81878,108.2761,762.2571,130.9516,75.85191,,341.5234,,,,112.9524,90.91897,123.6255,89.82516,,128.4856,124.5172,88.74967,97.14539,,347.968,180.9778,87.36121,113.9658,,102.981,89.6048,123.6715,104.6673,,137.7404,107.7023,113.0778,82.92847,,97.47074,,,,153.2281,132.5201,99.59358,
71,1975-12,123.8662,90.75301,108.1253,741.8547,131.228,76.71819,,341.9369,,,,112.1838,89.57749,122.7906,91.01497,,129.6331,124.1405,89.03355,97.7261,,357.8818,175.6493,86.4131,113.999,,103.7432,88.80476,125.0509,104.5886,,138.7929,107.2902,112.7107,82.60937,,102.3727,,,,153.7483,135.0069,100.3388,
72,1976-01,126.1423,91.6257,108.5152,724.3122,131.9529,77.22001,,338.2106,,,,112.9356,88.68733,122.9947,91.12507,,131.1745,123.816,89.29532,97.07878,,360.6102,169.8653,92.06001,113.3756,,100.8174,90.0573,124.0039,105.5591,,140.7923,107.4758,112.3042,85.03086,,107.3058,,,,154.9911,138.4956,99.2539,
73,1976-02,125.1602,92.27242,108.4033,705.413,134.054,77.68416,,343.1033,,,,115.7965,88.67242,122.9322,84.58808,,131.996,124.6863,89.88271,97.64631,,364.1468,163.8197,91.13817,112.2705,,93.11066,91.03851,123.8519,105.7042,,142.7035,107.9266,112.6606,84.4725,,102.6931,,,,154.7853,141.1418,98.54433,
74,1976-03,125.1888,93.09469,109.6098,685.754,135.6358,78.37418,,337.2216,,,,117.6993,92.96941,122.7054,84.61849,,133.6565,122.5571,86.92439,99.94358,,363.8601,161.8221,89.30416,110.1923,,88.69411,91.86453,125.7212,105.9753,,144.1411,108.0371,114.0453,84.16447,,102.7776,,,,155.6435,143.1808,98.65601,
75,1976-04,126.6216,94.04983,111.1093,646.4782,136.0247,79.44507,,332.5827,,,,119.1134,94.46934,123.665,85.79489,,133.8708,121.9765,83.67341,98.56111,,360.9748,160.8865,91.26656,120.279,,84.98116,94.23519,125.0296,107.6038,,144.6307,110.0835,115.2773,85.78756,,93.39356,,,,156.1329,133.3287,98.31026,
76,1976-05,125.4923,93.17335,111.3635,623.7748,136.5954,80.62064,,332.103,,,,117.2909,94.9453,123.2018,88.96606,,133.166,121.4095,82.50235,98.44054,,366.5104,160.8783,89.67855,118.5458,,89.15673,94.24788,125.3664,107.6121,,144.8508,109.1254,115.9267,84.82167,,88.7175,,,,157.3074,132.9941,98.57602,
77,1976-06,125.0569,93.80213,110.6573,608.3445,137.9078,81.46934,,333.2015,,,,116.9747,93.99681,123.0776,88.1083,,133.1093,121.2825,81.06676,99.75873,,372.9097,162.2522,88.5378,117.4035,,90.62188,94.16368,126.454,106.9445,,145.0639,108.539,117.0103,84.00653,,91.95581,,,,157.5333,134.8487,98.87219,
78,1976-07,127.1752,93.99557,111.2322,594.6005,138.188,80.75034,,331.9602,,,,116.3859,93.21421,122.2077,88.16544,,135.7442,119.123,81.69588,96.69983,,372.227,166.3832,90.21767,122.9599,,92.23196,95.62527,127.0842,107.3061,,145.4769,108.3567,116.4478,86.11771,,98.09328,,,,156.5229,135.2333,98.42069,
79,1976-08,126.6516,95.7069,112.4401,577.0291,135.4364,80.2104,,332.2368,,,,117.7996,93.7749,122.6132,87.83751,,135.6625,115.1418,81.891,93.95694,,375.3795,165.2756,89.00731,120.6812,,92.33443,95.52428,127.5218,108.6095,,145.9316,110.0851,116.3634,86.02152,,99.43677,,,,157.2687,135.5206,98.55996,
