,TIME_PERIOD,AUS,AUT,BEL,BRA,CAN,CHE,CHL,CHN,COL,CRI,CZE,DEU,DNK,EA19,ESP,EST,FIN,FRA,GBR,GRC,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LUX,LVA,MEX,NLD,NOR,NZL,POL,PRT,RUS,SVK,SVN,SWE,TUR,USA,ZAF
172,1984-05,113.543,95.29188,92.99197,89.95708,116.0553,80.9845,,219.8234,,,,106.0293,87.48695,101.7535,86.27489,,132.5428,106.4234,100.6388,91.51906,,240.3881,164.0564,95.88077,118.1922,,105.0148,112.4066,118.4276,94.9596,,83.65633,101.6925,115.5847,84.89554,,76.23499,,,,128.7043,92.05466,121.9423,
173,1984-06,111.1701,96.38165,93.04858,90.78552,115.5557,80.29718,,219.3159,,,,106.5681,88.02245,102.8615,86.16882,,132.5964,107.0049,99.73938,92.81809,,241.8409,167.5742,96.05064,120.8076,,105.4614,110.4698,118.4028,94.65558,,87.33159,101.5753,115.8357,84.64512,,77.69401,,,,127.7654,97.11137,122.8108,
174,1984-07,109.1874,95.92941,93.70938,92.01431,114.6801,78.48692,,217.4805,,,,105.3498,87.47247,101.9586,86.51605,,132.8559,107.0273,98.17974,92.29107,,246.275,171.1423,96.69279,123.1671,,105.6656,107.808,119.802,94.70551,,91.29028,100.6116,114.1944,76.75722,,78.6277,,,,128.9599,94.36773,125.8658,
175,1984-08,111.3499,96.33784,93.78587,91.79277,116.2598,79.14108,,213.7912,,,,104.3199,87.53012,100.7114,86.03265,,133.1808,106.8901,99.15379,89.99486,,242.7226,168.5987,95.99414,122.5058,,105.3343,107.181,120.8023,94.67599,,93.51653,100.0376,113.5013,69.66759,,78.97053,,,,130.0308,94.79726,126.2176,
176,1984-09,110.6415,95.25386,93.23629,94.16924,115.4348,78.93818,,202.0566,,,,102.7053,87.37896,98.11649,85.97313,,133.4399,106.005,97.6732,91.35932,,240.338,169.3187,94.92865,119.9368,,104.432,108.8143,122.4412,94.0162,,96.44069,98.9983,113.2879,69.38544,,78.28197,,,,131.4906,95.99361,128.0768,
177,1984-10,113.3997,94.81117,92.72222,93.79336,115.3511,79.33083,,202.1718,,,,102.6211,87.52902,97.99413,86.0848,,133.2056,106.0379,95.8787,89.76321,,240.6201,167.8547,95.37567,121.1339,,104.5266,109.1663,121.3767,93.8592,,97.192,99.35264,111.4798,71.15534,,77.45518,,,,131.6527,97.941,129.0312,
178,1984-11,115.2481,95.28289,93.2653,92.05891,115.785,79.89307,,193.7836,,,,103.225,88.64472,99.6739,86.94101,,132.9535,106.8888,95.96582,91.03463,,237.6573,166.1733,96.17468,110.4549,,105.3619,109.7728,119.9148,94.55075,,96.39622,99.92948,111.6297,71.19079,,77.85023,,,,131.57,98.93279,127.9321,
179,1984-12,114.667,94.83402,93.34128,95.62658,116.1326,79.13786,,189.2662,,,,102.235,88.32165,98.68498,87.82523,,132.7046,106.2205,93.90024,92.94474,,242.5024,164.8343,96.15573,107.8478,,106.0494,109.3445,120.579,94.27307,,97.47127,98.92583,111.5621,71.07424,,77.85015,,,,132.8741,99.2383,129.8013,
180,1985-01,114.1762,95.02782,94.00145,96.45766,116.6059,78.06259,,191.624,,,,102.2458,88.71915,99.23272,89.1859,,132.6276,106.0799,90.46254,94.80695,,244.6739,163.3465,98.15685,112.4913,,106.9118,107.5311,121.5963,94.18202,,101.0443,97.37314,111.778,73.51667,,80.2437,,,,132.8452,102.2384,131.2477,
181,1985-02,105.0905,95.00729,93.6117,96.86919,114.9535,76.72691,,197.6861,,,,101.1564,87.96262,97.69986,88.90239,,132.1133,105.5058,90.60244,94.16039,,246.5826,161.816,96.53917,116.8325,,106.5928,105.6431,123.4579,93.45341,,101.4637,96.96277,111.2532,73.21051,,80.4287,,,,133.5505,104.5681,134.4228,
182,1985-03,98.64293,94.3975,93.27277,96.42709,112.1948,76.70274,,196.0432,,,,101.1328,88.1344,96.62222,88.04179,,132.938,105.6014,93.87095,91.53432,,243.5778,161.0631,94.52064,118.8205,,104.562,106.7932,121.0508,93.05329,,101.0611,96.86498,112.0133,73.24157,,80.67815,,,,132.7048,103.7482,135.067,
183,1985-04,92.18793,95.29816,93.85341,88.37822,112.6241,78.19978,,191.8141,,,,102.0612,88.58871,98.72293,89.12728,,133.5987,107.4222,100.7249,91.62785,,240.3291,161.5393,95.86016,115.2314,,104.3286,107.8018,116.1189,94.27129,,102.4103,98.15805,112.6139,75.29411,,80.83134,,,,131.4552,96.95361,131.2174,
184,1985-05,94.35317,94.59798,93.43215,85.49628,111.8663,77.38487,,191.2655,,,,101.3283,88.54459,98.04488,88.26105,,133.6618,107.7898,102.0884,90.83387,,239.2655,162.6086,95.25745,116.1704,,104.9262,107.98,115.5089,94.03542,,100.9688,97.70672,112.3572,74.38576,,79.76933,,,,133.0024,95.31178,132.1762,
185,1985-06,91.9287,95.01926,93.49597,83.86628,112.6071,77.58858,,191.2801,,,,101.4323,88.64335,98.43678,87.04499,,133.8006,108.1244,103.7985,92.4802,,238.5988,163.4633,94.97392,116.8457,,105.6941,108.6435,114.1158,94.34016,,89.29102,97.83056,113.221,74.89143,,79.05499,,,,132.5457,91.59957,131.8314,
186,1985-07,95.94988,95.71556,94.53963,83.42105,113.5616,79.14165,,187.3852,,,,102.5577,88.81349,99.64832,87.33759,,133.9315,109.7847,107.4446,90.27708,,232.0634,166.1133,96.39533,115.6929,,103.2902,110.1637,111.2175,95.28985,,77.32805,98.39958,114.0281,80.31304,,78.2232,,,,132.7189,89.35384,129.3273,
187,1985-08,95.69612,96.74473,95.35546,84.87468,112.2917,80.97791,,184.8247,,,,103.9845,89.52096,101.9718,87.03043,,133.8595,111.2787,105.4057,88.33341,,228.5607,165.2665,98.58996,116.3587,,102.7677,110.7718,108.9975,95.56752,,81.652,100.0909,113.5058,85.5334,,78.34541,,,,132.0349,88.89462,127.805,
188,1985-09,93.74458,96.35105,95.05914,85.42524,111.502,80.62641,,181.8438,,,,103.2463,89.19749,101.0401,86.61499,,133.9082,110.9347,104.8363,90.17889,,228.0815,163.3986,97.89184,118.4509,,102.8483,111.3257,109.2905,95.13692,,77.46307,100.0437,114.5121,85.66689,,77.02564,,,,132.446,91.40583,128.9232,
189,1985-10,92.37614,96.74727,95.80126,82.19244,110.3378,82.06176,,166.2377,,,,104.7572,90.37783,103.6016,85.239,,133.468,112.5928,103.5969,81.15971,,215.3667,158.7889,100.0166,114.9094,,104.2971,121.3932,103.261,96.69861,,71.54584,101.3939,114.1891,88.96179,,76.31939,,,,132.8828,91.90506,123.6202,
190,1985-11,87.45483,96.83368,96.39509,84.7438,109.2361,82.46309,,156.6329,,,,104.8958,90.90745,104.2259,84.904,,133.3107,113.048,103.4349,77.78718,,211.8318,156.6496,100.2155,114.8327,,105.133,126.1239,100.1934,97.2421,,61.7453,101.5266,113.7791,87.96375,,76.73309,,,,133.8248,92.87615,122.7165,
191,1985-12,87.42101,97.6886,95.49178,86.66873,107.6096,81.77308,,155.4195,,,,106.3993,91.57629,106.3966,85.98566,,133.075,113.7206,102.1165,79.98412,,210.1489,153.7281,101.7507,114.31,,105.8472,126.2821,99.73413,96.59369,,69.09674,102.4328,114.0879,80.49468,,77.56149,,,,133.984,90.34866,121.6891,
192,1986-01,90.92674,98.89488,97.00188,85.45636,106.4797,81.35638,,154.433,,,,107.6615,91.09525,109.3005,88.47404,,132.8379,114.1209,98.52422,81.13249,,209.2699,149.7309,104.4022,114.5172,,107.0217,127.0206,99.15575,97.2852,,77.60467,102.6798,114.5827,79.45059,,78.45382,,,,134.489,89.11039,120.063,
193,1986-02,87.95467,99.51452,97.90628,81.41422,106.7326,82.88415,,150.6697,,,,108.5776,91.43182,111.7076,88.63813,,132.8245,114.8207,95.80809,79.83374,,203.0034,144.653,106.0523,114.5311,,108.9189,135.8863,96.26056,97.51405,,75.77035,103.8206,115.4422,79.19378,,79.21183,,,,133.5142,86.86355,115.7062,
194,1986-03,87.62041,99.75009,98.23703,79.14914,106.7005,82.96078,,148.3602,,,,109.0104,92.24998,113.3671,89.97309,,132.7383,115.5821,96.51756,82.20274,,198.9043,143.9508,107.0486,111.3258,,109.7392,139.1915,95.26711,97.51524,,78.93453,104.6303,115.8882,77.43026,,80.78255,,,,133.117,80.36957,113.0958,
195,1986-04,90.03413,99.37433,99.02307,79.63536,107.7222,83.23983,,146.9361,,,,108.4297,94.51436,111.088,89.46272,,133.1355,112.0186,99.42063,82.23943,,198.2127,142.9056,106.8347,110.7932,,109.5802,142.0128,94.4183,97.88913,,78.63512,104.7216,115.9328,83.19167,,81.10732,,,,133.529,76.52672,111.9016,
196,1986-05,88.65362,99.3297,98.54098,79.5414,108.4175,83.52084,,140.757,,,,108.8634,95.00317,111.3396,89.86459,,130.9938,111.6282,99.50615,82.97468,,195.9694,141.0394,108.6269,112.585,,109.9637,148.8304,92.41866,97.82448,,77.31643,104.9282,109.8116,82.35998,,81.55784,,,,133.2573,76.21043,109.7268,
197,1986-06,84.24935,99.7278,98.5635,80.70594,107.284,84.51684,,143.5885,,,,108.6517,94.7738,111.3312,89.69788,,130.0188,111.996,99.05645,84.0624,,196.5178,141.5772,107.6351,112.5768,,110.3144,147.2467,92.23585,97.59021,,69.13282,104.5482,109.4639,80.09663,,79.8601,,,,132.6108,76.78264,111.3208,
198,1986-07,77.32942,100.2515,99.09342,80.48772,108.1384,86.4317,,122.5499,,,,109.7879,94.5445,113.387,91.83102,,129.8309,112.3931,96.25816,82.22321,,191.452,141.6581,108.9424,111.0271,,111.3288,155.0345,90.5565,97.81081,,71.81114,105.0814,110.2137,80.01,,77.90073,,,,132.6103,76.63349,108.4457,
199,1986-08,74.13596,101.5022,100.1928,81.91822,107.0037,88.6785,,119.7616,,,,111.175,96.04707,116.1999,92.08875,,130.3096,112.7154,92.86086,81.82859,,188.2957,139.077,104.7594,110.9583,,113.0164,157.6451,89.25027,98.1826,,71.76878,107.0844,109.4574,74.84583,,77.77691,,,,131.5438,75.22761,106.8769,
200,1986-09,75.27156,101.6244,100.6585,82.89051,106.5596,88.46751,,119.3011,,,,111.8023,96.60178,117.297,92.29045,,130.5885,112.8484,91.48873,83.55186,,151.5769,137.946,103.9726,111.4164,,113.4242,156.9264,89.67016,98.37057,,69.28444,107.7413,110.4763,70.97799,,77.46822,,,,132.1691,74.92789,106.8927,
201,1986-10,79.14694,102.049,101.3019,83.28752,107.0255,88.23167,,118.7739,,,,112.4632,98.39314,119.86,92.75089,,130.4764,114.2418,87.99928,85.05109,,135.6935,137.698,106.1748,111.5248,,114.6759,155.2784,89.20242,98.95888,,68.06853,109.0076,110.0872,81.01398,,76.88039,,,,131.987,77.99855,106.8583,
202,1986-11,80.93706,102.1275,100.9304,87.73416,108.0088,86.99467,,121.0939,,,,112.3108,98.39429,119.5697,91.26155,,130.2332,114.405,89.59789,84.26176,,137.6394,138.1478,105.1664,114.2832,,115.0791,148.4932,91.25021,98.76552,,68.71595,108.9444,108.8782,83.62727,,76.45951,,,,132.115,75.88093,108.3524,
203,1986-12,82.29682,102.3957,101.1614,94.12924,108.3503,87.02753,,120.6913,,,,113.1059,98.49088,120.595,91.42713,,130.0975,114.3794,89.66924,83.32912,,136.9902,135.2455,105.8236,114.1882,,115.5603,147.4846,91.3997,98.76573,,69.9575,109.0478,108.3056,82.62328,,77.3601,,,,131.7981,75.25327,107.5422,
204,1987-01,80.95496,103.2471,103.1829,95.55797,108.3704,88.36465,,117.2109,,,,115.7146,99.65089,123.917,90.4888,,131.6922,115.2897,89.58669,82.61422,,133.8325,130.2019,107.83,112.6631,,114.9627,150.1177,88.57737,100.0168,,69.77967,109.0727,108.9305,85.18842,,77.12071,,,,131.5403,73.74017,104.1644,
205,1987-02,81.1257,103.1906,103.8554,91.92737,110.3232,88.23244,,120.419,,,,116.0333,100.0345,124.8247,90.12491,,132.2705,115.827,89.7884,82.51832,,133.8359,127.8835,108.6165,113.9896,,115.2371,149.5664,88.74102,100.4828,,69.5779,109.1643,110.7295,86.07631,,77.59362,,,,131.8707,73.89358,103.2536,
206,1987-03,82.55901,102.9166,102.9204,92.40277,111.2392,88.14243,,120.4073,,,,114.837,100.1061,122.5006,90.01668,,133.4886,115.017,93.53819,84.15723,,131.631,127.9755,105.7984,115.0737,,114.771,151.0173,88.74506,99.84374,,69.22403,108.3724,112.1786,87.55262,,78.18479,,,,132.9943,74.68164,102.6556,
207,1987-04,84.31732,102.4236,102.7059,94.91708,110.3574,89.00158,,117.4482,,,,114.0073,99.43268,120.8875,89.64063,,133.7653,114.8172,95.09143,84.97794,,127.7162,126.6227,105.1655,114.7382,,114.0308,159.2716,86.78175,99.1631,,69.84691,107.8996,112.7142,89.54668,,77.5184,,,,132.6308,73.20933,100.0918,
208,1987-05,83.79715,102.8854,102.7528,87.86685,108.5256,88.9934,,112.5467,,,,114.1436,100.639,120.7524,89.79174,,134.1375,114.8182,96.18202,84.53474,,128.4069,128.3191,105.166,115.8687,,113.2816,160.907,87.00378,99.09419,,69.63604,107.9972,113.4018,88.23201,,77.35435,,,,132.1671,74.42262,99.39952,
209,1987-06,84.81087,103.5085,102.5579,83.14411,109.1749,88.19466,,118.4949,,,,113.8439,100.1306,120.4525,90.31846,,134.5695,114.6718,95.11661,86.22652,,129.9569,130.9118,105.1632,119.3023,,113.0794,156.052,90.49014,98.57252,,70.50857,107.6631,114.813,90.69056,,76.6721,,,,131.8103,72.8287,100.6046,
210,1987-07,86.21274,103.9953,102.7151,80.44172,111.1601,87.81807,,119.304,,,,113.504,99.10696,120.5103,91.94816,,134.3787,114.9422,94.99399,83.72264,,132.8425,132.5616,105.3029,122.4216,,112.9264,149.6871,94.07189,98.25893,,72.11095,107.364,115.6853,94.77702,,76.45759,,,,133.1682,72.49705,102.0325,
211,1987-08,85.40453,104.1766,102.4141,80.1311,110.7668,88.26958,,121.7207,,,,112.6616,97.92116,119.4296,92.87043,,134.3508,114.4287,94.69348,82.36883,,132.85,133.6726,104.5293,125.456,,112.82,151.6476,94.48318,98.09463,,73.8675,107.2402,115.4199,93.20699,,76.66363,,,,133.0323,72.11347,101.78,
212,1987-09,85.80033,103.414,102.2231,80.13087,110.3099,87.99686,,118.1658,,,,112.5146,97.92882,120.0098,94.83199,,135.0304,114.3792,95.46268,83.11872,,130.1398,132.7822,105.2163,124.9192,,113.8574,155.7629,92.79702,98.41578,,74.0042,107.7504,116.627,97.63909,,76.42608,,,,133.2375,70.38493,99.94759,
213,1987-10,85.16137,102.9832,101.7083,82.98909,110.7739,88.04237,,116.351,,,,112.4966,98.51601,120.3916,96.58251,,135.41,114.378,96.25512,84.6355,,131.3315,132.5742,104.0051,126.297,,114.6006,154.6859,93.11066,98.18434,,76.09328,107.6974,116.2905,100.3822,,76.33693,,,,133.3853,70.57961,99.70712,
214,1987-11,79.18496,103.6805,102.0723,83.29663,109.2695,90.58451,,113.1871,,,,114.6062,99.78454,122.39,95.7146,,134.7276,114.4281,98.64647,84.44984,,128.6429,127.9733,104.7186,128.6573,,114.0931,159.4068,90.54144,99.20635,,66.99925,109.3663,114.0458,94.56271,,75.57735,,,,132.9004,70.33763,96.73869,
215,1987-12,79.88481,103.4726,102.2615,81.66824,109.1751,91.47077,,110.4027,,,,114.7623,100.1735,123.0831,95.38837,,134.5502,115.1778,98.69059,85.04176,,124.936,124.201,105.3785,130.4573,,114.5577,165.4865,89.01093,99.60651,,64.4378,109.2549,112.1418,96.06127,,76.20603,,,,132.2463,73.17941,94.0434,
216,1988-01,81.14767,103.5981,101.8372,84.32236,110.9514,91.10894,,112.6767,,,,114.4869,100.205,122.422,95.30212,,136.8371,114.8043,97.52504,84.02139,,124.7627,123.78,105.2099,134.2076,,114.9606,165.7275,90.36025,99.40868,,76.48083,108.0559,114.4363,98.99831,,76.7272,,,,132.6682,72.02847,93.48222,
217,1988-02,82.29557,103.2834,101.3981,84.24339,113.27,90.27561,,105.6645,,,,113.8203,100.5256,120.9143,95.94096,,136.7796,113.9533,97.08363,83.07101,,126.6526,124.7996,104.9691,134.9422,,114.3982,164.0738,94.33553,98.82253,,81.13596,107.4416,115.7223,100.8379,,77.37966,,,,134.1448,70.99714,94.153,
218,1988-03,83.35226,103.4337,101.0246,82.96224,114.4667,89.45447,,110.1914,,,,113.2562,100.1392,120.0087,96.76321,,137.3023,113.362,100.3026,85.19173,,124.8325,123.9211,104.1154,127.6498,,114.0369,165.0533,96.63272,98.85404,,85.06448,107.5632,116.8638,98.88845,,77.28835,,,,134.7464,70.76171,92.83949,
219,1988-04,85.47963,102.8806,100.7102,83.38477,115.2419,88.92464,,110.204,,,,112.7699,99.34143,118.6812,96.83834,,138.1105,113.0654,103.174,86.3183,,123.4903,121.8808,103.0169,128.6722,,113.0539,167.4817,96.02184,98.2206,,87.00938,107.0425,117.8888,97.3938,,77.18919,,,,135.8382,71.5872,91.93906,
220,1988-05,88.66938,102.3045,100.3941,81.82088,115.3566,87.41876,,116.759,,,,112.0888,99.59009,117.5421,96.22311,,138.7059,113.0143,103.6495,86.27888,,124.0033,122.4421,101.9162,123.0046,,112.7372,167.0392,97.80601,97.99108,,88.47305,106.6357,118.9546,100.663,,77.03426,,,,136.4281,72.08224,92.04489,
221,1988-06,93.32813,102.4074,99.86271,85.81831,117.9265,86.9854,,116.6612,,,,111.1055,99.53778,116.1518,95.83987,,138.9023,112.9096,101.3228,86.85635,,125.8395,122.9357,101.4976,122.0207,,112.631,164.4977,100.7032,97.40422,,90.60796,105.3594,119.0852,103.029,,77.08817,,,,136.0665,71.40356,93.30936,
222,1988-07,96.56391,102.9551,99.19244,88.46903,120.1776,86.11903,,118.7551,,,,109.8167,98.19325,113.9937,96.12657,,137.4269,112.3297,100.5764,85.77824,,130.049,126.3475,101.3005,126.9304,,111.7744,159.0072,104.2998,96.82246,,92.86575,104.1701,117.7655,101.6731,,77.31856,,,,136.6741,72.17514,95.76767,
223,1988-08,97.82827,102.8127,98.71323,87.41069,118.5599,84.99534,,117.8069,,,,108.7136,97.75488,112.1617,97.20886,,137.298,111.2103,102.3003,84.9576,,130.6809,126.9766,99.19841,129.9037,,111.6479,159.2444,105.6341,96.39851,,93.80954,103.4659,116.4059,98.38212,,77.81325,,,,136.1628,70.76398,96.7477,
224,1988-09,95.65202,102.3318,98.93137,90.075,117.7718,84.6153,,119.4294,,,,109.189,97.89398,112.8861,97.07597,,138.7081,111.1943,101.024,86.43887,,129.5654,124.9595,99.84381,129.6984,,111.7113,158.5868,105.63,96.5684,,93.64392,104.2498,116.4555,93.19749,,77.64323,,,,136.779,69.88961,96.89616,
225,1988-10,97.53148,101.9273,99.05199,87.86253,118.8214,84.69064,,114.7693,,,,109.2694,97.564,113.2611,97.68024,,138.576,110.9259,102.502,87.60468,,126.1216,122.2568,99.84231,125.8223,,112.5837,164.4691,103.2425,97.00865,,93.28375,104.3603,115.9931,92.63361,,78.13184,,,,138.0425,65.26305,94.90665,
226,1988-11,99.6946,101.8332,99.16714,86.02941,117.0863,85.71767,,112.6078,,,,109.9301,98.40657,114.6156,98.25539,,138.9909,111.2322,103.7716,87.23862,,122.6766,116.764,100.0499,124.6545,,113.6003,167.7705,103.4704,97.60757,,93.41534,104.7077,114.8931,92.57671,,78.9551,,,,137.2435,67.27363,92.40856,
227,1988-12,100.7031,101.3869,98.9068,86.47925,119.0373,85.21284,,113.9254,,,,109.613,97.80255,114.6152,100.1803,,140.194,110.6345,104.6384,87.48689,,121.7588,114.6731,100.5977,125.0201,,114.7847,165.7248,106.1325,97.06821,,95.20947,104.0363,115.6411,91.57998,,79.53931,,,,137.2546,66.00446,92.12843,
228,1989-01,103.6369,100.8363,98.25253,89.68835,120.2772,83.32841,,116.4968,,,,108.7756,96.13737,112.6897,103.0692,,140.7183,109.2965,104.5278,86.5112,,123.5959,115.7694,99.50874,120.83,,114.45,161.791,108.3352,96.68148,,97.44669,101.2733,116.4763,91.64754,,80.34113,,,,138.4004,70.10587,93.61161,
229,1989-02,103.2788,100.6639,98.00835,94.46873,121.0491,83.35539,,114.6925,,,,108.3731,95.93027,112.1393,102.796,,140.5589,109.1144,104.1374,85.09091,,124.9405,115.0521,97.60478,119.271,,114.8701,159.7589,109.7282,96.27259,,96.9285,100.8732,116.7023,90.65062,,80.84937,,,,138.5996,71.40634,93.93589,
230,1989-03,98.25636,100.5656,98.03358,100.8168,120.7542,82.27916,,115.7237,,,,108.1882,96.06544,112.5362,103.4299,,142.8898,109.6509,102.6226,86.34652,,125.2497,114.5783,98.17979,119.273,,114.79,157.3716,112.5106,96.31055,,95.96338,101.0674,116.9917,91.79936,,80.83961,,,,138.3728,71.28988,94.77025,
231,1989-04,98.72021,100.2194,98.24223,111.414,121.0486,80.40616,,115.9416,,,,108.2293,96.07162,112.8383,103.343,,147.0984,109.9396,102.3582,86.09602,,126.0668,113.1806,98.4504,120.5255,,114.9502,157.2157,113.3398,96.03229,,95.43069,100.8914,116.8437,91.56526,,80.94055,,,,139.2117,72.58916,94.89367,
232,1989-05,96.25861,99.77475,97.32725,123.8684,122.0642,78.87453,,120.5683,,,,106.977,95.69461,110.5966,101.7669,,146.9627,108.8276,101.326,85.70911,,128.4289,117.1732,97.77271,121.0649,,115.3897,151.4806,117.1723,95.45258,,95.37471,99.75786,116.5967,92.92067,,80.72423,,,,139.2589,76.49795,96.57991,
233,1989-06,95.85068,99.82831,97.63734,131.4786,122.4332,81.36864,,119.6862,,,,106.9464,95.5881,110.7379,99.95114,,147.8607,108.8448,98.1717,85.92494,,130.0368,115.3447,98.05,120.5773,,115.9826,146.0578,119.5297,95.61855,,95.48008,99.81188,116.6552,89.67926,,80.49982,,,,139.6475,77.37505,98.22903,
234,1989-07,95.92292,101.5391,98.49136,114.1659,123.0967,81.87415,,122.8412,,,,107.5892,96.29173,113.5236,103.9946,,147.6329,109.7876,99.23613,85.42559,,127.7869,110.685,100.4138,117.4038,,117.155,146.4854,118.3037,96.329,,94.31335,100.7073,116.5036,90.98415,,80.91125,,,,139.3968,76.05527,96.51279,
235,1989-08,97.04665,101.4966,98.2994,118.0225,124.6809,81.48295,,118.3996,,,,106.6098,96.25018,112.7356,103.9377,,146.856,109.7695,98.4,85.34063,,127.8792,113.1708,99.73779,116.2881,,117.6305,145.987,119.4143,96.01212,,94.09747,100.3745,115.7049,93.74487,,82.01118,,,,139.8516,77.96797,96.68217,
236,1989-09,98.74768,100.2253,98.22789,123.0575,124.043,81.23141,,116.9744,,,,106.3143,96.1158,112.0374,104.4634,,147.3467,109.326,98.28021,87.7467,,128.4625,112.8265,99.02098,115.8647,,117.1983,143.2433,120.9975,95.71895,,93.80589,100.2247,116.2586,93.78508,,81.50314,,,,140.7453,80.89079,97.47149,
237,1989-10,98.95389,100.7015,98.65647,122.5371,123.9898,81.50124,,118.4117,,,,107.9345,97.36012,114.5748,104.3414,,147.464,110.5953,96.97527,87.60895,,126.5396,109.1477,101.4618,114.4785,,117.1508,144.8165,117.7282,96.44404,,92.92799,101.4338,115.4861,92.31174,,81.2538,,,,140.5578,81.66599,95.94298,
238,1989-11,100.15,100.9785,99.5397,129.0059,124.5909,82.04054,,118.2774,,,,109.1309,98.99494,117.0067,105.1712,,146.8212,111.2484,95.28003,87.75341,,127.0011,107.6355,102.691,113.4355,,118.1812,141.3281,117.8653,97.30077,,92.75353,102.1138,115.1226,92.40886,,81.54295,,,,139.8111,82.94798,96.25102,
239,1989-12,99.61745,102.3146,100.9313,131.1841,124.9294,82.25208,,102.9174,,,,111.7865,100.7095,121.563,105.8331,,147.7105,112.6613,93.86285,89.26096,,125.6581,106.5597,104.8915,113.5119,,118.992,140.5828,115.82,97.99568,,94.34811,103.6343,115.0504,92.723,,82.09411,,,,138.8225,82.22286,95.47601,
240,1990-01,99.43659,102.7647,101.5376,137.0184,123.2172,83.3463,,91.96181,,,,112.5921,100.1112,123.2744,106.2191,,149.8066,113.2492,95.08907,88.58173,,124.9153,103.973,106.1669,112.7901,,119.4216,137.8952,116.1395,98.88517,,96.33182,103.5483,114.9111,93.48547,,83.3719,,,,141.5012,82.22576,95.33726,
241,1990-02,96.03515,102.9445,101.5232,146.5466,120.7428,83.92477,,91.45713,,,,112.5006,100.284,123.5707,106.6579,,150.5448,113.0834,97.47777,87.02737,,125.1357,103.4309,105.4059,114.3162,,120.425,136.9307,115.3958,98.65914,,96.85884,103.4909,114.8813,91.91042,,84.48023,,,,141.1842,83.03119,95.48398,
242,1990-03,96.85886,102.8031,102.0174,165.9494,122.8465,84.00581,,90.95802,,,,111.7896,100.6969,123.695,107.2493,,149.6521,113.4829,94.48867,88.65889,,125.9519,105.2429,106.3275,114.327,,120.9209,130.5033,117.784,98.59569,,97.25515,103.4864,114.9948,92.16232,,84.42486,,,,145.9265,85.43658,96.90926,
243,1990-04,99.58688,102.9968,102.5205,149.7567,124.4519,84.58047,,91.50622,,,,111.7314,100.9287,124.7428,108.3668,,149.9687,114.3478,96.66835,88.24686,,127.2877,104.97,106.3924,113.8657,,121.4916,126.2448,118.3512,98.82681,,97.51805,103.5614,114.3162,92.33407,,84.71696,,,,145.8271,88.4638,96.92297,
244,1990-05,97.32198,102.5184,102.3714,144.5179,123.046,87.66033,,90.74906,,,,111.4265,101.3634,124.1207,109.5731,,150.1694,113.6941,98.4265,89.46251,,125.5661,103.4101,105.7931,114.4595,,121.3339,130.086,116.7517,99.03702,,97.45908,103.3685,114.1548,90.0976,,85.14583,,,,145.3655,87.80278,95.58848,
245,1990-06,99.62136,102.1278,102.1174,147.1827,123.2919,87.68481,,89.21762,,,,110.5115,100.3633,122.4487,110.4401,,150.1696,112.8065,101.3129,91.64857,,126.9232,104.286,103.8278,115.3571,,120.9651,129.2379,116.4702,98.90335,,98.49524,102.3418,114.46,91.06022,,85.20306,,,,144.954,86.80151,96.24921,
246,1990-07,99.81799,103.4482,102.0879,139.6113,124.2761,87.33442,,89.47221,,,,110.3528,99.799,123.1032,112.4909,,150.437,112.9854,104.6412,90.91709,,126.7352,102.9073,104.0004,115.8853,,121.5622,130.8549,114.5181,98.77997,,98.55665,102.5007,114.4536,91.2975,,85.22825,,,,145.7579,82.7207,94.54568,
247,1990-08,99.67667,103.9917,102.942,142.3078,123.8733,90.50712,,87.01482,,,,111.1435,100.6713,124.7954,112.3113,,150.7034,113.9097,107.256,91.10271,,124.308,99.68344,104.0991,115.4819,,121.702,130.1504,112.9207,99.39057,,98.26152,103.049,113.8369,92.34228,,85.80856,,,,145.3515,81.015,93.39952,
248,1990-09,99.41457,103.156,103.2044,151.1079,121.2439,90.03819,,84.03325,,,,110.2703,100.794,123.1641,110.9638,,149.7799,114.2135,105.6659,93.4967,,121.0067,95.33304,103.558,114.5887,,119.8427,138.0144,110.11,99.32652,,97.92831,103.0376,113.998,91.421,,86.04147,,,,145.8574,86.02052,92.1125,
249,1990-10,95.80956,102.7127,103.3296,133.0438,120.4155,89.39627,,83.4471,,,,110.7115,100.6798,123.6966,111.4112,,148.9153,114.3047,107.2034,93.85265,,117.7684,93.40285,103.2871,114.2305,,120.0459,147.5649,106.2978,99.97643,,97.32793,103.0112,114.3059,88.46384,,86.83887,,,,145.2364,88.43174,89.94405,
250,1990-11,92.07903,103.0391,103.5888,118.1289,120.3421,90.38016,,79.22987,,,,111.5176,100.9992,125.5815,111.3355,,148.8677,114.5245,106.9646,93.97488,,118.0314,94.18587,104.4675,114.8069,,121.5603,148.0247,105.9861,100.9915,,98.84474,103.7761,114.6668,88.54665,,88.29813,,,,145.4309,90.01888,89.71635,
