,TIME_PERIOD,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHL,CHN,COL,CRI,CZE,DEU,DNK,EA19,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LTU,LUX,LVA,MEX,NLD,NOR,NZL,POL,PRT,ROU,RUS,SVK,SVN,SWE,USA,ZAF
755,2016-03,2.561,0.4572,0.62,2.66,7.5,1.268182,-0.387,4.439795,2.8419,8.35,8.54,0.3544809,0.1714286,0.508,0.9305984,1.55,,0.53,0.5089,1.5434,9.12,3.66,3.13,7.66,7.58,0.85,5.79,1.92,1.375,-0.05,1.854,1.42,0.415,0.71,6.03,0.32,1.33,3.02,2.89,2.84,3.34,10.65,0.434271,1.48,0.82,1.89,9.266
756,2016-04,2.512,0.3796,0.55,2.44,7.5,1.33619,-0.245,4.392569,2.8913,8.22,8.33,0.4263132,0.1342857,0.396,0.9614291,1.51,,0.46,0.51,1.5688,9.03,3.62,3.02,7.7,7.44,0.86,5.84,1.84,1.442,-0.085,1.81,1.31,0.335,0.61,,0.395,1.3,2.86,2.952857,3.13,3.43,10.61,0.381857,1.37,0.81,1.81,9.067
757,2016-05,2.322,0.3666,0.55,2.37,7.5,1.35,-0.298,4.501842,2.9851,8.16,8.19,0.4627861,0.1328571,0.414,0.9710414,1.57,,0.45,0.5113,1.5366,7.64,3.52,3.35,7.83,7.28,0.84,5.94,1.82,1.526,-0.12,1.787,0.86,0.329,0.51,5.91,0.384,1.4,2.67,3.04,3.14,3.43,10.49,0.414336,1.41,0.77,1.81,9.289047
758,2016-06,2.125,0.3277,0.43,2.4,7.5,1.168182,-0.508,4.545489,2.8411,7.57,8.24,0.4544689,-0.01681818,0.225,0.8829526,1.48,,0.33,0.3901,1.3105,7.92,3.68,3.31,7.43,7.5,0.76,6.17,1.76,1.453,-0.23,1.617,0.86,0.171,0.48,6.08,0.25,1.17,2.51,3.11,3.2,3.48,10.3,0.772545,1.36,0.52,1.64,9.062857
759,2016-07,1.936,0.1583,0.2,2.39,7.5,1.051,-0.543,4.406804,2.7768,7.64,8.29,0.3653224,-0.1542857,0.073,0.6209183,1.17,,0.12,0.173,0.9569,7.99,3.75,2.88,6.9,7.35,0.47,5.89,1.69,1.227,-0.195,1.401,0.86,-0.003,0.3,,0.062,0.96,2.27,2.888572,3.06,3.14,10.13,0.487085,0.95,0.17,1.5,8.729048
760,2016-08,1.892,0.1068,0.15,2.28,7.5,1.042727,-0.462,4.289105,2.7425,7.5,8.23,0.2873357,-0.1317391,0.038,0.6133094,1.01,,0.06,0.1514,0.7421,8.19,3.58,2.83,7.14,7.14,0.4,5.17,1.74,1.176,-0.07,1.417,0.86,-0.051,0.12,6.01,0.027,1.07,2.19,2.71,2.91,2.93,10.12,0.300682,0.8,0.1,1.56,8.633333
761,2016-09,2.004,0.1484,0.18,2.15,7.5,1.08619,-0.522,4.223877,2.7258,7.02,8.31,0.2524278,-0.08409091,0.014,0.7340742,1.04,,0.08,0.1833,0.8243,8.34,3.34,2.88,6.99,6.86,0.42,5.3,1.77,1.266,-0.085,1.512,0.79,-0.026,0.1,5.99,0.061,1.23,2.4,2.85,3.26,2.92,10.01,0.3188,0.75,0.22,1.63,8.675
762,2016-10,2.231,0.2407,0.27,1.84,7.5,1.1665,-0.362,4.203056,2.7425,7.42,8.3,0.3712291,0.002,0.132,0.7703132,1.07,,0.17,0.327,1.078,8.33,3.07,2.93,7.27,6.78,0.5,5.16,1.84,1.45,-0.05,1.596,0.31,0.071,0.19,6.09,0.156,1.34,2.53,3.01,3.33,2.94,10.08,0.422162,0.62,0.24,1.76,8.768095
763,2016-11,2.535,0.4916,0.57,1.82,7.5,1.437619,-0.13,4.476973,2.9502,7.41,8.33,0.5486182,0.1890909,0.324,1.230709,1.42,,0.41,0.6638,1.3818,7.33,3.01,3.36,8.17,6.61,0.85,5.19,2.07,1.943,0.02,1.965,0.31,0.277,0.56,,0.385,1.58,2.99,3.41,3.51,3.56,10.11,0.7229,0.89,0.43,2.14,8.904091
764,2016-12,2.799,0.5345,0.61,1.8,7.5,1.732,-0.135,4.373863,3.0115,7.18,8.38,0.5256737,0.2519048,0.389,1.285144,1.44,,0.46,0.7542,1.4336,6.94,2.95,3.31,7.99,6.53,0.84,4.97,2.2,1.886,0.04,2.159,0.31,0.385,0.9,7.25,0.436,1.76,3.33,3.54,3.74,3.73,9.95,1.008583,0.96,0.61,2.49,8.95421
765,2017-01,2.711,0.5705,0.7,1.77,7.5,1.722381,-0.072,4.167268,3.35,6.94,8.38,0.4666545,0.2509091,0.373,1.308829,1.47,,0.5,0.8625,1.4203,7.04,2.8,3.4,7.59,6.79,0.99,5.21,2.15,1.991,0.085,2.111,0.31,0.431,0.89,7.6,0.481,1.69,3.23,3.68,3.95,3.75,9.62,1.027979,0.99,0.65,2.43,8.765238
766,2017-02,2.738,0.5899,0.87,1.75,7.5,1.702105,-0.213,4.152218,3.29,7.05,8.33,0.6258325,0.258,0.334,1.437779,1.7,,0.52,1.0291,1.3058,7.52,2.71,3.52,7.53,6.98,1.06,4.91,2.16,2.352,0.05,2.163,0.31,0.554,0.99,,0.486,1.74,3.29,3.81,4.04,3.96,9.77,1.091955,1.01,0.66,2.42,8.7525
767,2017-03,2.804,0.5924,0.87,1.73,7.5,1.714348,-0.1,4.201198,3.28,6.77,8.36,0.8706678,0.3482609,0.189,1.454277,1.72,,0.51,1.0199,1.194,7.17,2.74,3.48,7.01,7.12,1.05,4.87,2.11,2.401,0.065,2.221,0.31,0.599,0.94,7.4,0.485,1.77,3.28,3.66,3.99,3.99,9.56,1.086437,0.99,0.69,2.48,8.615909
768,2017-04,2.557,0.4903,0.78,1.78,7.0,1.523158,-0.096,3.90074,3.47,6.42,8.48,0.9564806,0.2255556,0.545,1.259827,1.62,,0.38,0.8814,1.0789,6.7,2.98,3.28,7.01,7.16,0.91,4.89,2.05,2.257,0.015,2.182,0.31,0.493,0.92,7.24,0.498,1.61,3.05,3.42,3.77,3.79,9.33,1.058,1.0,0.57,2.3,8.831177
769,2017-05,2.548,0.6517,0.77,1.74,7.0,1.513182,-0.145,4.026836,3.61,6.42,8.5,0.7441011,0.3363636,0.635,1.173249,1.57,,0.49,0.799,1.1175,5.86,3.01,3.1,6.94,7.11,0.83,4.65,2.16,2.194,0.04,2.257,0.31,0.57,0.88,7.32,0.589,1.59,2.93,3.35,3.29,3.75,9.09,1.034762,0.98,0.56,2.3,8.650909
770,2017-06,2.421,0.5547,0.62,1.7,7.0,1.502727,-0.025,4.010154,3.57,6.7,8.27,0.7652509,0.2504762,0.529,1.070605,1.45,,0.56,0.6646,1.0846,5.76,2.83,2.99,6.8,6.58,0.7,4.63,2.03,2.053,0.075,2.165,0.31,0.519,0.85,,0.503,1.53,2.77,3.19,2.97,3.67,8.99,0.860195,0.86,0.46,2.19,9.020952
771,2017-07,2.664,0.7292,0.83,1.65,7.0,1.908,0.06,4.221017,3.63,7.02,8.7,0.8996436,0.4557143,0.673,1.206812,1.6,,0.76,0.8371,1.2713,5.33,2.78,3.1,6.93,6.55,0.87,4.74,1.97,2.231,0.075,2.252,0.31,0.693,0.98,6.88,0.688,1.69,2.97,3.3,3.03,3.84,8.84,0.92725,1.15,0.66,2.32,9.240952
772,2017-08,2.626,0.6062,0.73,1.7,7.0,1.883636,-0.114,4.328379,3.63,6.92,8.74,0.8343719,0.3460869,0.546,1.044053,1.48,,0.65,0.7108,1.1241,5.55,2.87,3.05,6.67,6.6,0.73,4.88,1.75,2.11,0.01,2.287,0.31,0.57,0.85,6.89,0.542,1.62,2.88,3.33,2.83,3.86,8.74,0.827727,1.09,0.63,2.21,9.117272
773,2017-09,2.71,0.5911,0.7,1.66,7.0,2.0495,0.017,4.317871,3.61,6.76,9.5,0.9710901,0.3471428,0.51,1.114922,1.54,,0.58,0.7,1.2436,5.56,2.71,2.76,6.47,6.72,0.7,5.14,1.72,2.109,0.06,2.286,0.31,0.554,0.72,6.79,0.532,1.59,2.91,3.26,2.63,3.89,8.65,0.816,0.98,0.62,2.2,9.025
774,2017-10,2.768,0.6062,0.69,1.4,7.0,2.050952,-0.029,4.488557,3.89,6.83,9.74,1.445483,0.3725,0.531,1.148949,1.61,,0.59,0.8116,1.3816,5.59,2.66,2.57,6.81,6.94,0.66,4.83,1.62,2.074,0.065,2.455,0.31,0.57,0.71,,0.541,1.66,2.97,3.38,2.32,4.17,8.59,0.828773,0.97,0.88,2.36,9.357727
775,2017-11,2.565,0.5145,0.58,1.33,7.0,1.918571,-0.053,4.508404,3.89,6.69,9.93,1.681283,0.3081818,0.442,0.9467041,1.49,,0.52,0.7195,1.3299,5.22,2.65,2.23,6.49,7.17,0.58,4.7,1.6,1.789,0.035,2.54,0.31,0.5,0.69,7.19,0.468,1.59,2.85,3.39,1.98,4.43,8.48,0.759413,0.81,0.76,2.35,9.770909
776,2017-12,2.583,0.5027,0.53,1.02,7.0,1.915263,-0.095,4.616859,3.88,6.74,9.95,1.503491,0.2968421,0.41,0.8786122,1.44,,0.5,0.6763,1.2781,4.44,2.47,2.07,6.29,7.35,0.54,4.85,1.59,1.795,0.045,2.472,0.31,0.485,0.59,7.53,0.452,1.57,2.76,3.27,1.83,4.4,8.25,0.665837,0.69,0.72,2.4,9.499474
777,2018-01,2.747,0.6692,0.7,0.9,6.75,2.198182,0.103,4.523826,3.91,6.69,9.87,1.765921,0.4745454,0.567,1.032119,1.47,,0.67,0.8544,1.3931,3.79,2.35,2.06,6.26,7.22,0.9126,4.96,1.55,1.984,0.08,2.626,0.31,0.625,0.6,,0.611,1.74,2.88,3.32,1.85,4.24,7.98,0.689,0.88,0.85,2.58,9.076
778,2018-02,2.845,0.8357,0.97,0.98,6.75,2.324211,0.116,4.546484,3.82,6.94,9.85,1.818103,0.659,0.772,1.26947,1.52,,0.84,0.9816,1.6034,4.14,2.27,2.55,6.53,7.57,1.1328,4.97,1.76,2.081,0.045,2.77,0.31,0.78,0.75,7.64,0.761,1.98,2.97,3.39,2.03,4.49,7.85,0.76515,1.14,0.91,2.86,8.746
779,2018-03,2.713,0.8134,0.87,1.05,6.75,2.188571,0.054,4.493291,3.74,6.73,9.77,1.814329,0.5295238,0.642,1.168796,1.35,,0.72,0.8342,1.508,4.27,2.19,2.6,6.66,7.61,1.0056,5.03,1.64,1.965,0.045,2.708,0.31,0.68,0.83,7.52,0.626,1.99,2.89,3.27,1.79,4.53,7.79,0.80281,1.11,0.77,2.84,8.497
780,2018-04,2.734,0.7625,0.81,1.02,6.6,2.249048,0.12,4.417883,3.62,6.65,9.63,1.73706,0.48,0.553,1.126146,1.22,,0.69,0.7763,1.5108,4.04,2.12,2.47,6.86,7.55,0.9435,5.13,1.67,1.773,0.05,2.655,0.31,0.62,0.8,7.54,0.69,1.93,2.82,3.06,1.66,4.46,7.81,0.7495,0.89,0.71,2.87,8.48
781,2018-05,2.79,0.7606,0.83,1.05,6.6,2.375455,-0.008,4.502295,3.61,6.89,9.8,1.885983,0.45,0.518,1.234443,1.39,,0.7,0.7855,1.5016,4.29,2.16,2.92,7.0,7.85,0.9821,5.09,1.88,2.18,0.03,2.757,0.31,0.608,0.86,,0.671,1.89,2.78,3.23,1.84,4.69,7.67,0.75219,0.96,0.66,2.98,8.826818
782,2018-06,2.697,0.7064,0.79,0.99,6.6,2.209048,-0.012,4.576517,3.48,6.94,9.71,2.135574,0.3271429,0.407,1.288488,1.37,,0.63,0.7526,1.4229,4.39,2.2,3.37,7.88,7.94,0.924,5.19,1.93,2.744,0.03,2.656,0.31,0.537,0.93,7.88,0.565,1.82,2.9,3.21,1.87,4.95,7.62,1.013524,0.99,0.55,2.91,9.297143
783,2018-07,2.637,0.596,0.68,0.92,6.56,2.187143,0.042,4.564861,3.48,7.12,9.88,2.112395,0.2745455,0.32,1.19858,1.32,,0.53,0.6658,1.3739,3.88,2.26,3.39,7.7,7.8,0.8271,5.27,2.16,2.643,0.06,2.549,0.31,0.47,1.06,7.75,0.474,1.76,2.81,3.17,1.76,5.05,,0.943429,0.79,0.51,2.89,9.091818
784,2018-08,2.59,0.5973,0.71,0.81,6.56,2.295455,-0.032,4.477966,3.58,7.09,9.8,2.13901,0.2908696,0.326,1.365558,1.37,,0.56,0.7048,1.3991,4.18,2.18,3.41,8.1,7.82,0.8618,5.51,2.15,3.161,0.11,2.458,0.31,0.466,0.95,7.83,0.473,1.77,2.64,3.14,1.82,4.8,,0.923864,0.77,0.52,2.89,9.28091
785,2018-09,2.631,0.6654,0.77,0.78,6.56,2.353684,0.113,4.500978,3.61,7.15,9.95,2.1377,0.3705,0.365,1.319959,1.44,,0.66,0.7677,1.5023,4.17,2.14,3.57,8.14,8.02,0.9327,5.67,2.21,2.959,0.125,2.315,0.31,0.509,0.94,,0.551,1.9,2.6,3.24,1.88,4.75,,0.977,0.75,0.6,3.0,9.526316
786,2018-10,2.682,0.6875,0.85,0.74,6.98,2.488636,0.071,4.568727,3.51,7.46,10.11,2.140287,0.3990909,0.418,1.555397,1.57,,0.73,0.8227,1.5462,4.37,2.09,3.74,8.56,7.92,1.0082,5.99,2.29,3.469,0.13,2.338,0.31,0.56,1.01,8.17,0.582,2.0,2.62,3.22,1.96,4.9,,1.066348,0.92,0.67,3.15,9.623913
787,2018-11,2.683,0.6201,0.81,0.75,6.98,2.407619,-0.015,4.461596,3.36,7.27,10.24,2.073988,0.3140909,0.336,1.405823,1.58,,0.66,0.7622,1.4541,4.42,2.07,3.47,7.83,7.78,0.9827,5.74,2.34,3.39,0.085,2.209,0.31,0.497,1.05,9.11,0.518,1.94,2.69,3.19,1.9,4.78,,1.005095,1.01,0.6,3.12,9.55
788,2018-12,2.431,0.5198,0.75,0.72,6.98,2.057895,-0.154,4.339862,3.23,7.02,10.94,2.01313,0.1870588,0.234,1.212086,1.43,,0.55,0.6979,1.3125,4.28,2.04,3.15,7.97,7.37,0.909,5.42,2.35,2.975,-0.01,1.992,0.31,0.424,1.05,,0.401,1.83,2.45,2.94,1.71,4.6,,0.938222,0.96,0.47,2.83,9.535
789,2019-01,2.271,0.452,0.77,0.72,7.03,1.953636,-0.21,4.490649,3.1037,6.99,11.89,1.852509,0.1327273,0.153,1.202206,1.38,,0.49,0.6463,1.3221,4.21,2.23,2.85,8.06,7.35,0.9351,5.18,2.19,2.77,0.0,1.991,0.31,0.366,0.95,8.71,0.332,1.78,2.33,2.78,1.67,4.69,,0.877455,0.98,0.43,2.71,9.296364
790,2019-02,2.126,0.4513,0.69,0.68,7.03,1.907368,-0.236,4.391262,3.1731,6.98,11.8,1.75837,0.0555,0.054,1.119918,1.28,,0.38,0.5506,1.239,3.84,2.31,2.68,7.82,7.43,0.8436,5.22,2.03,2.812,-0.015,1.988,0.31,0.261,0.81,8.49,0.236,1.71,2.18,2.69,1.55,4.79,,0.78095,0.87,0.36,2.68,9.261
791,2019-03,1.957,0.3766,0.54,0.67,7.03,1.712381,-0.352,4.257079,3.0683,6.71,12.29,1.816106,0.01095238,0.163,0.9907618,1.13,,0.39,0.437,1.19,3.76,2.07,3.03,7.66,7.41,0.6683,4.52,1.95,2.69,-0.095,1.953,0.31,0.168,0.7,8.01,0.15,1.66,2.02,2.75,1.32,4.8,,0.675429,0.67,0.29,2.57,9.2375
792,2019-04,1.865,0.3143,0.47,0.5,6.26,1.724286,-0.267,4.117896,3.3869,6.94,12.05,1.822538,-0.0395,0.082,0.9509718,1.06,,0.34,0.3718,1.1906,3.42,1.82,3.14,7.8,7.42,0.5596,4.14,1.88,2.618,-0.045,1.889,0.31,0.109,0.58,,0.195,1.71,1.96,2.76,1.18,4.91,,0.5668,0.52,0.3779,2.53,9.063
793,2019-05,1.655,0.2381,0.41,0.48,6.26,1.664545,-0.445,4.043687,3.2751,6.76,10.94,1.85513,-0.1345455,0.044,0.871105,0.88,,0.25,0.3036,1.13,3.37,1.69,3.19,7.8768,7.33,0.4995,3.9,1.78,2.644,-0.095,1.828,0.31,0.02,0.51,8.24,0.11,1.66,1.79,2.72,1.02,4.93,,0.448762,0.38,0.2153,2.4,9.102381
794,2019-06,1.386,0.0301,0.15,0.32,6.26,1.4625,-0.482,3.481093,3.2254,6.22,10.41,1.58196,-0.3152632,-0.217,0.5740466,0.5,,0.05,0.079,0.919,2.67,1.36,2.74,7.3346,6.97,0.2664,3.79,1.58,2.284,-0.165,1.618,0.31,-0.162,0.33,7.68,-0.092,1.43,1.63,2.35,0.59,4.59,,0.2492,0.19,0.0452,2.07,9.026316
795,2019-07,1.32,-0.1037,0.0,0.43,5.95,1.519091,-0.654,3.157262,3.1552,6.09,10.36,1.362683,-0.3882609,-0.308,0.356899,0.36,,-0.09,-0.0698,0.8304,2.16,1.06,2.33,7.354,6.6,0.1355,3.78,1.42,1.654,-0.16,1.506,0.31,-0.276,0.15,,-0.206,1.44,1.55,2.13,0.44,4.51,,0.018045,-0.01,0.0208,2.06,8.780313
796,2019-08,0.959,-0.3737,-0.28,0.35,5.95,1.205238,-0.975,2.704126,3.0573,6.11,9.99,0.9856101,-0.6490909,-0.579,0.0992023,0.14,,-0.35,-0.3429,0.5776,1.98,0.83,1.83,7.3012,6.62,-0.0505,3.63,0.95,1.404,-0.28,1.254,0.31,-0.541,-0.07,7.53,-0.499,1.15,1.13,1.93,0.17,4.12,,-0.34119,-0.06,-0.2884,1.63,9.030952
797,2019-09,1.035,-0.3024,-0.24,0.35,5.95,1.364,-0.7,2.710508,3.1411,6.07,9.95,1.24211,-0.5947619,-0.591,0.04780093,0.18,,-0.3,-0.2729,0.5981,1.5,0.49,2.02,7.2652,6.81,-0.0104,3.3,1.0,0.902,-0.215,1.42,0.31,-0.497,-0.11,7.08,-0.427,1.21,1.16,2.02,0.2,4.12,,-0.3364,-0.16,-0.2315,1.7,8.8935
798,2019-10,1.037,-0.1974,-0.16,0.25,5.57,1.449546,-0.511,2.943769,3.288,6.1,9.81,1.319786,-0.4695455,-0.432,0.1325078,0.2,,-0.21,-0.1556,0.6373,1.34,0.47,1.94,6.981,6.54,0.0161,3.26,0.88,1.004,-0.15,1.577,0.31,-0.395,0.0,6.87,-0.314,1.26,1.16,1.96,0.19,4.12,,-0.196435,-0.09,-0.1598,1.71,8.927391
799,2019-11,1.152,-0.0861,-0.04,0.22,5.57,1.4995,-0.58,3.337316,3.165,6.58,9.16,1.467442,-0.352381,-0.312,0.3016062,0.38,,-0.08,-0.0199,0.765,1.36,0.53,1.95,7.0586,6.63,0.0722,3.59,1.0,1.266,-0.08,1.75,0.31,-0.274,0.1,,-0.192,1.45,1.35,2.05,0.35,4.32,,0.08785,-0.01,-0.0015,1.81,9.134286
800,2019-12,1.202,-0.0439,0.01,0.18,5.57,1.6045,-0.456,3.299993,3.1365,6.42,8.75,1.513149,-0.2994444,-0.258,0.3662491,0.44,,-0.03,0.0362,0.8308,1.42,0.59,1.88,7.0722,6.85,0.0373,3.38,0.96,1.37,-0.025,1.653,0.31,-0.226,0.16,7.14,-0.135,1.47,1.53,2.03,0.41,4.57,,0.125263,0.02,0.0671,1.86,9.117895
801,2020-01,1.159,-0.0868,-0.03,0.15,5.09,1.492273,-0.698,3.301501,2.9932,6.02,8.54,1.617677,-0.3136364,-0.259,0.3161868,0.42,,-0.07,-0.01,0.7235,1.34,0.61,2.08,6.6598,6.82,0.0041,3.09,0.89,1.275,-0.065,1.656,0.31,-0.252,0.11,6.85,-0.17,1.39,1.48,2.23,0.37,4.28,,0.133286,0.09,0.10557,1.76,9.016818
802,2020-02,0.984,-0.2574,-0.13,0.12,5.09,1.294737,-0.832,3.488111,2.7376,6.22,8.18,1.469511,-0.466,-0.411,0.1333309,0.27,,-0.23,-0.18,0.633,1.07,0.57,2.15,6.871,6.66,-0.1312,2.83,0.77,0.955,-0.155,1.54,0.31,-0.431,-0.04,6.47,-0.335,1.35,1.28,2.09,0.25,4.04,,-0.0018,0.04,-0.04565,1.5,8.935
803,2020-03,0.884,-0.0938,-0.02,0.15,5.09,0.8190909,-0.368,3.410495,2.5899,7.26,8.31,1.284567,-0.5413637,-0.409,0.3681764,0.51,,-0.12,-0.05,0.4609,1.97,0.96,2.43,7.87,6.7,0.0687,2.42,0.94,1.551,0.005,1.485,0.31,-0.361,-0.06,,-0.326,0.93,1.08,1.8,0.71,4.56,,0.035273,0.02,-0.16768,0.87,10.85201
804,2020-04,0.854,0.0458,0.14,0.2,4.94,0.6571429,-0.487,3.048472,2.538,7.2,8.26,1.278025,-0.4495,-0.21,0.553843,0.82,,0.03,0.06,0.3577,2.05,1.24,2.49,7.8172,6.77,0.2012,2.18,0.85,1.799,-0.04,1.504,0.31,-0.247,0.3,7.37,-0.218,0.7,0.95,1.46,0.97,4.83,,0.69165,0.27,-0.07415,0.66,11.23263
805,2020-05,0.903,-0.0974,0.04,0.2,4.94,0.551,-0.471,2.397114,2.7053,6.25,8.74,0.9209441,-0.5165,-0.288,0.4783719,0.75,,-0.12,-0.03,0.2743,1.93,0.91,1.99,7.3095,5.92,0.1072,1.94,0.79,1.762,0.0,1.394,0.31,-0.322,0.26,6.06,-0.312,0.47,0.64,1.35,0.81,4.54,,0.559684,0.74,-0.060684,0.67,10.074
806,2020-06,0.928,-0.1309,-0.04,0.68,4.94,0.5613636,-0.439,2.428933,2.823,6.65,8.45,0.8649006,-0.4342857,-0.264,0.3504507,0.52,0.14,-0.17,-0.04,0.278,1.32,0.96,2.18,7.1707,5.86,0.0835,2.15,0.71,1.455,0.03,1.392,0.17,-0.343,0.01,,-0.293,0.65,0.9,1.31,0.53,3.89,,0.040227,0.42,0.0060952,0.73,9.958096
807,2020-07,0.897,-0.2485,-0.17,0.5,4.91,0.5163636,-0.529,2.504537,2.9664,6.31,9.06,0.8557808,-0.5230435,-0.341,0.2206544,0.38,0.05,-0.21,-0.15,0.2094,1.14,0.97,2.23,6.777756,5.81,-0.0473,2.14,0.63,1.196,0.01,1.36,0.16,-0.43,-0.17,5.81,-0.391,0.61,0.91,1.33,0.4,3.94,,-0.159,0.09,-0.073217,0.62,10.26522
808,2020-08,0.905,-0.28,-0.21,0.26,4.91,0.5635,-0.41,2.432622,3.0177,6.21,9.07,0.9497052,-0.5233333,-0.357,0.160505,0.3,0.0,-0.25,-0.17,0.2717,1.08,0.85,2.18,6.836486,6.01,-0.1219,2.43,0.65,1.032,0.045,1.373,0.16,-0.454,-0.19,5.77,-0.412,0.69,0.68,1.32,0.36,3.88,,-0.224,-0.102,-0.040333,0.65,10.1865
809,2020-09,0.894,-0.3174,-0.25,0.2,4.91,0.5595238,-0.5,2.588419,3.1482,5.98,9.24,0.9811859,-0.5240909,-0.385,0.1229826,0.28,0.01,-0.3,-0.21,0.273,1.08,0.79,2.39,6.88042,6.02,-0.1331,2.47,0.7,0.981,0.015,1.5,0.16,-0.497,-0.2,5.68,-0.441,0.65,0.56,1.35,0.32,3.49,,-0.2692,-0.08,-0.082591,0.68,10.21571
810,2020-10,0.802,-0.398,-0.34,0.2,4.55,0.6028572,-0.518,2.606371,3.181,6.21,9.3,0.9447613,-0.6072727,-0.458,0.000531795,0.17,-0.08,-0.38,-0.3,0.3058,0.9,0.78,2.27,6.578206,5.94,-0.2224,2.63,0.76,0.77,0.04,1.507,0.16,-0.541,-0.23,,-0.528,0.67,0.54,1.26,0.18,3.29,,-0.347409,-0.13,-0.028566,0.79,10.38864
811,2020-11,0.856,-0.4114,-0.38,0.2,4.55,0.6885,-0.509,2.628114,3.25,5.93,9.32,1.120618,-0.6147619,-0.46,-0.05534544,0.09,-0.14,-0.4,-0.32,0.3836,0.75,0.73,2.15,6.161688,5.9,-0.251,2.66,0.82,0.664,0.03,1.61,0.16,-0.536,-0.25,6.07,-0.543,0.79,0.75,1.2,0.07,3.04,,-0.39345,-0.18,-0.00026,0.87,9.965239
812,2020-12,0.976,-0.4224,-0.39,0.19,4.55,0.7309524,-0.525,2.748069,3.1429,5.76,9.57,1.257756,-0.6185,-0.469,-0.09154069,0.04,-0.18,-0.41,-0.34,0.3224,0.63,0.63,2.16,5.925991,5.89,-0.2903,2.66,0.82,0.578,0.02,1.675,0.16,-0.549,-0.29,5.67,-0.553,0.91,0.92,1.29,0.03,2.94,,-0.524714,-0.23,0.005439,0.93,9.789047
813,2021-01,1.053,-0.3995,-0.36,0.19,4.39,0.8055,-0.454,2.644623,3.1786,5.9,9.6,1.279438,-0.5835,-0.444,-0.06359448,0.08,-0.19,-0.378421,-0.31,0.3672,0.65,0.58,2.22,6.211745,5.94,-0.2418,2.86,0.82,0.616,0.055,1.731,0.16,-0.535,-0.29,5.61,-0.532,1.01,1.04,1.19,0.03,2.72,,-0.434316,-0.17,0.070066,1.08,9.7115
814,2021-02,1.334,-0.1969,-0.21,0.15,4.39,1.099474,-0.229,2.716856,3.2798,6.44,9.33,1.493525,-0.4455,-0.282,0.06431864,0.23,-0.11,-0.21767,-0.15,0.6222,0.81,0.52,2.43,6.59674,6.19,-0.0551,3.08,0.98,0.59,0.15,1.845,0.16,-0.446,-0.25,,-0.392,1.28,1.46,1.31,0.16,2.65,,-0.18255,0.02,0.24712,1.26,9.5045
815,2021-03,1.707,-0.0887,-0.04,0.14,4.39,1.496522,-0.267,3.1756,3.1887,7.45,9.32,1.869649,-0.3647826,-0.028,0.1479203,0.31,0.05,-0.1238435,-0.07,0.8456,0.91,0.51,2.68,6.77387,6.35,0.0276,3.04,1.13,0.704,0.12,2.04,0.16,-0.401,-0.2,6.25,-0.331,1.46,1.76,1.52,0.23,2.96,,-0.054826,0.03,0.39866,1.61,10.08773
816,2021-04,1.676,-0.0409,0.04,0.14,4.61,1.516191,-0.21,3.554217,3.164,7.46,9.28,1.860484,-0.325,0.003,0.2050652,0.37,0.09,-0.0792,-0.01,0.8515,0.88,0.5,2.69,6.447473,6.28,0.082,3.23,1.06,0.797,0.09,2.041,0.16,-0.376,-0.21,6.68,-0.296,1.42,1.68,1.55,0.35,2.84,,-0.0554,0.02,0.37016,1.64,10.02895
817,2021-05,1.66,0.0803,0.18,0.14,4.61,1.524,-0.134,3.711216,3.045,7.75,8.89,1.741595,-0.2235,0.113,0.3769678,0.52,0.16,0.04909,0.21,0.9058,0.99,0.5,2.94,6.376468,6.23,0.2372,3.4,1.18,0.984,0.08,2.131,0.16,-0.314,-0.06,,-0.186,1.47,1.81,1.82,0.53,3.03,,0.068333,0.21,0.42118,1.62,9.816667
818,2021-06,1.531,0.0229,0.12,0.14,4.61,1.425,-0.2,4.263269,3.0778,7.58,8.39,1.67253,-0.2886364,0.106,0.3038678,0.45,0.13,-0.01766667,0.15,0.8549,0.81,0.49,2.85,6.555274,6.27,0.1787,3.21,1.19,0.875,0.05,2.103,0.16,-0.334,0.14,6.54,-0.236,1.47,1.76,1.78,0.43,3.11,,0.025591,0.15,0.36155,1.52,9.526667
819,2021-07,1.254,-0.1302,-0.03,0.14,4.88,1.251429,-0.373,4.48758,2.8363,7.6,7.71,1.71799,-0.4513636,-0.05,0.1640485,0.33,0.09,-0.09562727,-0.01,0.6979,0.7,0.45,2.83,6.236538,6.21,0.0309,3.2,1.05,0.748,0.015,1.976,0.16,-0.401,0.09,6.9,-0.381,1.24,1.59,1.61,0.27,3.24,,-0.13819,0.14,0.1808,1.32,9.623636
820,2021-08,1.135,-0.225,-0.14,0.14,4.88,1.191905,-0.347,4.70484,2.845,7.6,6.87,1.737786,-0.5386364,-0.156,0.05978104,0.22,0.02,-0.2150545,-0.12,0.644,0.59,0.43,2.84,6.040791,6.28,-0.0788,3.32,0.97,0.628,0.02,1.905,0.16,-0.472,0.0,6.98,-0.48,1.23,1.65,1.6,0.14,3.72,,-0.249045,-0.09,0.11013,1.28,9.567619
