,TIME_PERIOD,AUS,AUT,BEL,BGR,BRA,CAN,CHE,CHL,CHN,COL,CRI,CZE,DEU,DNK,EA19,ESP,EST,FIN,FRA,GBR,GRC,HRV,HUN,IDN,IND,IRL,ISL,ISR,ITA,JPN,KOR,LTU,LUX,LVA,MEX,NLD,NOR,NZL,POL,PRT,ROU,RUS,SVK,SVN,SWE,USA,ZAF
821,2021-09,1.282,-0.076,0.01,0.15,4.88,1.263,-0.166,5.225313,2.8776,8.05,6.37,1.896517,-0.3627273,-0.013,0.1966503,0.33,0.03,-0.08386364,0.04,0.8023,0.8,0.37,3.09,6.348333,6.19,0.0674,3.65,1.07,0.777,0.065,2.061,0.16,-0.372,0.02,,-0.339,1.42,1.87,1.87,0.26,4.0,,-0.07575,0.05,0.26964,1.37,9.624286
822,2021-10,1.71,0.0837,0.16,0.25,5.32,1.597,-0.046,6.335927,2.9732,8.4,6.46,2.336489,-0.2042857,0.097,0.3522538,0.47,0.18,0.07888421,0.2,1.083,0.96,0.32,3.69,6.16179,6.36,0.2224,3.86,1.4,0.955,0.095,2.399,0.16,-0.199,0.17,7.61,-0.178,1.675667,2.21,2.63,0.39,4.75,,0.134095,0.17,0.38059,1.58,10.06476
823,2021-11,1.806,-0.0088,0.07,0.25,5.32,1.685714,-0.234,5.826743,2.825,8.8,6.41,2.618003,-0.3136364,0.006,0.3123451,0.48,0.2,0.0043,0.1,0.9394,1.22,0.32,4.07,6.252629,6.35,0.1876,3.86,1.34,1.01,0.05,2.355,0.16,-0.211,0.26,7.54,-0.268,1.607778,2.57,3.12,0.39,5.11,,0.0186,0.15,0.26672,1.56,10.02
824,2021-12,1.609,-0.0455,0.03,0.44,5.32,1.45,-0.127,5.692897,2.7754,8.46,6.57,2.617614,-0.3842857,-0.082,0.279098,0.41,0.11,-0.06184,0.05,0.8375,1.29,0.38,4.4,6.353757,6.44,0.0998,3.94,1.21,1.047,0.07,2.187,0.16,-0.218,0.3,7.57,-0.318,1.707,2.38,3.33,0.36,5.37,,-0.019364,0.17,0.13796,1.47,9.900476
825,2022-01,1.888,0.1813,0.26,0.57,6.08,1.759,0.045,5.886167,2.6997,9.43,6.77,3.124186,-0.1147619,0.114,0.5339646,0.66,0.31,0.17909,0.31,1.2051,1.62,0.7,4.71,6.413286,6.64,0.3803,4.48,1.43,1.346,0.17,2.492,0.16,-0.039,0.38,,-0.098,1.909889,2.56,4.0,0.58,5.37,,0.25235,0.4,0.36028,1.76,9.83
826,2022-02,2.111,0.5391,0.59,0.61,6.08,1.879474,0.263,5.818815,2.775,9.74,6.93,3.0312,0.15,0.458,0.9442146,1.11,0.79,0.51082,0.68,1.4891,2.46,1.23,4.86,6.499663,6.75,0.7751,4.51,1.76,1.794,0.18,2.69,0.16,0.399,0.79,7.68,0.237,2.119,2.74,3.95,1.06,5.6,,0.7126,0.7,0.60603,1.93,9.6515
827,2022-03,2.5,0.7207,0.79,1.09,6.08,2.132174,0.677,6.103209,2.7878,9.97,7.25,3.527308,0.2817391,0.565,1.054173,1.23,1.2,0.7158174,0.78,1.5457,2.61,2.08,5.92,6.714029,6.82,0.9293,5.08,2.11,1.854,0.21,2.784,0.16,0.548,1.2,8.6,0.343,2.5315,3.07,4.83,1.16,6.2,,0.993,1.04,0.82046,2.13,10.09636
828,2022-04,3.008,1.2857,1.3,1.62,6.82,2.704,0.824,6.531166,2.8386,10.54,7.15,4.013027,0.7463158,1.04,1.568248,1.69,1.49,1.177,1.28,1.8362,2.89,2.44,6.59,6.956494,7.11,1.4021,5.19,2.36,2.436,0.215,3.219,0.16,1.389,1.59,8.86,0.854,2.6935,3.47,5.96,1.76,6.61,,1.528526,1.55,1.47152,2.75,10.11167
829,2022-05,3.381,1.5363,1.58,1.62,6.82,2.918571,0.779,6.617833,2.7426,10.78,7.06,4.613011,0.9527273,1.298,1.874183,2.05,1.91,1.451962,1.52,1.9069,3.54,2.96,7.2,7.058009,7.39,1.6275,5.48,2.56,2.99,0.235,3.295,0.16,1.659,1.99,8.87,1.054,2.64225,3.64,6.64,2.14,7.84,,1.865909,1.82,1.76563,2.9,10.32286
830,2022-06,3.767,2.0707,2.13,1.77,6.82,3.315454,1.149,6.442466,2.8205,11.61,7.09,5.122339,1.445,1.835,2.437313,2.65,2.48,2.072276,2.06,2.3824,3.93,3.02,7.95,7.171133,7.53,2.129,5.75,2.98,3.635,0.225,3.64,0.16,2.157,2.55,9.22,1.819,3.12575,3.98,7.14,2.65,8.74,,2.381773,2.09,1.86309,3.14,10.93524
831,2022-07,3.429,1.7014,1.8,1.85,7.01,3.043158,0.52,6.605394,2.756,12.62,7.18,4.402222,1.081905,1.586,2.092511,2.33,2.66,1.713857,1.71,2.1454,3.38,3.31,8.51,7.109228,7.4,1.7438,5.74,2.6,3.359,0.18,3.3,0.16,1.853,2.47,8.78,1.467,2.909429,3.67,6.37,2.26,9.26,,2.1442,2.102,1.53262,2.9,11.42333
832,2022-08,3.361,1.6802,1.71,1.85,7.01,2.859091,0.786,6.717589,2.62,12.21,8.85,4.107017,1.034348,1.375,2.058223,2.18,2.38,1.624904,1.69,2.3278,3.46,2.48,8.19,7.11,7.27,1.7127,5.87,2.58,3.297,0.22,3.322,0.16,1.843,2.29,,1.414,3.336,3.57,5.8,2.16,8.14,,2.028045,1.71,1.60696,2.9,10.92409
833,2022-09,3.747,2.4592,2.45,1.85,7.01,3.147895,1.163,6.646309,2.76,12.92,9.2,4.72132,1.795455,2.2,2.813752,2.95,2.93,2.421364,2.41,3.5007,4.44,3.18,9.23,7.34,7.28,2.418,,3.1,4.138,0.24,3.897,0.16,2.55,2.96,9.1,2.142,3.418,4.07,6.28,2.89,8.07,,2.87195,1.7,2.07702,3.52,11.24909
834,2022-10,3.917,2.9161,2.84,1.85,7.2,3.380526,1.12,6.677438,2.64,13.93,9.53,5.517629,2.186667,2.599,3.185012,3.31,4.07,2.895238,2.77,4.1096,4.87,4.02,10.25,7.5,7.46,2.7093,,3.33,4.532,0.245,4.267,0.16,2.994,3.81,9.52,2.52,3.596875,4.41,7.82,3.26,9.13,,3.548238,2.51,2.19704,3.98,11.63048
835,2022-11,3.696,2.7031,2.65,1.85,7.2,3.16619,1.055,5.735703,2.89,13.23,9.58,5.112413,2.066364,2.378,2.934114,3.1,3.75,2.691364,2.58,3.4171,4.42,3.57,8.81,6.89,7.36,2.5341,,3.25,4.243,0.25,3.915,2.88,2.701,3.74,9.75,2.351,3.122875,4.29,7.24,3.02,7.65,,3.36635,3.56,2.00986,3.89,11.27955
836,2022-12,3.551,2.74,2.7,1.85,7.2,2.9415,1.565,5.338179,2.84,13.23,9.63,4.710732,2.085238,2.285,3.000159,3.11,3.46,2.41,2.62,3.5015,4.22,3.36,8.63,6.91,7.29,2.5862,,3.37,4.257,0.41,3.541,2.88,2.676,3.5,8.94,2.429,3.135889,4.2,6.61,3.1,7.17,,3.195714,3.52,1.97433,3.62,11.38368
837,2023-01,3.604,2.8076,2.79,1.85,7.37,2.937619,1.257,5.346144,2.9,12.26,9.59,4.468307,2.192727,2.433,3.044199,3.22,3.79,2.77,2.69,3.5115,4.29,3.65,7.76,6.69,7.39,2.6546,,3.34,4.243,0.49,3.411,2.88,2.7,3.7,8.69,2.499,2.884454,4.14,6.02,3.13,6.8,,3.25181,3.25,2.083,3.53,10.97286
838,2023-02,3.702,3.0437,2.96,2.73,7.37,3.174211,1.446,5.704796,2.9,13.43,9.63,4.612446,2.3705,2.545,3.222995,3.39,3.83,2.94,2.87,3.5553,4.26,3.76,8.23,6.86,7.33,2.8568,,3.56,4.27,0.5,3.45,2.88,2.889,3.68,9.38,2.678,3.1458,4.31,6.18,3.27,7.46,,3.40105,3.38,2.366,3.75,11.046
839,2023-03,3.468,3.0597,3.04,4.21,7.37,2.993478,1.227,5.522494,2.85,11.95,9.47,4.666431,2.383478,2.551,3.232757,3.44,3.96,2.98,2.92,3.5638,4.29,3.86,8.54,6.77,7.36,2.8565,,3.85,4.24,0.32,3.448,2.88,2.993,3.91,,2.758,2.973273,4.35,6.14,3.27,7.1,,3.580435,3.54,2.35278,3.66,11.19409
840,2023-04,3.343,3.0285,3.06,4.03,7.28,2.916111,1.08,5.539444,2.78,11.89,8.89,4.646403,2.359444,2.597,3.192881,3.41,3.89,2.96,2.9,3.6503,4.22,3.72,8.35,6.45,7.18,2.7713,,3.86,4.234,0.385,3.319,2.88,2.96,3.88,8.89,2.719,3.175625,4.11,6.07,3.2,7.0,,3.655833,3.34,2.37289,3.46,11.25882
841,2023-05,3.5,3.0317,3.04,4.03,7.28,3.045455,0.848,5.548636,2.69,11.11,8.19,4.499982,2.342273,2.539,3.20585,3.41,3.94,2.98,2.94,3.9621,3.98,3.71,7.78,6.36,7.01,2.7861,,3.79,4.313,0.43,3.402,2.88,2.952,3.83,8.76,2.728,3.329,4.23,5.93,3.16,6.3,,3.591867,3.15,2.32386,3.57,11.94091
842,2023-06,3.916,3.0451,3.05,4.03,7.28,3.338182,0.966,5.3055,2.64,10.15,7.83,4.347582,2.376364,2.571,3.164705,3.4,3.94,3.0,2.93,4.3659,3.71,3.73,7.2,6.22,7.05,2.778,,3.74,4.074,0.395,3.611,2.88,2.946,3.79,8.57,2.75,3.5665,4.48,5.91,3.09,6.11,,3.621,3.38,2.4648,3.75,11.93952
843,2023-07,4.036,3.1249,3.14,4.03,7.0,3.452,0.979,5.3305,2.66,10.22,7.66,4.148892,2.456667,2.738,3.268787,3.5,4.09,3.07,3.04,4.4372,3.85,3.74,7.1,6.33,7.11,2.899,,3.77,4.157,0.595,3.681,2.88,3.033,3.81,,2.84,3.644619,4.65,5.56,3.23,6.2,,3.687,3.4,2.52176,3.9,11.72429
844,2023-08,4.128,3.1801,3.22,4.03,7.0,3.654091,0.952,5.634737,2.56,10.7,7.37,4.261233,2.545652,2.843,3.343246,3.59,4.15,3.15,3.11,4.5298,3.88,3.93,7.4,6.36,7.18,2.9644,,3.91,4.221,0.64,3.86,2.88,3.084,3.85,9.1,2.917,3.805696,4.9,5.59,3.31,6.34,,3.7965,3.48,2.75213,4.17,11.71591
845,2023-09,4.211,3.2942,3.32,4.03,7.0,3.816,1.087,5.965714,2.68,11.87,7.1,4.494145,2.661429,2.954,3.505542,3.72,4.25,3.25,3.24,4.4199,4.08,3.95,7.08,6.91,7.17,3.087,,3.997,4.513,0.765,3.949,2.88,3.161,3.88,9.68,3.036,3.815524,5.05,5.68,3.45,7.48,,3.905105,3.47,2.8879,4.38,12.0645
846,2023-10,4.626,3.4856,3.52,4.03,6.55,4.062,1.046,6.52625,2.69,11.81,7.15,4.719649,2.823182,3.133,3.723935,3.95,4.09,3.47,3.45,4.5695,4.3,4.18,7.53,7.05,7.35,3.2719,,4.38,4.885,0.95,4.272,2.88,3.318,4.14,,3.207,3.946682,5.46,5.84,3.59,6.81,,4.122818,3.67,3.02373,4.8,12.35909
847,2023-11,4.578,3.2107,3.23,4.03,6.55,3.710952,0.822,5.967143,2.67,10.74,7.21,4.423801,2.601364,2.868,3.420249,3.66,3.67,3.2,3.19,4.2721,3.88,3.93,7.01,6.6,7.27,3.009,,4.27,4.428,0.66,3.89,2.88,3.029,3.98,10.23,2.95,3.684909,5.1,5.54,3.3,6.75,,3.8629,3.53,2.75495,4.5,11.78545
848,2023-12,4.187,2.6803,2.7,4.01,6.55,3.23421,0.656,5.478235,2.56,9.94,7.19,3.972313,2.102105,2.361,2.865628,3.14,3.21,2.68,2.65,3.8622,3.28,3.39,6.17,6.6,7.22,2.4648,,3.95,3.821,0.62,3.415,2.88,2.533,3.49,9.39,2.422,3.289,4.71,5.21,2.85,6.19,,3.314105,3.26,2.20821,4.02,11.48556
849,2024-01,4.148,2.7596,2.81,3.94,6.53,3.346364,0.83,5.53,2.43,9.62,6.83,3.880893,2.174546,2.403,2.903617,3.19,3.31,2.8,2.74,3.9319,3.29,3.29,5.98,6.56,7.2,2.599,,4.29,3.811,0.73,3.353,2.88,2.613,3.38,9.31,2.506,3.495773,4.65,5.24,2.97,6.14,,3.386091,3.06,2.23068,4.06,11.42045
850,2024-02,4.141,2.8929,2.95,3.93,6.53,3.504,0.828,5.4675,2.34,10.07,6.7,3.759555,2.331905,2.475,3.024766,3.27,3.49,2.8846,2.85,4.123,3.45,3.3,6.22,6.6,7.09,2.7804,,4.38,3.872,0.71,3.429,2.88,2.815,3.41,,2.643,3.701714,4.81,5.36,3.06,6.06,,3.511619,3.22,2.43,4.21,11.60952
851,2024-03,4.045,2.8535,2.91,3.93,6.53,3.444,0.639,5.768948,2.29,10.32,6.69,3.823763,2.3495,2.393,2.952856,3.19,3.49,2.84936,2.82,4.033,3.37,3.29,6.48,6.68,7.07,2.754,,4.37,3.696,0.725,3.39,2.88,2.787,3.4,9.2,2.616,3.608474,4.65,5.4,3.02,5.96,,3.51305,3.2,2.396,4.21,11.90263
852,2024-04,4.268,2.9861,3.01,3.93,6.67,3.695909,0.693,6.104546,2.3,10.81,6.53,4.2047,2.445714,2.48,3.073672,3.28,3.64,2.943848,2.97,4.2172,3.49,3.34,6.97,7.22,7.15,2.8878,,4.71,3.856,0.87,3.567,2.88,2.904,3.47,9.85,2.718,3.742905,4.83,5.67,3.13,6.25,,3.67881,3.22,2.51305,4.54,12.27476
853,2024-05,4.325,3.0161,3.06,3.93,6.67,3.641818,0.915,6.022857,2.29,11.19,6.47,4.156339,2.519546,2.522,3.121386,3.3,3.71,3.004838,3.03,4.2229,3.55,3.41,6.79,6.9,7.05,2.9141,,4.79,3.844,1.07,3.527,2.88,2.941,3.43,9.64,2.829,3.677526,4.75,5.67,3.16,6.29,,3.690857,3.23,2.37638,4.48,12.0419
854,2024-06,4.242,3.0384,3.12,3.93,6.67,3.3915,0.559,6.076316,2.21,11.25,6.45,4.211187,2.4845,2.518,3.166433,3.36,3.77,3.050274,3.15,4.1644,3.65,3.38,6.8,7.03,7.02,2.9287,,4.91,3.942,1.05,3.337,2.88,2.936,3.44,,2.822,3.53745,4.64,5.73,3.19,5.99,,3.6917,3.32,2.25761,4.31,11.67895
855,2024-07,4.326,2.9776,3.06,3.93,6.91,3.407727,0.45,6.151364,2.15,11.13,6.41,3.953086,2.458261,2.448,3.112499,3.28,3.8,3.002217,3.14,4.1386,3.5,3.37,6.61,6.89,7.01,2.8587,,4.87,3.83,1.045,3.171,2.88,2.901,3.39,9.95,2.765,3.544522,4.51,5.65,3.1,6.5,,3.591227,3.21,2.12817,4.25,11.02174
856,2024-08,3.976,2.7626,2.83,3.93,6.91,3.0715,0.451,5.825714,2.17,10.7,6.46,3.781962,2.207727,2.199,2.905793,3.07,3.56,2.777255,2.94,3.9444,3.31,3.4,6.3,6.62,6.91,2.637,,4.76,3.682,0.89,2.999,2.88,2.661,3.18,9.74,2.531,3.296454,4.22,5.28,2.88,6.42,,3.384524,2.99,1.93209,3.87,10.7
857,2024-09,3.922,2.6895,2.79,3.93,6.91,2.944444,0.41,5.383333,2.15,10.4,6.46,3.768057,2.167143,2.114,2.834165,3.0,3.44,2.717609,2.9,3.9053,3.19,3.33,6.22,6.43,6.83,2.5457,,4.92,3.565,0.855,3.011,2.88,2.592,3.12,9.21,2.469,3.298762,4.19,5.31,2.78,6.42,,3.358,2.94,1.92729,3.72,10.301
858,2024-10,4.27,2.7438,2.84,3.93,7.43,3.186364,0.451,5.548095,2.15,10.92,6.43,3.982299,2.229565,2.104,2.865934,2.97,3.41,2.74707,2.99,4.1993,3.16,3.32,6.57,6.76,6.79,2.5888,,4.93,3.501,0.935,3.07,2.88,2.652,3.1,10.06,2.533,3.541391,4.39,5.6,2.73,6.36,,3.329,2.97,2.04304,4.1,10.46435
859,2024-11,4.56,,2.92,,7.43,3.2785,0.289,5.827,,11.12,6.41,4.104026,2.305714,,2.929132,3.06,,2.81,,4.4164,,,6.63,,6.82,,,4.72,,1.05,3.006,,,,10.02,,3.668714,4.62,5.66,2.79,,,,,2.06743,4.36,10.37
