,TIME_PERIOD,ABW,AFG,AGO,AIA,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,EA19,ECU,EGY,ERI,ESP,EST,ETH,EU27_2020,FIN,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MNP,MOZ,MRT,MSR,MTQ,MUS,MWI,MYS,MYT,NAM,NCL,NER,NFK,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OECD,OECDA,OECDE,OECDSO,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SMR,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKL,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VGB,VNM,VUT,WLF,WSM,YEM,ZAF,ZMB,ZWE
27,1997,0.011575,1.703642,2.679777,0.0,,0.007506,0.348665,7.966294,0.044164,0.000481,0.005987,13.15051,11.96441,0.084744,5.337551,4.174848,4.228452,7.578129,19.55754,,0.068149,0.16582,,9.852129,0.126879,0.0,1.955196,132.8148,0.062136,0.095598,2.741988,0.521129,2.235396,59.96232,2.465352,11.04501,223.6684,7.499754,6.899257,44.04712,1.496793,0.002043,6.972254,0.141903,0.093875,3.995507,2.405847,0.008887,,4.691556,,0.186227,0.021898,4.677192,0.720785,4.645244,,8.377348,12.99075,1.371983,13.51016,,57.23896,,,0.000763,25.36727,0.003395,0.005425,0.355246,15.97944,-0.025199,16.96081,0.000487,5.856788,0.066532,0.416836,1.450314,0.46381,,0.013719,0.004834,8.17297,0.081888,0.0,0.931639,1.284902,5.839535,,1.458603,1.708048,95.26392,215.2974,0.869238,1.467568,0.109831,0.068273,1.168584,17.846,0.656102,0.290204,46.75146,0.373274,14.27614,0.057354,7.797528,0.002712,0.003202,12.81549,0.115223,4.221444,0.381041,2.380309,0.714645,0.035391,0.0074,4.713648,1.05808,,,0.963691,0.018601,5.499465,0.318748,6.239424,0.009097,30.4434,0.002903,,3.383852,,23.22037,0.312582,6.8e-05,12.18717,0.90431,0.002155,0.033856,0.029565,4.211841,18.85746,0.025186,0.518558,0.012196,5.20485,0.000337,46.10724,3.794477,0.000721,3.62252,7.6671,8.95902,0.00025,3.651284,,376.874389648438,,77.5373306274414,0.041871,21.55679,1.095741,5.917176,13.18401,0.001949,3.878484,,3.574634,10.06901,6.096241,0.030186,0.01382,0.140248,8.493095,61.27512,5.044764,1.217612,0.0,3.972348,0.472328,0.000227,0.10754,3.456151,3.639355,0.0,5.674951,0.001009,,0.0,0.068674,0.127468,,1.336861,,0.638319,0.007351,0.322748,0.002458,4.203037,3.786233,18.00176,0.002446,2e-06,0.006853,0.128069,0.004253,0.193476,1.992045,9.141644,0.000474,7.038506,15.50811,24.4245,3.450488,3.04163,264.4559,0.005005,3.589589,0.002949,21.27381,0.039734,0.000585,0.090443,0.290527,19.04523,5.612096,5.83547
28,1998,0.011955,1.746318,2.755947,0.0,,0.007502,0.519002,7.99343,0.043699,0.000481,0.006006,10.19534,11.32351,0.160058,5.463426,4.318297,4.227711,7.691824,19.52376,,0.066527,0.087689,,3.036661,0.126444,0.0,1.965744,131.0464,0.059425,0.086303,2.80557,0.515442,2.264,53.16373,2.819262,12.04376,222.0652,7.57241,6.277242,44.86016,1.321016,0.002117,7.260109,0.145076,0.09888,3.414248,2.394019,0.008908,,5.645505,,0.197107,0.018308,4.631277,0.67604,4.820442,,8.157149,13.22847,1.425059,14.32465,,57.9258,,,0.000768,25.84103,0.00348,0.005424,0.966178,14.57298,0.170863,17.55881,0.000505,5.864661,0.051079,0.417504,1.496124,0.410784,,0.005486,0.004878,8.310867,0.094604,0.0,0.827991,1.515433,5.976431,,1.455103,1.622698,96.2578,216.4873,1.003315,1.300836,0.123534,0.070749,1.077288,18.728,0.686236,0.408379,47.51531,0.12359,14.31256,0.057656,7.724721,0.002745,0.003202,9.626784,0.11514,4.271493,0.458931,2.70322,0.680371,0.035396,0.0074,4.653308,1.08392,,,0.430115,0.013667,5.602968,0.328568,6.168412,0.009129,31.22912,0.002903,,3.417532,,22.65431,0.260813,9.7e-05,12.20908,0.930936,0.002155,0.033856,0.09484,4.248925,13.49989,0.024978,0.517732,0.028835,5.324079,0.000337,46.22353,3.86502,0.000722,4.178668,8.2572,9.413663,0.00025,3.58342,,377.344360351563,,71.9981384277344,0.050249,22.14011,0.976526,6.447761,12.56087,0.001949,4.636611,,3.823815,10.08254,6.228359,0.033176,0.021905,0.14086,6.889631,53.75636,5.118127,1.27645,0.0,4.01376,0.262839,0.000227,0.11104,3.53965,3.604327,0.0,5.876431,0.001021,,0.0,0.071823,0.111173,4.318015,1.246291,40.19947,0.652408,0.007484,0.39123,0.002499,4.317538,3.839,16.41206,0.02204,2e-06,0.014373,0.125889,0.00589,0.179403,1.967904,9.328282,0.000474,6.814272,15.5464,24.72492,4.946678,3.092521,270.2334,0.051597,3.570745,0.002978,23.40847,0.035435,0.000585,0.0909,0.313193,15.58591,5.718724,5.944946
29,1999,0.011973,1.802256,2.840865,0.0,,0.007502,0.5794,6.389417,0.044269,0.000481,0.006006,9.795272,12.68554,0.177656,4.01031,4.376558,4.272185,5.324957,19.57558,,0.054832,0.089391,,3.32498,0.123059,0.0,1.812624,140.9186,0.059749,0.087109,2.916084,0.519322,1.79744,58.2464,2.683248,12.42562,222.3414,7.621655,6.407751,45.61669,1.430491,0.002117,7.522773,0.149451,0.1027,3.346025,1.109004,0.008908,,5.321355,,0.202097,0.014687,4.484011,0.692304,4.995117,,4.114558,13.94856,1.478572,14.84947,,59.07557,,,0.000762,26.17073,0.00348,0.005444,0.257833,14.83604,0.185331,18.08893,0.000505,8.298005,0.051079,0.421383,1.552697,0.535724,,0.005486,0.004878,8.653304,0.094966,0.0,0.867021,1.393868,5.908173,,1.467638,2.164486,95.58993,217.2596,1.082528,1.497828,0.124396,0.074482,1.211596,19.141,0.712511,0.395076,48.47358,0.398252,14.41667,0.069928,7.605647,0.002771,0.003202,13.05205,0.15983,4.44403,0.336052,3.064771,0.693184,0.035425,0.004567,4.615124,1.36274,,,2.98812,0.009915,5.406054,0.326012,6.345896,0.009269,31.49811,0.002903,,3.466889,,24.77635,0.384244,9.7e-05,12.25715,0.966019,0.002155,0.033856,0.10393,4.277486,12.85673,0.02495,0.522018,0.031292,5.461428,0.000336,46.56399,3.903107,0.000722,4.119641,7.5454,9.472435,0.00025,3.9923,,385.732330322266,,76.5247955322266,0.051723,22.79735,1.009194,6.368476,12.85885,0.001949,4.426392,,3.865979,10.73858,6.365488,0.034471,0.034493,0.140931,6.924993,59.79618,5.326523,1.277101,0.0,4.076527,0.336265,0.000227,0.11104,3.629454,3.671497,0.0,6.107312,0.001021,,0.0,0.073403,0.083254,4.035824,1.296722,40.38537,0.665277,0.007484,0.442403,0.002519,4.428201,3.910841,16.96236,0.02204,2e-06,0.014373,0.123872,0.006017,0.172629,1.885427,8.874552,0.000474,7.342758,15.59728,25.07946,4.419086,3.295819,272.6934,0.045871,3.935443,0.002994,23.02158,0.08032,0.000585,0.089594,0.295891,14.61603,5.824687,6.132034
30,2000,0.012031,1.846094,2.895012,0.0,,0.007502,0.458482,6.725181,0.04712,0.000481,0.006006,9.955876,,0.151518,4.174458,4.890298,4.280089,5.456117,19.55955,1.72493,0.042656,0.057264,,3.044571,0.130392,0.0,1.821193,143.2439,0.060324,0.089506,2.96592,0.522421,1.794788,64.92931,3.252472,13.89823,217.288,7.746838,6.346311,46.49839,1.468842,0.001244,9.505458,0.153761,0.101829,3.38533,1.271198,0.008908,,6.175578,33.38147,0.210835,0.015762,5.323974,0.66666,4.84018,186.094573974609,4.000362,12.83716,1.537819,15.04315,0.989976,60.22555,271.074951171875,35.50051,0.000756,31.16354,0.00348,0.005612,0.242922,14.96108,0.193724,18.65918,0.000505,8.20857,0.051079,0.488707,1.60337,0.42162,,0.005486,0.003545,8.883503,0.089799,0.0,0.737954,0.149205,5.870037,,1.473815,2.943602,90.88183,217.6577,1.26164,1.56898,0.127508,0.081423,1.039267,20.06729,0.710276,0.416493,48.74631,0.15795,14.46741,0.067179,6.987036,0.00288,0.003202,13.99155,0.16309,4.190893,0.24951,3.388925,0.702925,0.035632,0.013394,4.613737,1.374972,2.146349,1.050185,2.137058,0.006443,5.438281,0.333243,6.574179,0.009659,33.13144,0.002903,,3.507529,0.009585,25.04413,0.367168,9.7e-05,12.21212,0.980788,0.002155,0.033856,0.079433,4.304265,13.61937,0.01992,0.633941,0.031739,5.703879,0.000335,46.8854,3.9275,0.000722,4.209116,7.8755,9.52962,0.00025,4.518764,769.252319335938,395.572174072266,295.428375244141,78.2517700195313,0.057563,22.87875,0.991721,6.419596,12.73137,0.001949,3.888408,14.65079,3.908522,12.57093,6.386492,0.024302,0.020516,0.141003,7.169262,63.18848,3.664928,1.392614,0.0,4.09715,0.135066,0.000227,0.111584,3.728732,3.707878,0.0,6.287961,0.001021,,0.0,0.074443,0.142096,4.408925,1.343742,45.00903,0.67851,0.008463,0.376858,0.002501,4.528555,3.937359,19.26033,0.02204,2e-06,0.014373,0.12191,0.006302,0.181953,1.980253,9.132697,0.000474,7.020112,15.62529,25.32698,5.704659,1.552448,270.7224,0.165088,3.707725,0.003011,23.47413,0.082765,0.000585,0.064115,0.300177,14.49947,11.90828,6.041616
31,2001,0.012065,1.868237,2.951724,0.0,,0.007502,0.505918,5.866199,0.09356,0.000481,0.006006,10.17024,13.03255,0.112696,5.893658,5.044293,4.315377,5.455625,19.6443,1.526871,0.048916,0.062639,,3.235383,0.128332,0.0,1.872491,135.5581,0.038757,0.093266,2.997481,0.525386,1.77432,57.17959,1.560814,13.71167,220.4788,7.268943,6.550037,47.3829,1.503553,0.003849,8.849982,0.157721,0.141539,3.499022,1.183118,0.008908,,5.95615,30.18759,0.223306,0.016474,4.385107,0.689389,5.015313,174.651214599609,4.17649,13.58534,1.567319,14.5627,2.591139,61.12837,255.643173217773,36.8845,0.000749,26.91033,0.00348,0.005632,0.328883,15.18694,0.145672,19.48424,0.000505,8.239429,0.051079,0.494526,1.630159,0.375276,,0.005486,0.00361,9.084941,0.097046,0.0,0.767326,0.115529,5.913101,1.694199,1.475854,2.979557,84.39444,218.638,0.976534,1.6411,0.161,0.070467,0.89867,18.54315,0.691794,0.47689,43.15778,0.253731,14.52931,0.05846,6.851845,0.002912,0.003202,14.29121,0.150272,4.20226,0.263167,3.592632,0.708625,0.035665,0.012354,4.649805,1.379131,2.258837,0.766182,1.384455,0.008029,5.606232,0.331195,6.748621,0.009812,32.24097,0.002903,,3.54625,0.008831,25.9373,0.405768,9.7e-05,12.21933,1.005526,0.002155,0.035535,0.083844,4.325736,12.49367,0.019757,0.643962,0.032034,5.837095,0.000334,47.15876,3.844766,0.000722,3.81407,7.9934,9.51758,0.00025,4.181446,730.643615722656,380.305145263672,277.63916015625,72.699348449707,0.174576,23.99372,0.978077,6.009944,12.43582,0.001949,3.839232,14.65943,4.122804,10.05448,6.498674,0.032201,0.047436,0.141173,7.193829,66.425,3.721848,1.693118,0.0,4.143665,-0.052561,0.000227,0.104784,3.732934,3.783183,0.0,6.563033,0.001021,2.077998,0.0,0.075278,0.135702,4.10755,1.290496,42.59681,0.690757,0.008463,0.42738,0.002518,4.607276,3.924328,20.10631,0.02204,2e-06,0.014369,0.117441,0.006582,0.191893,1.925659,7.679932,0.000474,6.591225,15.73669,25.68133,5.285086,1.510352,264.8239,0.17598,3.665968,0.003037,22.2859,0.080258,0.000585,0.066225,0.320524,14.29725,12.00811,6.095588
32,2002,0.012099,1.919031,3.006292,0.0,,0.007502,0.285151,6.640723,0.048886,0.000481,0.006006,8.210259,12.95293,0.159732,5.98949,5.365619,4.359345,4.910125,19.38541,2.082041,0.027794,0.060029,,3.241364,0.125754,0.0,1.88345,139.4849,0.032094,0.08821,3.040359,0.528586,1.87084,59.24767,1.843018,14.04657,225.3098,6.958574,6.824341,48.24839,1.652573,0.003849,8.341106,0.161804,0.127922,3.339977,1.91888,0.008908,,6.304516,26.76357,0.218878,0.008279,4.34709,0.673767,5.059626,166.628540039063,4.619943,13.23227,0.862515,14.296,1.350345,62.0334,253.912536621094,37.87902,0.000743,23.83625,0.00348,0.005653,0.708261,14.53572,0.181341,20.12445,0.000505,8.268733,0.051079,0.499074,1.655319,0.38944,,0.005486,0.00752,9.362823,0.09933,0.0,0.744022,0.157128,5.957009,1.795388,1.483226,3.211802,85.65594,234.6401,1.123975,1.498763,0.158192,0.069897,0.851069,18.35292,0.601171,0.404835,41.36074,0.47842,14.64217,0.063887,6.678434,0.002944,0.003202,13.91186,0.155093,4.236577,0.273821,3.842627,0.731179,0.035697,0.012354,4.538193,1.383303,2.313084,0.959698,1.398981,0.010251,5.435965,0.359182,6.961155,0.009968,32.33631,0.002903,,3.584057,0.007801,25.51314,0.419968,9.7e-05,12.21743,1.027247,0.002155,0.035699,0.078391,4.349178,11.76338,0.019887,0.619198,0.024009,5.978768,0.000334,47.42293,3.898389,0.000723,3.276601,7.6257,9.504754,0.00025,4.675772,726.102661132813,383.520538330078,273.572418212891,69.0096969604492,0.170246,23.96386,0.955326,6.1724,12.24473,0.001949,3.904159,15.5531,4.156627,9.264133,6.520454,0.024618,0.024434,0.141347,8.740664,63.32914,3.721848,1.765183,0.0,4.166828,0.208157,0.000227,0.112808,3.736915,3.73259,0.0,6.774959,0.001021,4.881874,0.0,0.075436,0.118595,4.34885,1.266116,45.2494,0.727918,0.008218,0.371541,0.002535,4.686963,3.947665,19.36186,0.02204,2e-06,0.014974,0.11314,0.008217,0.184249,1.930853,8.282221,0.000474,6.158235,15.85699,26.03206,6.333358,1.634778,266.2089,0.201656,3.869825,0.003064,23.097,0.078678,0.000585,0.067106,0.33819,13.31992,12.41522,6.098604
33,2003,0.012135,1.961129,3.073618,0.0,,0.007502,0.386728,7.573226,0.05908,0.000481,0.006006,9.497868,13.63311,0.160604,6.137515,4.884522,4.371141,4.998648,19.62287,2.638204,0.069923,0.056518,,3.020412,0.128919,0.0,1.966122,151.6818,0.029969,0.093688,3.074627,0.532024,1.76833,50.57031,2.398066,13.00097,229.4303,6.740218,7.120286,49.17289,1.605324,0.003849,8.15089,0.166014,0.127536,3.341862,1.822867,0.008908,,5.494128,31.79382,0.230657,0.008059,5.473692,0.650741,5.246129,175.292984008789,4.607555,13.85362,0.86355,15.36332,1.628874,63.30358,265.393402099609,38.99493,0.000737,22.55414,0.00348,0.005675,1.353462,13.95343,0.169435,21.05715,0.000505,8.302735,0.051283,0.506121,1.666527,0.1728,,0.005486,0.006965,9.496241,0.109864,0.0,0.764609,0.115908,5.908502,1.971232,1.488087,3.509953,84.25227,237.2916,1.235348,1.842964,0.161728,0.079114,0.884354,19.51681,0.581901,0.432965,40.94366,0.46361,14.78229,0.066972,6.566927,0.002977,0.003202,14.45629,0.170862,4.179378,0.267783,3.973864,0.754704,0.035731,0.012354,4.571378,1.387487,2.346019,0.968304,0.614248,0.006423,5.481828,0.362238,7.196377,0.010126,32.89939,0.002903,,3.623343,0.008159,27.47218,0.426208,9.7e-05,12.22167,1.055819,0.002155,0.0344,0.080885,4.389743,13.2965,0.019737,0.619077,0.038889,6.140424,0.000333,47.73194,3.928004,0.000723,3.491483,7.6727,9.51007,0.00025,4.648052,728.706176757813,373.009124755859,285.266815185547,70.4302215576172,0.171076,24.03107,0.94821,5.961994,12.19388,0.001949,3.898374,15.81272,4.190635,9.520716,6.594284,0.038503,0.038301,0.142042,8.497157,67.82383,3.721848,1.924604,0.0,4.188937,0.115033,0.000227,0.112808,3.747833,3.534023,0.0,7.130329,0.001021,4.614415,0.0,0.076706,0.181568,5.029375,1.53603,46.70334,0.823601,0.008218,0.669438,0.002553,4.768811,4.033183,23.52509,0.02204,2e-06,0.014974,0.10921,0.006801,0.219994,1.974743,8.966821,0.000474,6.748297,15.99376,26.42011,6.963629,1.482748,265.0457,0.336121,3.59098,0.003092,19.96948,0.067404,0.000585,0.066313,0.361052,13.55082,12.8307,6.049516
34,2004,0.012173,2.007412,3.13985,0.0,,0.007502,0.689887,9.209687,0.068811,0.000481,0.006006,9.063491,13.73319,0.188837,6.240276,5.130185,4.345279,6.289619,19.91432,2.779266,0.083495,0.095264,,3.751088,0.125714,0.0,2.038669,142.6545,0.054503,0.088492,3.128662,0.535702,1.856811,64.19775,2.228229,15.10872,232.1216,6.686293,7.161464,50.1676,1.679564,0.003849,7.111082,0.170355,0.135021,3.417037,1.780699,0.008908,,4.746971,32.71912,0.239514,0.012214,5.579431,0.731887,5.563796,182.810287475586,4.496364,13.80912,0.866755,14.97094,2.250065,64.27602,275.811126708984,39.69175,0.000731,23.78174,0.00348,0.005697,1.323968,13.21399,0.216325,21.69959,0.000505,8.338713,0.051079,0.510517,1.701937,0.338195,,0.005486,0.007855,9.754105,0.113154,0.0,0.835291,0.032667,5.988124,1.845284,1.497521,3.77048,83.65743,239.8456,1.337564,1.861176,0.189298,0.088142,1.119152,20.23242,0.580929,0.616187,40.73521,0.685463,14.91356,0.082022,6.449629,0.003011,0.003202,15.04008,0.181913,4.143927,0.406875,3.846465,0.791809,0.035764,0.012354,4.521907,1.391684,2.839126,0.935906,1.070976,0.003909,6.121207,0.354908,7.375931,0.010288,34.71575,0.002903,,3.668525,0.027172,27.16573,0.432968,9.7e-05,12.23384,1.091155,0.002155,0.034658,0.108986,4.415959,15.25337,0.019791,0.72403,0.04413,6.265204,0.000332,48.00266,3.964901,0.000723,3.330262,8.3965,9.507045,0.00025,4.631272,766.118225097656,399.026550292969,296.502502441406,70.5892028808594,0.182062,20.49949,0.925525,6.303771,12.19277,0.001949,3.82472,17.38351,4.162639,10.67411,6.744633,0.052478,0.076569,0.142429,8.764055,66.64828,3.725752,2.140783,0.0,4.211287,0.461972,0.000227,0.107395,3.762598,3.673643,0.0,7.332103,0.001021,4.632168,0.0,0.077755,0.182972,6.14148,1.527952,48.13183,0.783618,0.008218,0.826702,0.002573,4.853831,3.176652,24.17387,0.106934,2e-06,0.014974,0.104831,0.005015,0.222568,2.185712,10.32229,0.000474,6.852859,16.11079,26.85338,7.140755,1.660613,274.4762,0.58937,3.958863,0.003121,20.95157,0.0786,0.000585,0.079044,0.432584,14.22577,13.30725,6.045768
35,2005,0.014641,2.035995,3.199004,0.0,,0.007502,0.788961,8.772078,0.054114,0.000481,0.006006,9.240076,13.70179,0.30677,6.367362,5.213177,4.363863,7.984859,19.68961,2.683345,0.068221,0.095813,,3.7976,0.125714,0.0,2.110514,133.5641,0.05511,0.095581,3.174895,0.539626,1.811065,61.74036,2.351206,16.69202,233.6009,6.450944,7.085058,51.10278,1.796259,0.003849,8.148873,0.174831,0.135021,3.547075,1.824307,0.008908,,5.918103,34.62214,0.243963,0.012182,5.70075,0.72983,5.583537,188.996368408203,4.553123,14.35466,0.865959,15.77881,2.987674,65.2537,298.256439208984,40.6686,0.000725,24.77957,0.00348,0.005719,1.554625,13.76272,0.245701,22.29231,0.000505,8.373956,0.051058,0.51684,1.726079,0.453515,,0.005486,0.00691,9.930956,0.111567,0.0,0.833353,0.018241,6.023317,1.932707,1.502534,3.892606,78.78125,241.787,1.471251,1.636346,0.199854,0.106362,1.130046,19.70238,0.572043,0.608867,38.50964,1.065064,17.69031,0.089932,6.365672,0.003045,0.003202,14.32988,0.186816,4.1761,0.399745,4.03544,0.821758,0.035797,0.012354,4.488859,1.395894,3.08704,0.905616,1.220396,0.005266,5.988841,0.346273,7.56961,0.010452,34.76966,0.002903,,3.708703,0.030759,26.61918,0.430888,9.7e-05,12.22208,1.117335,0.002155,0.034563,0.107249,4.442529,15.40562,0.018144,0.718405,0.044223,6.49142,0.000332,48.2672,3.992765,0.000723,3.541555,9.1407,9.497925,0.00025,4.22566,787.511474609375,399.014587402344,321.061553955078,67.435302734375,0.184453,20.96013,0.996151,6.430508,12.10491,0.001949,4.032548,18.6231,4.226113,9.619689,6.762787,0.040656,0.106435,0.141517,8.456296,62.92922,3.725752,1.968329,0.0,4.23388,0.099857,0.000227,0.107395,3.775974,3.548422,0.0,7.56198,0.001429,4.292046,0.0,0.078657,0.193431,7.997807,1.388136,62.05316,0.850378,0.009075,0.786031,0.002593,4.939248,3.095626,24.32731,0.121354,2e-06,0.014974,0.100943,0.004868,0.24279,2.190503,10.72174,0.000474,6.395358,16.25126,27.28498,7.409184,1.544785,274.1166,0.609197,3.993083,0.003151,21.18316,0.080035,0.000857,0.074456,0.447904,14.09095,13.72375,6.012304
36,2006,0.012004,2.136941,3.246057,0.0,,0.007502,0.860223,8.516914,0.095153,0.000481,0.006006,7.682476,16.71953,0.349343,6.460093,6.11891,4.470823,8.352973,19.41432,2.768825,0.052915,0.067844,,3.831812,0.110333,0.0,2.161621,131.463,0.039233,0.093458,3.212092,0.542538,1.919885,53.27047,2.445802,17.18754,237.481,6.589334,7.349329,51.84244,1.74351,0.003849,7.279091,0.179171,0.129282,3.742289,1.818394,0.008908,,6.878018,36.69548,0.24666,0.006819,5.587428,0.971167,5.346708,194.12907409668,3.96909,14.56979,0.865742,16.6491,2.428559,66.09029,283.436584472656,39.09086,0.00072,25.15691,0.00348,0.005743,1.770404,12.2094,0.39446,23.11538,0.000505,8.408733,0.051072,0.523226,1.75358,0.392695,,0.005486,0.005984,10.09134,0.109102,0.0,0.82214,-0.141189,5.98852,1.953597,1.523827,3.845418,74.19003,242.8553,1.468252,1.575182,0.19559,0.097165,1.208127,20.70803,0.582266,0.56504,37.97366,0.9681,18.34551,0.091833,6.13261,0.003083,0.003202,13.92028,0.19706,4.206239,0.39183,4.233306,0.846673,0.037816,0.00988,4.351868,1.401167,3.002101,1.21718,1.028539,0.005982,5.88755,0.348073,9.001152,0.01059,36.38085,0.002903,,3.74557,0.029112,27.28964,0.44701,9.7e-05,12.19267,1.158291,0.002155,0.03442,0.086605,4.469535,15.60617,0.018122,0.722223,0.035076,6.620991,0.000331,48.50219,3.939635,0.000723,3.810086,7.3801,9.463224,0.00025,3.79819,751.46044921875,382.353637695313,304.524078369141,64.5827331542969,0.196666,21.1364,1.012054,6.61927,11.91299,0.001949,4.10513,18.65639,4.161407,9.095831,6.777045,0.039468,0.095564,0.141964,8.234636,65.81762,3.725752,1.794318,0.0,4.253996,0.395976,0.000227,0.107395,3.79018,3.556962,0.0,7.900585,0.001429,4.56338,0.0,0.078591,0.193203,7.356554,1.277836,41.38321,0.855227,0.009075,0.645335,0.002619,5.013863,3.08612,24.15535,0.121354,2e-06,0.019489,0.096904,0.01116,0.210632,2.246085,12.06916,0.000474,5.439964,16.43927,27.69744,8.104283,1.767627,264.4934,0.735475,4.093346,0.003171,22.00611,0.082438,0.000857,0.064874,0.465658,15.72799,14.29563,6.163156
37,2007,0.012031,2.172999,3.315405,0.0,,0.007502,1.144937,8.57603,0.076655,0.000481,0.006006,7.412199,16.55713,0.434887,6.558664,6.818031,4.436116,8.683718,19.44356,2.719558,0.084771,0.066107,,3.831812,0.11953,0.0,2.129645,135.0499,0.034078,0.08805,3.351338,0.545236,1.854262,47.55633,2.629791,18.27194,250.0765,6.651807,7.787564,52.65894,1.876324,0.004516,7.335481,0.18364,0.134645,3.895,1.574799,0.008908,,7.037785,44.22172,0.255953,0.009835,5.677671,0.929825,5.662137,206.999893188477,4.042232,14.90746,0.862111,15.01116,2.418368,67.03347,307.505493164063,41.4804,0.000714,27.00893,0.00348,0.005767,1.562141,12.11394,0.55114,23.82837,0.000505,8.444609,0.050947,0.530527,1.781631,0.270535,,0.005486,0.009243,10.37979,0.11308,0.0,0.799487,-0.315594,5.932901,1.599419,1.529444,3.75372,73.13367,244.1949,1.465796,1.797806,0.16231,0.109552,1.238396,19.86844,0.578231,0.568961,37.19562,1.190072,18.37922,0.124221,6.04028,0.003122,0.003202,14.64666,0.211257,4.17434,0.437502,4.409313,0.85832,0.033617,0.00988,4.383195,1.406444,3.103499,1.189786,1.740884,0.005534,5.879803,0.36148,9.017222,0.01073,37.67685,0.002903,,3.78822,0.024739,27.30922,0.449088,9.7e-05,12.11731,1.192982,0.002155,0.033948,0.095401,4.503041,16.37344,0.018122,0.754083,0.035258,6.751277,0.00033,48.74134,3.994778,0.000723,4.453068,8.1111,9.431526,0.00025,3.966689,744.170104980469,350.913391113281,328.797180175781,64.4595642089844,0.203895,23.26229,0.972751,6.807789,11.31111,0.001949,3.823859,20.96278,4.205062,9.890862,6.811925,0.039781,0.055034,0.141997,9.197906,75.24469,3.725752,3.312939,0.0,4.287296,0.428743,0.000227,0.093161,3.815755,3.596048,0.0,7.959466,0.001429,3.844746,0.0,0.079564,0.1805,8.257872,1.077234,49.55676,0.837702,0.009075,0.72823,0.002646,5.091465,3.082313,24.21058,0.087966,2e-06,0.019489,0.09302,0.006633,0.305372,2.354204,12.02097,0.000474,6.133701,16.46762,28.33688,8.258348,2.439547,236.1778,1.002727,4.305732,0.00319,24.97221,0.082814,0.000857,0.060716,0.51817,14.35569,14.65467,6.16697
