,TIME_PERIOD,AFG,AGO,ALB,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,EA19,ECU,EGY,ERI,ESP,EST,ETH,EU27_2020,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OECD,OECDA,OECDE,OECDSO,OMN,PAK,PAN,PER,PHL,PNG,POL,PRK,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
18,1988,22.68454,40.79395,19.51896,59.79919,445.9118,0.0,,507.1361,176.0724,0.0,17.28383,261.996,16.07271,15.38847,163.6333,115.8032,14.13623,3.158996,0.02915,0.0,1.490027,49.92534,1699.881,,6.291181,5.894235,6.959587,9.873714,1061.622,210.2072,94.26064,6022.166,54.66274,35.58793,74.55754,8.679897,227.2895,,23.56996,116.7011,24.35067,0.0,1790.887,1.908915,43.96114,103.9967,31.97434,175.5276,5819.4248046875,63.67441,190.2337,0.0,638.8222,1.823621,0.0,7283.9501953125,126.2258,,972.2994,5.904747,1075.135,0.0,49.60749,19.62675,3.813743,2.11223,170.2032,37.89544,,617.6011,25.63007,1.645853,24.19744,145.3806,501.9992,2543.739,70.6869,319.1688,34.20835,17.49563,284.5022,1050.501,12.65206,53.93903,2766.334,0.0,71.01604,0.0,28.4372,502.7573,123.3314,15.73029,30.02461,4.753857,38.69525,36.86806,,2.209968,13.63318,1.80083,112.5986,0.0,41.58696,,688.4692,0.041209,17.31738,19.08169,111.1675,50.97311,34.29205,13.49676,,20.25921,149.5223,10.02667,32.86016,219.7142,19.32487,372.6492,121.3336,42.65984,96.89465,21433.978515625,8922.234375,8747.3173828125,3764.4272460938,20.41101,265.2264,15.35382,112.3756,207.318,18.5541,597.0981,151.004,121.0315,49.57355,20.54389,359.6121,0.0,13.97931,234.285,0.0,52.23082,64.01782,5.625845,25.77563,48.09378,0.0,0.0,,,3.018621,2.131495,140.9892,,,47.18248,21.59136,15.56244,309.1288,0.0,0.0,,48.31335,461.4052,95.08152,57.80766,0.0,32.36285,7806.723,0.0,143.7028,128.4749,,,33.6723,266.177,30.74073,36.69925
19,1989,22.01258,39.50827,20.02634,70.93757,382.7742,0.0,,539.3032,177.152,0.0,17.19969,269.1961,16.47429,14.81043,173.3913,124.7068,15.85273,3.279658,0.026766,0.0,1.76679,51.50904,1770.763,,6.720024,6.191312,8.250054,10.03604,1104.819,217.2924,103.5843,6177.936,55.18382,35.21763,81.84461,9.088896,231.5233,,25.59263,117.2993,25.88016,0.0,1833.226,1.924146,45.07724,105.6431,35.86472,179.0676,6022.0170898438,64.44228,199.9637,0.0,690.0553,1.674431,0.0,7469.8754882813,132.165,,998.391,6.099616,1082.731,0.0,51.94959,20.35296,3.957108,2.068447,174.3569,38.70882,,637.7006,26.63251,1.511206,28.07745,143.3646,532.4782,2644.897,73.65816,324.232,34.39783,18.1377,279.6555,1087.564,13.17606,41.60929,2789.579,0.0,72.65666,0.0,29.61653,569.0676,137.4676,16.80494,26.45349,4.871273,40.39929,36.90878,,2.029172,14.0357,1.653505,114.6963,0.0,42.65267,,726.1002,0.037839,16.93226,19.90432,105.297,51.57799,35.30974,14.03144,,21.12903,163.6627,9.897362,31.57947,224.1715,21.3714,386.639,128.1321,44.19859,95.25415,21838.986328125,8965.0400390625,8977.3955078125,3896.5512695313,21.70988,276.1574,14.88334,116.0733,222.9783,18.60233,585.8809,165.7987,129.7077,47.98871,24.10268,343.6536,0.0,14.6082,241.4387,0.0,55.24693,69.97978,5.604533,26.71717,48.46231,0.0,0.0,,,2.771667,1.957118,143.0981,,,38.66087,20.88405,15.52201,353.8009,0.0,0.0,,45.79703,447.4969,103.3328,59.53213,0.0,30.65809,7872.444,0.0,123.73,131.8365,,,38.30717,279.9468,30.19744,34.85993
20,1990,21.65133,36.74064,21.79176,83.39187,391.9104,0.0,1.211321,553.6195,171.6921,0.0,23.16953,271.6961,18.36589,12.78796,177.957,122.6548,14.85503,3.228378,0.027178,0.0,2.572609,45.68139,1811.693,5.707146,7.436452,3.046472,8.438416,10.82577,1056.071,215.6444,105.0961,6059.479,55.87812,36.44714,86.87722,9.609578,231.4232,1.865475,26.8383,100.6755,26.43021,0.0,1788.624,1.995768,41.09139,104.1398,37.18888,177.0618,6016.0869140625,66.93524,214.1958,0.0,701.7057,1.700244,0.0,7325.2470703125,132.5948,6.223347,1005.245,6.875053,1092.016,0.0,50.8634,21.4477,3.972068,3.01126,173.5022,37.39071,43.88509,643.3594,23.47974,1.534503,28.10024,134.5407,565.744,2676.867,76.63574,378.8681,36.17491,17.57439,364.7591,1097.959,14.43602,33.81628,2757.311,0.0,75.74139,0.0,29.96695,622.2296,60.43217,17.14698,18.55591,3.535482,39.14767,39.31516,6.039271,2.060453,14.07477,1.678996,107.973,0.0,46.60849,0.6910313,801.5818,0.038422,16.46082,20.17176,115.5137,52.71984,36.91905,14.54537,16.59609,20.62164,158.9411,9.581345,36.3273,235.0867,21.73326,391.3336,125.8969,45.74166,98.21267,23466.935546875,10283.5546875,8787.248046875,4396.1318359375,22.50722,280.6203,16.18508,96.88017,252.358,21.29104,513.3131,192.3889,134.1804,48.69855,22.4573,287.5681,0.0,14.31611,240.4643,0.0,57.37212,77.16177,6.302133,26.18666,45.81936,0.0,0.0,0.6099874,6.387374,2.814395,1.987288,145.4092,8.171736,0.9041761,36.29794,21.6352,17.16178,387.8007,0.0,0.0,4.887475,50.57577,469.2292,98.33654,60.52129,0.0,29.7899,8062.544,0.0,115.3748,130.1537,1.06462,0.8224164,47.17397,265.2407,26.70941,33.4168
21,1991,23.02003,47.10469,19.37265,84.08922,424.3929,0.0,6.736668,527.4415,207.5489,0.0,13.49111,280.5462,18.22628,17.75563,175.4531,79.81359,15.76167,3.048386,20.14961,0.0,2.498985,46.34227,1798.631,11.3992,6.80803,13.12516,8.38571,10.31204,951.1652,246.6353,102.4759,6318.075,55.35036,37.23974,86.00708,6.736329,228.022,7.149359,25.35422,128.5627,27.0849,0.0,2010.679,1.803343,41.41223,103.2906,36.53893,163.4757,6701.7001953125,65.68547,198.7821,0.0,724.7585,34.15298,0.0,8040.857421875,133.7233,11.46208,1063.165,7.005246,985.1502,0.0,60.97327,21.70153,3.832257,1.713396,178.1225,45.82742,49.31304,689.712,23.37958,27.43232,27.67711,147.0198,586.912,2709.588,124.6017,399.0703,33.1907,15.46906,233.5149,1179.474,11.8467,25.08741,2784.232,0.0,70.64198,0.0,30.82343,710.2292,114.0754,17.15199,26.20589,4.12685,41.11272,39.22594,37.74076,33.64302,14.85001,43.86257,122.0551,0.0,43.41059,4.91006,818.1238,6.424839,19.29762,17.38276,117.3635,39.94167,35.65286,13.18052,26.42052,22.72568,188.4354,10.32952,34.84008,254.0782,22.43273,395.757,120.7132,45.12794,111.264,23608.908203125,9697.62109375,9544.60546875,4366.681640625,29.0585,289.5783,14.70477,105.5481,223.4368,25.74947,577.7853,139.9489,140.9998,43.86584,22.90827,258.0021,0.0,15.4219,275.4357,0.0,50.04734,77.70562,5.838998,29.09118,38.85167,0.0,0.0,5.371722,24.23834,68.73363,22.6146,145.8131,13.98561,5.399483,45.56,32.50159,15.25717,424.5065,0.0,0.0,9.831026,60.48148,545.4963,100.5752,60.06593,0.0,29.05948,7572.48,0.0,134.1894,143.5578,5.848061,5.709288,26.4426,268.6393,26.57667,34.28029
22,1992,25.48809,69.21281,18.34108,101.8766,466.6478,10.48588,1.630109,535.3298,211.8678,20.46512,13.67711,284.0779,19.78108,28.59129,180.5788,85.17356,16.2738,3.260408,35.0832,96.42587,1.796849,47.48782,1811.628,5.594306,9.395293,5.575635,7.886208,10.81294,971.5891,236.6361,126.2032,7402.25,55.8621,37.26551,85.18312,5.919142,248.6002,2.436506,27.74139,128.8091,40.55282,0.0,2007.939,2.369866,44.83005,99.32534,44.28343,160.4062,6903.560546875,65.46355,210.5892,0.0,734.0999,108.2811,0.0,8156.443359375,135.0857,6.576949,1031.915,7.260659,1055.751,27.83998,62.74947,22.6732,4.203669,1.540627,170.1397,53.00713,62.35838,696.3723,25.35716,39.31564,24.96829,125.9773,640.3452,2835.842,126.6742,409.5208,127.482,18.9597,309.9632,1177.749,12.24438,40.73296,2826.942,236.7238,71.03477,18.52802,31.88756,760.9601,50.21113,18.42481,25.88317,3.26804,45.85466,44.04842,7.365215,72.54238,15.86786,91.49915,121.1078,24.99488,46.29955,1.13587,913.8904,21.15545,18.46007,18.62824,121.9914,47.88355,33.47055,13.797,18.82136,18.7168,204.0036,10.45513,34.48232,276.3831,24.01747,412.9262,120.1117,45.51741,86.50248,24437.5,10218.76953125,9699.033203125,4519.69775390625,31.92415,297.6642,17.48021,108.6789,238.9038,26.26366,509.0887,145.6317,146.9465,50.85376,22.93621,245.6439,1673.714,14.74541,301.6584,0.0,36.65164,97.28263,5.699643,30.17765,36.61802,44.76913,0.0,0.9074627,6.427466,80.09421,36.6738,148.3587,9.343075,1.329666,47.73107,35.39417,16.39297,459.1933,18.14488,24.35903,4.878732,61.77418,540.4451,88.7701,62.91519,516.4689,36.76521,7930.745,91.26225,217.7111,162.4915,1.236877,1.159487,32.96182,235.1395,26.18132,28.49075
23,1993,27.30405,73.73309,17.1351,85.12699,473.7528,8.738591,1.631825,543.9299,198.5647,23.86485,14.61039,262.8,19.7049,20.58086,187.6568,88.99774,17.40712,3.408564,32.1895,104.907,1.714446,50.68879,1744.005,5.199746,10.71323,4.487971,7.859585,10.21158,964.2168,225.7215,142.0694,8368.903,53.6325,39.24088,92.71516,7.073475,268.5962,2.474449,29.76731,98.14669,36.1031,149.9827,2094.346,2.44667,44.78374,101.3729,40.42385,163.3532,6748.8447265625,69.70206,209.83,7.256817,653.1832,100.5022,158.9998,8168.0908203125,125.951,6.553925,979.5778,7.563196,1009.354,17.87388,77.53963,23.37308,4.971441,0.991795,182.3636,52.34153,75.0997,730.0832,24.95976,42.35422,18.04312,135.882,690.0936,2815.344,118.3047,412.7584,82.49255,19.57496,274.7348,1042.13,12.8703,44.38878,2818.592,215.3305,58.68328,17.5208,32.42006,766.05,61.60089,18.95466,33.24851,3.031017,54.8788,45.63942,6.174643,146.2645,14.95051,59.63864,117.7198,27.05453,46.72231,1.213486,917.4047,23.9175,21.67499,18.07749,124.521,43.57702,34.97814,20.58211,19.07714,22.77868,223.119,9.181022,39.44666,285.8652,23.57977,401.8979,127.9412,48.01149,91.8248,24588.8359375,10351.0693359375,9742.634765625,4495.13134765625,30.4129,315.1215,17.19949,117.9432,251.4724,24.62636,515.635,130.9153,149.8485,53.90718,24.82899,246.742,1685.743,13.61286,329.5717,0.0,42.72745,110.9883,6.096884,32.06086,39.21246,35.13614,0.0,0.9712515,7.079365,118.7158,45.62529,138.2791,10.24003,1.475697,49.53877,34.88274,15.82127,447.3056,21.09396,17.74703,4.648655,62.59734,624.2275,99.23133,65.04928,461.8576,36.78125,8029.015,79.97432,192.4393,172.924,1.19175,1.131776,32.23766,261.6317,27.75752,36.02124
24,1994,25.11162,89.13461,17.43988,97.58927,486.3247,7.48143,1.699148,564.4293,206.3834,24.8419,12.86331,291.3575,20.7282,18.3766,186.3277,82.12367,14.94907,3.773737,21.20025,86.23827,1.67767,52.3692,1858.933,5.32891,11.19782,3.617067,8.087555,10.10336,970.0575,237.9399,145.5392,8625.562,47.40068,37.51395,86.05595,9.713254,281.6772,2.567864,32.86904,100.605,41.45136,173.9471,2191.463,2.813192,45.70159,107.2739,41.82158,160.5711,7002.89599609375,76.97502,226.4036,10.43246,684.3846,86.64735,163.1256,8436.3935546875,137.8937,6.596757,1012.768,6.967125,1091.769,14.74639,72.97269,24.56274,4.44759,1.653375,184.9044,52.46484,76.77528,862.6733,25.68857,39.76467,16.98375,146.5762,773.5087,2886.138,125.166,387.5341,80.80305,17.54508,196.6078,1092.71,13.6672,45.15276,2940.908,169.4051,65.83009,12.16677,31.36771,866.7841,54.25417,21.02025,35.46321,2.898482,53.7061,52.19501,5.430814,88.53475,15.66857,48.15161,136.0785,15.7725,45.33147,1.337757,967.9691,27.5373,27.57125,19.42987,130.7065,41.02665,34.70721,19.23054,19.02246,18.22039,227.9603,10.10767,34.8643,301.94,23.67975,462.121,130.6534,48.19999,92.74212,25672.896484375,10992.4326171875,10018.9921875,4661.47119140625,32.44483,320.2701,17.2121,132.7614,272.4558,23.95769,501.3203,163.2291,171.3444,53.4523,23.57332,236.3926,1616.356,13.36399,305.2046,0.0,40.70828,119.1328,5.592602,34.49821,41.79773,31.36987,0.0,0.8958061,5.567298,106.4832,36.03351,146.0993,10.01689,1.378911,50.7577,37.00823,14.35466,498.5185,13.06474,23.58739,4.769491,65.73353,523.853,87.12086,67.16556,354.7505,39.72584,8594.321,90.51476,183.2637,180.9179,1.197951,1.114533,37.05931,277.0287,24.42148,37.29312
25,1995,30.46248,48.65371,17.02026,103.9682,461.0772,9.771629,1.65564,623.5947,195.8335,24.13122,12.88905,294.4868,21.63079,21.56242,203.6683,96.96452,13.91985,4.623378,18.14063,94.82201,1.668936,40.20623,1953.8,5.354734,10.23381,3.385847,10.38698,11.00764,943.5842,250.157,151.9342,9465.797,52.66232,36.97879,85.55711,8.928162,286.9783,2.679555,30.0799,99.28378,40.00349,184.3502,2138.567,2.532651,52.20803,117.7537,46.81576,160.4805,7030.77685546875,80.2482,230.4864,11.32056,702.6652,72.93369,167.2075,8523.31640625,140.0192,6.351303,1030.489,7.709524,1073.576,11.97726,75.26063,30.78601,4.823331,1.656926,204.884,58.1513,77.13103,868.1468,25.81775,47.61702,17.68151,131.1918,843.4745,3002.553,132.3279,438.8497,71.85938,17.30986,192.957,1122.765,15.23916,41.77206,3076.639,146.3408,71.11919,12.51006,31.71007,931.1957,68.41631,20.73062,37.72414,2.731147,49.09896,53.31359,4.251147,80.68851,14.72978,41.31525,118.2109,18.32328,46.33955,1.702485,809.4979,29.67065,24.3277,18.44055,138.4897,37.56675,40.10951,32.55269,19.34752,22.03502,244.8049,11.42041,32.84708,306.8401,23.64835,481.7378,140.5353,50.67582,99.60805,25864.03515625,10792.2119140625,10147.830078125,4923.99462890625,37.81637,338.6215,16.262,145.2656,274.0911,21.62001,516.0129,147.8092,165.7755,56.6871,27.82038,247.3384,1481.806,10.7707,276.6815,0.0,30.4999,138.1589,6.577837,38.30997,42.97217,31.33563,0.0,0.7652558,4.915752,113.443,39.67148,151.3112,9.896856,1.371954,51.23008,38.93102,17.53008,536.1702,12.46302,24.83425,5.744864,57.73002,593.2993,161.1959,71.63268,293.3301,40.07981,8570.137,72.60675,186.852,205.7161,1.110994,0.9999048,39.05739,249.4887,25.65865,23.44339
26,1996,32.73052,49.17406,19.00312,97.13924,463.0762,11.07333,1.685159,590.9353,213.3526,25.51111,13.40027,310.1758,21.92342,24.60211,213.0611,105.1201,13.82772,4.34672,19.03117,100.5353,1.684347,57.34095,1970.781,5.836186,10.99112,3.667042,8.440435,11.97128,922.2714,233.8937,173.0992,10044.38,54.64515,40.77338,91.5601,8.254823,290.4733,2.573808,31.08819,98.49358,36.65314,190.8066,2008.905,2.415365,55.50311,122.7815,48.32148,155.7975,6891.1962890625,84.23682,230.2142,12.68328,671.6672,58.36179,185.3273,8457.77734375,141.9663,5.826408,1003.511,7.271146,1101.754,15.14657,76.25125,31.66278,4.458284,2.660069,223.1936,57.93845,81.55795,794.2852,25.92578,47.29561,16.98616,131.8942,835.7542,3204.095,148.787,467.0462,72.00835,16.70847,174.9835,1107.318,16.46827,47.33079,3110.248,132.3682,59.4945,10.45069,33.98641,1006.942,78.18811,21.35433,42.76319,2.796806,54.83044,53.32621,4.474559,75.78221,13.9832,39.60781,136.8462,17.95454,48.71194,1.79303,893.996,28.7512,29.73838,18.01159,141.6719,39.62782,39.97212,14.38985,19.39087,23.70759,263.6125,11.8022,34.86781,315.757,25.34293,478.0334,142.0784,53.39976,105.5484,26160.431640625,11042.3388671875,10129.435546875,4988.6572265625,35.86515,342.1644,15.67491,149.482,299.4668,23.27993,558.5652,148.943,181.9625,64.8549,27.67453,239.3177,1403.882,11.81429,276.5881,0.0,32.18122,170.1012,7.402416,40.76787,43.54332,31.78624,0.0,0.9033062,5.000601,119.4154,40.50865,170.8001,10.40025,1.401118,78.17155,40.25245,18.65432,581.287,9.616975,17.95691,6.29037,66.03127,623.6216,115.6998,71.95399,241.349,53.49346,8731.411,85.68196,192.0878,218.3369,1.095623,1.033045,42.15271,272.821,27.57479,40.66465
27,1997,35.5081,59.43382,19.14641,90.8009,518.8621,11.31726,1.726415,631.2946,207.061,32.0766,12.9901,295.741,22.39656,23.01566,214.6653,99.67953,14.76685,6.056781,22.11149,94.51976,2.101122,57.32096,2051.719,5.878862,13.83747,4.945604,12.79773,11.11039,980.0015,256.1589,184.903,9847.207,53.13086,41.83863,88.46548,8.088763,290.3753,2.4751,32.05708,111.2375,39.03016,192.8156,1988.171,2.190892,57.71061,122.1325,51.80811,135.4717,6817.04248046875,87.99444,242.2228,13.14603,635.0697,47.81137,188.6172,8436.55078125,137.2681,5.632899,999.1413,7.532035,1193.69,21.99727,80.33163,30.4803,4.402418,2.096487,212.0206,60.98681,80.23981,767.644,27.02913,60.98349,17.4915,145.2196,880.504,3306.857,148.9492,487.9671,50.14438,17.00352,168.7881,1117.187,16.30935,48.47386,3105.261,124.6101,67.95137,11.78053,35.18725,983.4316,70.78074,22.06709,45.25964,3.938964,53.48803,56.09665,4.698369,80.20455,15.37317,39.68998,126.8762,21.17751,47.18159,2.025106,942.4434,26.26672,22.68832,19.2998,144.4398,39.63062,40.9895,42.3984,19.80451,23.0619,282.9618,12.90653,28.27218,307.9655,27.09407,485.0222,151.0969,53.48818,104.7266,26950.85546875,11704.05859375,10253.294921875,4993.501953125,44.86517,348.2036,16.07636,152.9213,321.9763,26.80917,591.7928,143.8647,189.232,67.18256,31.32839,232.7069,1411.61,13.83696,281.7242,0.0,30.777,168.8192,5.989182,43.33448,42.28345,30.46953,0.0,0.8806126,5.454045,119.714,41.05626,174.1778,10.37558,1.525088,74.6283,42.12196,18.2614,555.4509,10.98185,25.04724,7.614741,62.0653,650.4951,88.56424,70.06688,240.9227,73.33259,9274.278,83.23873,211.3462,231.2017,1.160031,1.111252,43.09776,283.8326,27.45491,43.45222
28,1998,40.53338,60.65882,20.97187,104.0395,571.6827,12.62821,1.59007,650.7691,207.0141,30.14543,12.99948,340.5409,22.12372,25.13039,240.6301,110.7028,15.82324,7.726634,24.59303,92.41079,2.096889,61.85183,2110.936,5.874117,10.73929,4.768791,13.9567,11.71387,985.4955,300.815,201.5198,10219.28,50.15283,47.9682,99.07359,9.288821,291.1246,2.4613,37.484,114.0121,42.82494,186.0158,2225.178,2.964274,56.60988,169.3716,57.60899,152.3357,7497.54736328125,97.17202,258.4757,16.3577,728.6248,45.58238,181.7236,9207.77734375,169.3195,4.225135,1057.53,9.16328,1217.165,22.04036,94.92905,31.85926,4.507009,2.802398,239.7812,69.23338,79.59116,767.9598,26.78389,66.35849,17.47919,150.7191,646.1654,3382.188,114.761,526.2738,53.8352,19.34139,173.7686,1238.681,16.06585,47.53743,2946.898,141.9844,82.49546,12.14771,32.02374,691.3401,78.30405,20.175,42.92241,4.498926,53.17574,58.71659,4.142882,98.03357,18.02724,51.59146,139.5979,17.47075,47.26707,1.922941,1026.932,35.64509,25.91317,20.85835,139.5,41.53859,42.23158,26.50151,19.09477,25.46523,182.4746,13.27637,32.2021,361.6114,27.32209,525.7902,183.376,53.99791,98.89202,28068.447265625,12336.5234375,11170.2548828125,4561.66796875,53.95752,373.0738,19.30396,152.1474,290.5744,24.22759,603.1204,82.45238,209.3851,62.97231,33.57959,221.0728,1152.441,15.40219,294.3635,0.0,37.39695,217.1552,5.877558,41.88333,43.63341,38.3283,0.0,0.5861948,4.789794,108.0551,55.96858,202.8688,10.56729,1.627753,84.25253,44.82938,18.10476,400.2627,12.94891,33.55861,7.49302,66.41708,703.5976,104.4313,83.62914,212.746,79.29979,9793.968,78.01689,234.8028,254.6774,0.9969234,0.9816951,47.01088,272.6779,29.24097,32.31834
29,1999,32.14064,60.50555,22.83251,116.558,542.455,12.56175,1.617401,622.9715,221.9327,33.97052,11.76824,337.317,23.86571,27.56035,251.4579,131.8718,13.78938,6.633169,25.58746,80.27242,2.367271,64.10536,2039.899,5.700336,9.758578,7.254388,16.54551,11.39478,971.5444,284.5799,184.3755,10471.16,53.11521,47.94199,90.10553,8.634442,281.9424,2.776275,37.36842,120.9444,56.38326,175.8568,2233.095,2.733131,56.56084,175.4769,57.30052,154.4903,7819.1552734375,80.25993,279.5175,16.0231,762.1718,47.83664,176.0658,9540.9033203125,194.4012,5.192059,1079.289,7.510215,1286.106,21.33664,97.29738,35.00371,5.149716,3.099072,250.4725,75.45296,75.85502,725.2031,27.70775,64.08958,21.24859,153.4407,660.3371,3512.62,188.5815,482.2804,79.28213,18.53256,194.2403,1298.535,14.47837,51.68894,2823.63,144.6035,78.3396,12.46623,31.74157,783.3504,74.13567,20.64368,46.2339,4.896926,57.53946,61.83228,4.551272,97.62419,24.16124,48.60189,145.5033,14.97522,48.24202,2.061238,1068.617,34.98887,28.67908,19.69871,150.0228,43.40271,41.82804,16.7087,17.3265,30.30908,179.3871,11.23148,33.63531,347.6732,29.6552,557.1999,193.7247,55.98927,96.09547,28665.005859375,12657.177734375,11487.5400390625,4520.28759765625,59.36107,388.0547,17.33492,161.1606,280.3672,18.69814,623.73,91.87656,245.9865,59.98376,22.43326,193.3972,988.1317,15.54816,278.3265,0.0,38.89882,153.838,6.450326,39.6034,48.25353,31.90806,0.0,0.658117,4.273301,98.58681,57.28051,203.8851,10.47415,1.610744,90.31346,47.31564,19.41284,425.6405,11.89313,46.27009,6.657055,74.37161,629.1343,103.2545,90.60581,195.0191,86.094,10113.33,98.01582,237.1605,268.0708,0.9669049,0.9793114,50.77094,260.9413,31.20755,34.7013
30,2000,38.6715,56.92513,29.54991,124.5069,529.687,19.03791,1.76365,632.3804,216.1297,41.78847,11.80204,348.9662,21.13031,22.0116,269.6403,113.7932,15.51348,7.37546,27.95033,84.65054,2.868714,64.03645,2050.405,5.589303,9.889339,4.321523,13.83521,11.26864,980.8041,284.7205,198.5476,10720.63,51.08146,47.39312,100.7129,6.940872,279.5701,2.840089,32.37144,95.25649,49.96085,189.4083,2093.154,2.371004,60.46383,169.1451,56.43061,150.1364,7527.603515625,76.31297,259.7319,12.59317,756.3997,31.91873,187.0376,9243.9990234375,191.0834,4.67116,1038.552,6.686095,1290.052,17.89053,95.91597,33.46391,5.045768,2.861792,240.489,71.22069,114.9363,794.353,30.2841,55.1328,21.82067,148.0067,683.9586,3494.947,187.056,520.2899,97.80518,15.7993,205.9567,1250.489,14.72617,52.11863,3061.355,128.1549,75.7882,12.39523,29.64626,921.2829,67.05168,22.88855,46.36566,4.817746,51.65835,68.86416,4.489688,90.13351,21.20814,47.22155,144.8994,16.3434,46.58382,2.040776,1169.153,36.3536,27.2876,20.03237,148.6577,38.43011,41.64107,27.82892,19.49244,32.12432,242.6356,11.9856,26.90823,316.3508,29.39871,550.788,184.7994,58.62508,92.28838,29434.4140625,13262.67578125,11258.474609375,4913.26318359375,72.86017,374.5861,16.93755,158.0041,290.1532,12.54333,643.6588,96.20041,266.6668,56.4907,29.88332,181.1941,985.7458,14.46498,313.8207,0.0,36.0341,152.9432,5.671253,41.53522,43.53949,39.71456,0.0,0.770651,4.154836,65.80556,61.5489,216.0565,10.98499,1.89737,82.52289,48.41039,16.94355,447.3434,9.670806,33.14934,6.596069,75.63906,659.2181,105.21,88.00661,214.6971,82.1767,10602.23,68.60875,233.7182,292.0907,0.8873444,0.9997678,54.76979,284.4837,31.95896,37.16405
31,2001,37.82868,63.96294,27.23487,130.7665,501.6831,18.16982,1.615979,665.7875,207.4352,46.34759,13.96989,340.8106,27.24434,24.91561,271.8765,131.6121,14.22989,6.347038,30.191,83.66788,2.594116,60.97962,2072.227,4.824132,9.27345,4.529236,11.88344,11.78939,969.8748,286.6484,203.4509,11351.77,51.42974,46.62476,101.0263,9.302161,268.4277,2.801377,33.32254,93.10876,47.78315,195.2352,1889.63,1.90542,63.33804,164.5463,52.24222,159.8803,7478.04638671875,91.02163,260.1198,12.3743,825.7157,34.85141,198.26,9201.796875,193.6749,4.703105,1050.741,6.075519,1292.987,20.52099,105.4852,34.019,3.968842,3.870774,279.027,76.5871,80.45885,738.274,29.18142,64.04976,21.32479,150.41,756.8814,3689.497,206.12,565.6506,134.8212,14.84393,195.1135,1256.146,14.21955,52.99857,2981.45,165.6391,85.07274,13.09583,30.5049,958.3107,72.42873,22.80572,57.8623,5.087992,57.29884,66.58289,4.594862,89.95322,20.55319,43.12363,150.43,16.32234,45.38637,2.007393,1198.048,35.42235,24.33926,22.34308,153.3219,37.72628,37.47356,29.51466,18.87719,31.8557,249.9559,12.08421,28.4807,330.1586,30.60122,570.6321,195.0424,61.66535,95.84125,29011.986328125,13075.59375,11039.8896484375,4896.5029296875,88.88958,362.9037,16.75987,160.4821,297.0077,23.37511,590.6695,112.5207,272.1706,60.13553,37.72215,212.472,1116.766,15.12213,350.9824,0.0,44.21704,187.7979,6.729933,39.97274,29.37471,48.03297,0.0,0.6234779,4.789876,65.78501,61.55063,214.7556,11.39186,1.798694,87.16558,51.94595,17.53487,470.593,11.12271,56.48412,7.191575,76.98543,526.8314,117.1281,88.49633,265.3878,74.2627,10402.47,68.23364,254.6722,313.4559,0.8755383,0.897319,51.37614,271.8455,34.98123,41.8457
