TIME_PERIOD,index,OECD_MATERIAL_RESOURCES_DMC_AUT,OECD_MATERIAL_RESOURCES_DMC_CHN,OECD_MATERIAL_RESOURCES_DMC_DEU,OECD_MATERIAL_RESOURCES_DMC_DNK,OECD_MATERIAL_RESOURCES_DMC_EA19,OECD_MATERIAL_RESOURCES_DMC_EU27_2020,OECD_MATERIAL_RESOURCES_DMC_OECDA,OECD_MATERIAL_RESOURCES_DMC_OECDSO,OECD_MATERIAL_RESOURCES_DMC_POL,OECD_MATERIAL_RESOURCES_DMC_SWE,OECD_MATERIAL_RESOURCES_DMC_USA,OECD_MATERIAL_RESOURCES_MF_CHN,OECD_MATERIAL_RESOURCES_MF_OECDA,OECD_MATERIAL_RESOURCES_MF_OECDSO,OECD_MATERIAL_RESOURCES_MF_USA,OECD_MEI_BTS_COS_SP_AUT,OECD_MEI_BTS_COS_SP_CHE,OECD_MEI_BTS_COS_SP_DEU,OECD_MEI_BTS_COS_SP_DNK,OECD_MEI_BTS_COS_SP_EA19,OECD_MEI_BTS_COS_SP_POL,OECD_MEI_BTS_COS_SP_SWE,OECD_MEI_CLI_CBC_AUT,OECD_MEI_CLI_CBC_CHE,OECD_MEI_CLI_CBC_CHN,OECD_MEI_CLI_CBC_DEU,OECD_MEI_CLI_CBC_DNK,OECD_MEI_CLI_CBC_EA19,OECD_MEI_CLI_CBC_EU27_2020,OECD_MEI_CLI_CBC_OECD,OECD_MEI_CLI_CBC_OECDE,OECD_MEI_CLI_CBC_POL,OECD_MEI_CLI_CBC_SWE,OECD_MEI_CLI_CBC_USA,OECD_MEI_CLI_CCP_AUT,OECD_MEI_CLI_CCP_CHE,OECD_MEI_CLI_CCP_CHN,OECD_MEI_CLI_CCP_DEU,OECD_MEI_CLI_CCP_DNK,OECD_MEI_CLI_CCP_EA19,OECD_MEI_CLI_CCP_EU27_2020,OECD_MEI_CLI_CCP_OECD,OECD_MEI_CLI_CCP_OECDE,OECD_MEI_CLI_CCP_POL,OECD_MEI_CLI_CCP_SWE,OECD_MEI_CLI_CCP_USA,OECD_MEI_CLI_CLI_CHN,OECD_MEI_CLI_CLI_DEU,OECD_MEI_CLI_CLI_USA,OECD_MEI_FIN_IRII_AUT,OECD_MEI_FIN_IRII_CHE,OECD_MEI_FIN_IRII_CHN,OECD_MEI_FIN_IRII_DEU,OECD_MEI_FIN_IRII_DNK,OECD_MEI_FIN_IRII_EA19,OECD_MEI_FIN_IRII_POL,OECD_MEI_FIN_IRII_USA,OECD_MEI_FIN_IRLT_AUT,OECD_MEI_FIN_IRLT_CHE,OECD_MEI_FIN_IRLT_DEU,OECD_MEI_FIN_IRLT_DNK,OECD_MEI_FIN_IRLT_EA19,OECD_MEI_FIN_IRLT_POL,OECD_MEI_FIN_IRLT_SWE,OECD_MEI_FIN_IRLT_USA,OECD_MEI_FIN_IRN_CHE,OECD_MEI_FIN_IRN_CHN,OECD_MEI_FIN_IRN_DNK,OECD_MEI_FIN_IRN_EA19,OECD_MEI_FIN_IRN_POL,OECD_MEI_FIN_IRN_SWE,OECD_MEI_FIN_IRRE_AUT,OECD_MEI_FIN_IRRE_CHE,OECD_MEI_FIN_IRRE_CHN,OECD_MEI_FIN_IRRE_DEU,OECD_MEI_FIN_IRRE_DNK,OECD_MEI_FIN_IRRE_EA19,OECD_MEI_FIN_IRRE_POL,OECD_MEI_FIN_IRRE_SWE,OECD_MEI_FIN_IRRE_USA,OECD_MEI_FIN_IRST_AUT,OECD_MEI_FIN_IRST_CHE,OECD_MEI_FIN_IRST_CHN,OECD_MEI_FIN_IRST_DEU,OECD_MEI_FIN_IRST_DNK,OECD_MEI_FIN_IRST_EA19,OECD_MEI_FIN_IRST_POL,OECD_MEI_FIN_IRST_SWE,OECD_MEI_FIN_IRST_USA,OECD_MEI_REAL_PRC_AUT,OECD_MEI_REAL_PRC_DEU,OECD_MEI_REAL_PRC_EU27_2020,OECD_MEI_REAL_PRC_POL,OECD_MEI_REAL_PRC_SWE,OECD_MEI_REAL_PRC_USA,OECD_MEI_REAL_PRI_AUT,OECD_MEI_REAL_PRI_CHE,OECD_MEI_REAL_PRI_DEU,OECD_MEI_REAL_PRI_DNK,OECD_MEI_REAL_PRI_EU27_2020,OECD_MEI_REAL_PRI_OECD,OECD_MEI_REAL_PRI_OECDE,OECD_MEI_REAL_PRI_POL,OECD_MEI_REAL_PRI_SWE,OECD_MEI_REAL_PRI_USA,OECD_MEI_REAL_PRM_AUT,OECD_MEI_REAL_PRM_CHE,OECD_MEI_REAL_PRM_DEU,OECD_MEI_REAL_PRM_DNK,OECD_MEI_REAL_PRM_EU27_2020,OECD_MEI_REAL_PRM_POL,OECD_MEI_REAL_PRM_SWE,OECD_MEI_REAL_PRM_USA,OECD_PRICES_CPI_CPI_AUT,OECD_PRICES_CPI_CPI_CHE,OECD_PRICES_CPI_CPI_DEU,OECD_PRICES_CPI_CPI_DNK,OECD_PRICES_CPI_CPI_EU27_2020,OECD_PRICES_CPI_CPI_POL,OECD_PRICES_CPI_CPI_SWE,OECD_PRICES_CPI_CPI_USA,OECD_PRICES_CPI_FHE_AUT,OECD_PRICES_CPI_FHE_CHE,OECD_PRICES_CPI_FHE_DEU,OECD_PRICES_CPI_FHE_DNK,OECD_PRICES_CPI_FHE_EU27_2020,OECD_PRICES_CPI_FHE_POL,OECD_PRICES_CPI_FHE_SWE,OECD_PRICES_CPI_FHE_USA,OECD_PRICES_CPI_HWE_AUT,OECD_PRICES_CPI_HWE_CHE,OECD_PRICES_CPI_HWE_DEU,OECD_PRICES_CPI_HWE_DNK,OECD_PRICES_CPI_HWE_EU27_2020,OECD_PRICES_CPI_HWE_POL,OECD_PRICES_CPI_HWE_SWE,OECD_PRICES_CPI_HWE_USA,OECD_QNA_GDP_AUT,OECD_QNA_GDP_CHE,OECD_QNA_GDP_CHN,OECD_QNA_GDP_DNK,OECD_QNA_GDP_EU27_2020,OECD_QNA_GDP_OECD,OECD_QNA_GDP_OECDE,OECD_QNA_GDP_POL,OECD_QNA_GDP_SWE,OECD_QNA_GDP_USA,OECD_STLABOUR_MUE_AUT,OECD_STLABOUR_MUE_DEU,OECD_STLABOUR_MUE_DNK,OECD_STLABOUR_MUE_EU27_2020,OECD_STLABOUR_MUE_POL,OECD_STLABOUR_MUE_SWE,OECD_STLABOUR_MUE_USA
2013-11-01,165,17.55544,330.4233,45.70837,6.626644,188.496368408203,285.916656494141,299.820068359375,58.2477111816406,21.01482,50.741,189.9592,31145.79,12869.62890625,4884.95556640625,9349.846,1.2,-12.05,-8.8,-14.2,-16.0,-10.6,-5.4,99.96798,100.7123,99.56718,100.9234,101.1184,100.295,100.2063,100.4242,100.4075,99.74548,99.29269,100.5209,99.93313,100.9063,97.51839,101.2149,101.2185,99.00822,98.92197,99.51457,99.57495,99.39429,101.0335,98.94547,101.2277,100.7779,100.7426,0.1031,-0.08,3.25,0.1031,-0.0227,0.1031,2.75,0.08,2.0781,1.031,1.677143,1.797,3.171175,4.38,2.3,2.72,0.9128143,6.137621,5.527966,0.7413595,3.101462,6.584357,100.366,92.5123,90.32525,102.5933,101.8645,105.9349,101.7392,108.4598,87.95334,0.223381,-0.01695406,6.43,0.223381,0.2535714,0.223381,2.65,0.92,0.12,103.922,103.6725,99.88926,86.30719,88.07906,86.52033,99.55502,101.3,99.64562,98.88847,97.33191,98.46208,97.03228,95.87418,99.75214,99.30202,97.66087,99.6,102.7,96.19067,96.4585,94.22987,100.3966,99.78404,0.0,-0.3,0.2,-0.3,-0.1,-0.2,-0.1,-0.4,0.1,0.1,0.1,0.0,0.1,0.2,0.6,-0.4,0.1,0.0,-0.1,-0.2,-0.1,0.1,0.2,-0.2,0.441835115,0.199739492,1.6,0.022737625,0.371963,0.563530185,0.382075,0.56006269,0.796475803,0.871741753,6.0,4.8,7.6,11.5,10.2,8.2,6.9
2013-12-01,166,17.55544,330.4233,45.70837,6.626644,188.496368408203,285.916656494141,299.820068359375,58.2477111816406,21.01482,50.741,189.9592,31145.79,12869.62890625,4884.95556640625,9349.846,5.3,-13.88,-5.4,-10.9,-17.1,-10.4,-0.9,100.0061,100.7947,99.32607,100.9311,101.1423,100.3657,100.2934,100.3969,100.4033,99.82093,99.334,100.3849,99.69598,101.0276,97.70834,101.3788,101.1829,99.16248,99.09182,99.59882,99.66547,99.45591,101.1014,99.25048,101.1302,100.8424,100.7365,0.1686,0.01,3.25,0.1686,-0.0183,0.1686,2.75,0.09,2.1718,1.253,1.797778,1.885,3.31316,4.416667,2.39,2.9,0.8941636,6.1172,5.44415,0.7297122,3.04815,6.543941,101.1313,93.17451,91.4443,103.5238,102.2193,107.5916,102.3956,108.1555,87.93938,0.2735,0.01743492,6.96,0.2735,0.25875,0.2735,2.71,0.82,0.14,105.4484,103.3273,100.6645,82.10684,89.06732,88.23524,99.4631,102.4,99.83892,99.69337,97.11846,98.45156,96.78767,93.13882,100.0953,99.51598,96.67439,101.4,102.9,97.65736,96.4585,91.71708,100.6287,99.62507,0.8,0.2,0.5,-0.1,0.3,0.1,0.3,-0.1,0.0,-0.7,0.0,-1.0,0.0,-0.2,-0.1,-0.2,0.2,0.3,0.0,0.1,0.1,0.0,-0.4,0.4,0.441835115,0.199739492,1.6,0.022737625,0.371963,0.563530185,0.382075,0.56006269,0.796475803,0.871741753,5.9,4.9,6.9,11.4,10.2,8.2,6.7
2014-01-01,167,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,0.6,-10.97,-5.9,-7.6,-17.7,-11.5,3.9,100.0729,100.8125,99.0179,100.9408,101.4309,100.4121,100.3593,100.3494,100.3902,99.94619,99.37599,100.2045,99.52361,101.1224,97.94933,101.5202,101.1286,99.34525,99.27972,99.65272,99.78859,99.46156,101.0436,99.42391,100.9937,100.8639,100.7251,0.1961,-0.12,3.25,0.1961,-0.0138,0.1961,2.75,0.07,2.1311,0.983,1.755909,1.856,3.212434,4.42,2.37,2.86,0.9035,6.103916,5.479257,0.7340835,3.065513,6.486191,100.6106,92.56148,93.3846,103.0688,102.1469,107.0153,102.8066,108.6312,88.82642,0.2920454,-0.0433244,6.76,0.2920454,0.2763043,0.2920454,2.71,0.73,0.12,109.9004,105.3984,101.3289,81.20676,90.05559,88.97433,100.842,100.7,99.16237,100.1533,96.90501,98.73378,97.06075,94.9168,100.0953,99.13515,98.64734,100.7,102.3,96.55734,96.56664,94.36948,100.0484,98.56194,-1.1,-0.6,-0.7,-0.2,-0.9,0.1,-1.2,0.4,-0.5,-0.2,0.0,-0.1,-0.6,0.2,-1.3,0.3,0.4,0.3,0.2,0.5,0.3,0.2,0.3,1.2,-0.240457921,0.52603485,1.8,0.011035271,0.411862,0.356331852,0.697226,1.281819883,0.452772155,-0.345095985,6.2,4.8,7.5,11.4,10.3,8.3,6.6
2014-02-01,168,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,1.8,-11.63,-3.9,-7.7,-14.8,-11.1,4.8,100.2394,100.7858,98.80798,100.9626,101.5573,100.444,100.4073,100.3902,100.4241,100.0401,99.4155,100.255,99.42973,101.1523,98.36841,101.5813,101.0211,99.52242,99.45689,99.70026,99.92467,99.533,100.8993,99.494,100.8427,100.8307,100.743,0.1567,-0.15,3.25,0.1567,-0.0118,0.1567,2.75,0.07,1.952,0.951,1.5585,1.673,3.088742,4.47,2.23,2.71,0.894215,6.113266,5.46368,0.731746,3.05719,6.497665,100.5978,93.15278,93.11505,103.5153,102.5898,107.6804,103.0602,108.3433,89.00245,0.2881,-0.04796675,5.14,0.2881,0.268,0.2881,2.71,0.73,0.13,104.1764,105.1683,101.1074,88.40736,92.27918,88.27029,99.64695,100.7,99.16237,100.7282,97.54536,99.08555,97.35308,94.64326,99.98093,99.88589,98.55766,101.6,102.4,99.61295,97.43174,93.81107,100.3966,99.48335,0.3,0.0,0.6,0.6,0.3,0.1,0.5,0.4,0.7,0.4,-0.1,0.3,0.2,-0.1,0.5,-0.2,0.3,0.0,0.2,0.8,0.2,0.0,-0.2,0.4,-0.240457921,0.52603485,1.8,0.011035271,0.411862,0.356331852,0.697226,1.281819883,0.452772155,-0.345095985,5.9,4.8,6.9,11.4,10.3,8.2,6.7
2014-03-01,169,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,1.0,-11.39,-3.7,-8.7,-15.5,-9.5,1.9,100.274,100.7058,98.786,100.9758,101.6332,100.4516,100.4378,100.4632,100.5287,100.0763,99.55092,100.3633,99.38651,101.0863,98.74619,101.5834,100.9912,99.68419,99.64384,99.78878,100.1248,99.70046,100.8064,99.52639,100.6958,100.7416,100.7904,0.1919,-0.15,3.25,0.1919,-0.0162,0.1919,2.75,0.08,1.8675,0.955,1.508571,1.614,2.886508,4.25,2.16,2.72,0.8811048,6.136905,5.399886,0.7231647,3.039457,6.413986,101.4912,93.91481,90.62848,103.8825,102.7131,108.9444,102.7702,108.5061,89.36359,0.3053333,-0.04000586,4.84,0.3053333,0.2929762,0.3053333,2.71,0.73,0.12,103.922,102.6369,101.7719,87.30727,91.29092,88.29033,98.35999,100.7,99.45232,98.31353,96.90501,99.37332,96.86966,94.36973,97.57864,100.8738,97.12279,100.8,102.8,97.65736,96.78291,93.81107,96.33427,100.3439,0.9,0.5,0.2,0.1,0.8,0.2,0.0,0.8,0.5,0.5,0.4,0.5,0.4,0.0,0.1,-0.1,0.0,-0.1,-0.1,-0.1,0.0,0.0,-0.1,0.7,-0.240457921,0.52603485,1.8,0.011035271,0.411862,0.356331852,0.697226,1.281819883,0.452772155,-0.345095985,6.3,4.8,6.7,11.3,10.1,8.3,6.7
2014-04-01,170,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-6.5,-11.29,-5.3,-6.2,-17.6,-8.8,13.8,100.1962,100.5748,98.92323,100.9549,101.1945,100.4111,100.4209,100.523,100.6416,100.1374,99.73037,100.4561,99.35064,100.9855,98.65951,101.6036,101.0496,99.7795,99.7676,99.8995,100.303,99.87243,100.8035,99.60113,100.5556,100.6045,100.8479,0.2539,-0.15,3.25,0.2539,0.005,0.2539,2.75,0.09,1.7683,0.86,1.4565,1.565,2.610342,4.1,2.06,2.71,0.8825773,6.15511,5.404382,0.7240891,3.029764,6.543327,101.4306,93.4054,88.36188,103.2028,102.7848,108.1091,102.8348,106.4948,89.10349,0.32975,-0.0292094,4.64,0.32975,0.3061842,0.32975,2.72,0.7,0.12,102.5228,102.4068,101.4396,82.20685,91.78505,89.50623,99.0954,101.5,99.06572,98.5435,98.39915,99.40423,97.81152,95.87418,98.37941,100.9568,97.9299,101.8,102.5,97.41292,98.29684,95.06747,98.53951,100.3247,0.1,0.1,-0.2,0.1,0.1,0.0,0.4,0.4,0.1,0.1,0.0,-0.7,0.1,-0.1,-0.2,-0.1,0.1,0.1,0.2,0.1,-0.1,0.0,-0.1,-0.7,0.63893568,0.824591513,1.9,0.086713346,0.2626,0.486594121,0.228628,1.111552175,0.494223815,1.291842129,5.5,4.8,6.7,11.1,9.8,8.3,6.2
2014-05-01,171,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-7.4,-12.86,-7.4,-8.7,-17.9,-8.8,10.0,100.0573,100.5,99.17883,100.9028,100.3149,100.3146,100.3291,100.5341,100.6634,100.1815,99.78613,100.5173,99.35743,100.927,98.45193,101.6385,101.2828,99.83287,99.85236,99.95352,100.3979,100.1003,100.8703,99.59195,100.4363,100.4251,100.8977,0.248,-0.16,3.25,0.248,0.0897,0.248,2.75,0.09,1.6199,0.77,1.327143,1.469,2.555003,3.800476,1.88,2.56,0.8879591,6.162883,5.433918,0.7281082,3.042041,6.572495,101.5599,93.08183,87.74786,102.6646,102.3248,106.7882,102.3339,106.296,88.96835,0.3245714,-0.03160255,4.5,0.3245714,0.3475,0.3245714,2.72,0.66,0.11,100.8692,99.64522,99.00332,82.20685,89.56145,90.67079,97.44074,99.8,98.58247,97.96857,97.54536,99.22704,96.77644,94.5065,95.40515,101.3652,96.04663,99.8,101.5,96.06844,96.99919,93.39227,96.79853,100.6128,0.1,0.1,-0.2,0.0,-0.1,-0.1,0.1,0.4,0.1,0.4,-0.1,0.6,0.0,0.2,0.1,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.63893568,0.824591513,1.9,0.086713346,0.2626,0.486594121,0.228628,1.111552175,0.494223815,1.291842129,5.9,4.7,6.8,11.0,9.5,7.8,6.3
2014-06-01,172,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-4.3,-13.19,-7.5,-8.7,-16.0,-8.4,5.8,99.76756,100.4537,99.44675,100.79,99.49491,100.1917,100.2165,100.5181,100.6042,100.2271,99.93471,100.5625,99.438,100.9615,98.44967,101.6221,101.5878,99.82127,99.86139,99.96555,100.3975,100.1596,100.9041,99.57416,100.3415,100.2211,100.9327,0.0758,-0.15,3.25,0.0758,0.1046,0.0758,2.75,0.1,1.6506,0.714,1.264286,1.377,2.275677,3.54,1.8,2.6,0.8960238,6.156362,5.485781,0.7355753,3.043581,6.680114,101.3905,92.43627,87.73189,102.5964,102.1217,105.8802,102.7958,105.5073,89.19691,0.2414286,-0.012441,4.59,0.2414286,0.3639474,0.2414286,2.68,0.58,0.11,101.6324,101.7164,99.77852,85.50713,90.54972,89.20529,101.0258,104.7,98.67912,96.12878,97.11846,99.46238,97.1086,94.78003,97.46425,101.7005,100.7996,106.2,101.6,97.77959,96.56664,94.64867,97.72705,100.9268,0.0,-0.1,0.4,-0.1,0.1,0.0,0.2,0.2,0.1,-0.1,0.1,-2.1,0.0,-0.3,-0.2,0.2,0.2,0.1,0.1,0.1,0.0,-0.1,-0.5,1.2,0.63893568,0.824591513,1.9,0.086713346,0.2626,0.486594121,0.228628,1.111552175,0.494223815,1.291842129,6.2,4.7,7.0,10.9,9.2,8.3,6.1
2014-07-01,173,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-11.3,-16.74,-11.0,-9.9,-17.0,-7.5,4.1,99.50298,100.3736,99.63707,100.6533,99.24358,100.1122,100.1435,100.5231,100.5163,100.2356,100.0982,100.6657,99.45989,101.0295,98.46691,101.5069,101.8103,99.73221,99.7839,99.94154,100.3217,100.0628,100.8373,99.57485,100.2734,100.0115,100.9484,0.0433,-0.15,3.25,0.0433,0.0814,0.0433,2.75,0.09,1.4656,0.616,1.114348,1.235,2.158331,3.34,1.6,2.54,0.8969434,6.1675,5.507535,0.738857,3.059739,6.816048,100.6968,92.00785,87.96998,102.7033,101.9797,105.3189,102.3958,103.3539,88.8191,0.2050435,0.03333334,4.57,0.2050435,0.3778261,0.2050435,2.67,0.26,0.13,100.9964,101.3712,99.55703,83.50696,91.16739,89.47771,98.17615,100.5,100.3222,98.5435,97.97225,99.78458,97.79075,96.42124,95.74833,101.9167,97.39182,100.4,103.7,97.53514,97.86429,95.90508,96.33427,101.3592,-0.7,0.0,0.2,-0.2,-0.5,-0.2,-0.3,-0.1,-0.5,-1.2,-0.1,1.3,-0.6,0.2,-0.4,-0.2,0.1,0.0,0.0,0.2,0.0,0.0,-0.2,0.3,-0.009116407,0.584934008,1.8,1.463354302,0.542822,0.784113175,0.726039,0.79528216,0.683471,1.215391409,6.1,4.7,6.5,10.9,8.9,8.0,6.2
2014-08-01,174,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-8.0,-18.45,-7.0,-6.8,-15.8,-7.0,2.8,99.47565,100.2969,99.57653,100.4616,99.52612,100.0278,100.0596,100.5402,100.4387,100.1393,100.223,100.8039,99.45341,101.0425,98.48228,101.2798,101.8315,99.57532,99.62607,99.92233,100.2122,100.0618,100.6562,99.6613,100.2255,99.81356,100.9482,0.0179,-0.1,3.25,0.0179,0.0841,0.0179,2.75,0.09,1.2798,0.529,0.9561905,1.066,1.989888,3.36,1.58,2.42,0.9097952,6.160614,5.598781,0.75092,3.146852,6.89901,100.7536,92.04517,89.42836,102.6157,101.6208,105.1756,100.815,103.5613,89.39616,0.1915714,0.038,4.47,0.1915714,0.3665476,0.1915714,2.59,0.22,0.13,100.3604,101.8314,99.77852,82.60688,93.39098,89.57306,97.25689,101.4,96.74613,101.0732,96.26467,98.71004,96.15559,95.60064,97.34985,101.7549,96.22599,100.5,99.7,98.14626,95.80968,94.64867,98.53951,100.7825,0.0,-0.3,0.1,-0.1,0.1,-0.3,0.0,-0.3,-0.8,-0.4,-0.1,0.8,0.1,-0.2,0.0,-0.4,0.1,0.3,0.1,0.0,0.1,0.1,0.4,-0.1,-0.009116407,0.584934008,1.8,1.463354302,0.542822,0.784113175,0.726039,0.79528216,0.683471,1.215391409,6.0,4.7,7.1,10.8,8.7,8.2,6.1
2014-09-01,175,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-5.3,-16.96,-11.6,-7.9,-17.0,-6.9,8.8,99.36127,100.2575,99.40779,100.276,99.46651,99.96446,100.0016,100.5127,100.3833,100.0542,100.1585,100.8202,99.45407,100.9309,98.53723,101.1157,101.6962,99.47145,99.5228,99.93391,100.1139,100.1069,100.4412,99.8579,100.1879,99.65749,100.9353,0.0066,-0.1,3.25,0.0066,0.0589,0.0066,2.75,0.09,1.221,0.589,0.9213637,0.959,1.848471,3.1009,1.51,2.53,0.9353637,6.152075,5.771241,0.7751895,3.245659,7.123023,101.1224,91.94041,91.6462,101.9539,101.4221,103.6799,100.4852,103.0913,90.45876,0.09709091,0.025,4.44,0.09709091,0.2868182,0.09709091,2.28,0.19,0.12,101.378,101.3712,99.44629,84.80707,92.52625,90.07318,98.54385,101.3,99.16237,99.11844,97.33191,99.59132,97.57727,96.28448,95.29076,102.0617,97.75054,100.6,102.1,97.53514,96.89105,95.62587,95.98607,100.7809,0.9,0.5,0.0,0.3,0.4,-0.1,0.2,0.0,0.4,-0.2,0.0,0.0,0.2,0.0,-0.3,-0.1,0.3,0.0,0.0,-0.8,0.0,0.1,0.3,-0.1,-0.009116407,0.584934008,1.8,1.463354302,0.542822,0.784113175,0.726039,0.79528216,0.683471,1.215391409,6.1,4.7,7.2,10.8,8.5,7.9,5.9
2014-10-01,176,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-7.0,-19.93,-9.8,-8.5,-17.5,-6.5,-1.3,99.26412,100.2306,99.14462,100.195,99.00404,99.97479,100.0105,100.5029,100.3919,100.1059,100.0562,100.839,99.55999,100.7464,98.55228,101.0859,101.6328,99.47509,99.55231,99.98793,100.0688,100.2591,100.1537,100.1421,100.1741,99.56771,100.9055,-0.0045,-0.1,3.25,-0.0045,0.0468,-0.0045,2.25,0.09,1.1022,0.558,0.7909091,1.127,1.689887,2.72,1.3,2.3,0.9526087,6.144041,5.874856,0.7890443,3.316922,7.237087,101.0159,91.76465,93.30271,101.5467,101.4995,103.595,100.3652,103.411,91.32577,0.08260869,0.04,4.26,0.08260869,0.2963043,0.08260869,1.96,0.14,0.12,101.2508,102.5218,100.6645,85.40712,93.39098,91.37708,98.08422,103.8,99.45232,100.1533,97.22519,99.64468,97.57381,96.55801,95.86272,102.081,96.76407,104.3,102.3,99.36851,96.99919,96.32387,96.5664,100.6716,0.0,-0.1,-0.4,0.1,0.0,0.1,0.1,-0.4,0.4,0.2,0.0,-0.7,0.1,0.1,0.8,0.5,-0.2,-0.2,-0.2,0.5,0.0,0.1,-0.6,-0.9,0.097320068,0.645980451,1.7,-0.068678331,0.394257,0.552567076,0.541732,0.835658977,0.684294316,0.505733136,6.0,4.7,6.8,10.8,8.5,8.2,5.7
2014-11-01,177,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-2.6,-18.2,-15.4,-7.2,-17.9,-6.5,1.8,99.17844,100.1387,98.84062,100.2453,98.60528,100.0333,100.064,100.4432,100.3883,100.1948,99.9248,100.7411,99.69382,100.5584,98.72135,101.1289,101.5907,99.56678,99.66771,100.0955,100.0793,100.3573,99.98273,100.495,100.1928,99.55048,100.8581,-0.0116,-0.1,3.25,-0.0116,0.0463,-0.0116,2.25,0.09,0.9762,0.413,0.719,1.025,1.617116,2.54,1.14,2.33,0.96458,6.144317,5.96656,0.801368,3.377455,7.41347,101.3663,92.35383,95.28185,102.0585,101.7383,104.5279,100.9119,102.9064,92.26433,0.0809,0.04142857,4.22,0.0809,0.295375,0.0809,2.06,0.05,0.13,100.8692,102.5218,99.00332,84.60705,94.13218,90.80659,97.34882,103.6,99.35567,98.5435,97.01174,99.78793,97.46106,96.14771,95.29076,102.7122,96.40535,103.1,102.4,96.8018,96.89105,96.60307,94.70935,101.342,0.1,-0.3,0.0,-0.2,-0.2,-0.2,-0.1,-0.8,0.4,0.4,0.3,0.1,0.1,-0.1,0.3,-0.4,0.1,-0.2,0.0,-0.2,-0.1,0.1,0.4,-0.2,0.097320068,0.645980451,1.7,-0.068678331,0.394257,0.552567076,0.541732,0.835658977,0.684294316,0.505733136,6.2,4.6,6.7,10.9,8.4,8.1,5.8
2014-12-01,178,15.8728,329.2566,43.58273,6.573566,189.070388793945,288.256774902344,300.302795410156,62.0912704467773,21.83603,52.31482,190.7376,32167.76,13207.2490234375,4871.0185546875,9707.736,-8.2,-19.19,-15.9,-10.5,-17.8,-7.5,5.3,99.16925,99.97507,98.59972,100.3454,98.39127,100.0818,100.1093,100.3302,100.3764,100.2393,99.73215,100.4764,99.64945,100.4234,98.93501,101.2735,101.6542,99.81669,99.94214,100.2822,100.2094,100.3183,100.027,100.8878,100.2208,99.59508,100.7882,-0.0301,-2.0,3.25,-0.0301,0.04,-0.0301,2.25,0.12,0.8133,0.375,0.5889474,0.932,1.447526,2.553158,1.01,2.21,0.9758956,6.124219,6.038857,0.8121961,3.427017,7.636144,101.6381,92.49284,96.80594,102.9161,102.5248,106.708,102.1648,102.3094,93.97672,0.08090476,0.04023438,5.22,0.08090476,0.3017105,0.08090476,2.06,0.06,0.15,101.2508,102.9821,99.88926,84.10701,92.15565,91.75734,99.37117,103.0,100.9987,102.3381,98.39915,100.2995,98.4422,97.92569,99.63775,102.7294,99.36477,102.4,104.1,100.9574,98.08056,96.88227,99.2359,101.1515,0.0,0.0,0.1,-0.3,-0.1,-0.3,0.3,-0.8,-0.1,-0.3,0.1,0.4,0.1,-0.1,-0.5,-0.4,-0.3,-0.7,-0.8,-0.2,-0.4,0.0,0.2,0.4,0.097320068,0.645980451,1.7,-0.068678331,0.394257,0.552567076,0.541732,0.835658977,0.684294316,0.505733136,6.1,4.6,7.1,10.7,8.4,7.7,5.6
